Reservoir Storage Volume and Zones
"Scenario: GridMet, Reservoir: Beltzville Reservoir"
Cubic Meter
Variable,"Storage Volume","Top of Buffer","Top of Conservation","Top of Inactive"
8/1/1999,48763614,5000000,84000000,5000000
8/2/1999,48685862,5000000,84000000,5000000
8/3/1999,48607115,5000000,84000000,5000000
8/4/1999,48528983,5000000,84000000,5000000
8/5/1999,48450270,5000000,84000000,5000000
8/6/1999,48369932,5000000,84000000,5000000
8/7/1999,48304171,5000000,84000000,5000000
8/8/1999,48271502,5000000,84000000,5000000
8/9/1999,48227119,5000000,84000000,5000000
8/10/1999,48160181,5000000,84000000,5000000
8/11/1999,48089193,5000000,84000000,5000000
8/12/1999,48013263,5000000,84000000,5000000
8/13/1999,48246330,5000000,84000000,5000000
8/14/1999,49054059,5000000,84000000,5000000
8/15/1999,49051365,5000000,84000000,5000000
8/16/1999,49126998,5000000,84000000,5000000
8/17/1999,48878963,5000000,84000000,5000000
8/18/1999,48700748,5000000,84000000,5000000
8/19/1999,48470955,5000000,84000000,5000000
8/20/1999,48380614,5000000,84000000,5000000
8/21/1999,48321103,5000000,84000000,5000000
8/22/1999,48210301,5000000,84000000,5000000
8/23/1999,48095922,5000000,84000000,5000000
8/24/1999,48001280,5000000,84000000,5000000
8/25/1999,48067075,5000000,84000000,5000000
8/26/1999,48162975,5000000,84000000,5000000
8/27/1999,48127468,5000000,84000000,5000000
8/28/1999,48039311,5000000,84000000,5000000
8/29/1999,47962215,5000000,84000000,5000000
8/30/1999,47919730,5000000,84000000,5000000
8/31/1999,47871235,5000000,84000000,5000000
9/1/1999,47817961,5000000,84000000,5000000
9/2/1999,47756368,5000000,84000000,5000000
9/3/1999,47687959,5000000,84000000,5000000
9/4/1999,47616139,5000000,84000000,5000000
9/5/1999,47580303,5000000,84000000,5000000
9/6/1999,47818813,5000000,84000000,5000000
9/7/1999,48310855,5000000,84000000,5000000
9/8/1999,48411670,5000000,84000000,5000000
9/9/1999,48821825,5000000,84000000,5000000
9/10/1999,49001299,5000000,84000000,5000000
9/11/1999,48891037,5000000,84000000,5000000
9/12/1999,48604048,5000000,84000000,5000000
9/13/1999,48329492,5000000,84000000,5000000
9/14/1999,48199400,5000000,84000000,5000000
9/15/1999,49393084,5000000,84000000,5000000
9/16/1999,63940743,5000000,84000000,5000000
9/17/1999,72236900,5000000,84000000,5000000
9/18/1999,72387000,5000000,84000000,5000000
9/19/1999,70367296,5000000,84000000,5000000
9/20/1999,67994388,5000000,84000000,5000000
9/21/1999,67690736,5000000,84000000,5000000
9/22/1999,67856166,5000000,84000000,5000000
9/23/1999,67214079,5000000,84000000,5000000
9/24/1999,66167509,5000000,84000000,5000000
9/25/1999,65399912,5000000,84000000,5000000
9/26/1999,65033659,5000000,84000000,5000000
9/27/1999,64881231,5000000,84000000,5000000
9/28/1999,64821512,5000000,84000000,5000000
9/29/1999,66059940,5000000,84000000,5000000
9/30/1999,67633733,5000000,84000000,5000000
10/1/1999,67535868,5000000,84000000,5000000
10/2/1999,66953095,5000000,84000000,5000000
10/3/1999,67130418,5000000,84000000,5000000
10/4/1999,67948117,5000000,84000000,5000000
10/5/1999,68010002,5000000,84000000,5000000
10/6/1999,67348947,5000000,84000000,5000000
10/7/1999,66453317,5000000,84000000,5000000
10/8/1999,65849132,5000000,84000000,5000000
10/9/1999,65824665,5000000,84000000,5000000
10/10/1999,66207156,5000000,84000000,5000000
10/11/1999,66250917,5000000,84000000,5000000
10/12/1999,66157684,5000000,84000000,5000000
10/13/1999,66343804,5000000,84000000,5000000
10/14/1999,66549471,5000000,84000000,5000000
10/15/1999,66402516,5000000,84000000,5000000
10/16/1999,66100950,5000000,84000000,5000000
10/17/1999,65867048,5000000,84000000,5000000
10/18/1999,65687830,5000000,84000000,5000000
10/19/1999,65807332,5000000,84000000,5000000
10/20/1999,65979674,5000000,84000000,5000000
10/21/1999,65885842,5000000,84000000,5000000
10/22/1999,65734802,5000000,84000000,5000000
10/23/1999,65638306,5000000,84000000,5000000
10/24/1999,65530365,5000000,84000000,5000000
10/25/1999,65434616,5000000,84000000,5000000
10/26/1999,65335074,5000000,84000000,5000000
10/27/1999,65239895,5000000,84000000,5000000
10/28/1999,65146149,5000000,84000000,5000000
10/29/1999,65073759,5000000,84000000,5000000
10/30/1999,65014668,5000000,84000000,5000000
10/31/1999,64961219,5000000,84000000,5000000
11/1/1999,64921840,5000000,84000000,5000000
11/2/1999,65919383,5000000,84000000,5000000
11/3/1999,67259245,5000000,84000000,5000000
11/4/1999,67290597,5000000,84000000,5000000
11/5/1999,66956663,5000000,84000000,5000000
11/6/1999,66577940,5000000,84000000,5000000
11/7/1999,66335385,5000000,84000000,5000000
11/8/1999,66062039,5000000,84000000,5000000
11/9/1999,65823829,5000000,84000000,5000000
11/10/1999,65578578,5000000,84000000,5000000
11/11/1999,65355178,5000000,84000000,5000000
11/12/1999,65189372,5000000,84000000,5000000
11/13/1999,65089015,5000000,84000000,5000000
11/14/1999,65027962,5000000,84000000,5000000
11/15/1999,64985721,5000000,84000000,5000000
11/16/1999,64957901,5000000,84000000,5000000
11/17/1999,64937804,5000000,84000000,5000000
11/18/1999,64921845,5000000,84000000,5000000
11/19/1999,64908178,5000000,84000000,5000000
11/20/1999,64912451,5000000,84000000,5000000
11/21/1999,64912086,5000000,84000000,5000000
11/22/1999,64906226,5000000,84000000,5000000
11/23/1999,64914368,5000000,84000000,5000000
11/24/1999,64956383,5000000,84000000,5000000
11/25/1999,65078511,5000000,84000000,5000000
11/26/1999,65828861,5000000,84000000,5000000
11/27/1999,66748757,5000000,84000000,5000000
11/28/1999,66807742,5000000,84000000,5000000
11/29/1999,67117141,5000000,84000000,5000000
11/30/1999,67005573,5000000,84000000,5000000
12/1/1999,66769700,5000000,84000000,5000000
12/2/1999,66360621,5000000,84000000,5000000
12/3/1999,66037628,5000000,84000000,5000000
12/4/1999,65758003,5000000,84000000,5000000
12/5/1999,65705442,5000000,84000000,5000000
12/6/1999,65797203,5000000,84000000,5000000
12/7/1999,65732612,5000000,84000000,5000000
12/8/1999,65571939,5000000,84000000,5000000
12/9/1999,65426281,5000000,84000000,5000000
12/10/1999,65385260,5000000,84000000,5000000
12/11/1999,65389247,5000000,84000000,5000000
12/12/1999,65358896,5000000,84000000,5000000
12/13/1999,65378571,5000000,84000000,5000000
12/14/1999,65805354,5000000,84000000,5000000
12/15/1999,66286274,5000000,84000000,5000000
12/16/1999,66308477,5000000,84000000,5000000
12/17/1999,66137771,5000000,84000000,5000000
12/18/1999,66025221,5000000,84000000,5000000
12/19/1999,66016416,5000000,84000000,5000000
12/20/1999,66234055,5000000,84000000,5000000
12/21/1999,66454020,5000000,84000000,5000000
12/22/1999,66327446,5000000,84000000,5000000
12/23/1999,66030656,5000000,84000000,5000000
12/24/1999,65764722,5000000,84000000,5000000
12/25/1999,65603837,5000000,84000000,5000000
12/26/1999,65496797,5000000,84000000,5000000
12/27/1999,65416744,5000000,84000000,5000000
12/28/1999,65349464,5000000,84000000,5000000
12/29/1999,65294151,5000000,84000000,5000000
12/30/1999,65250944,5000000,84000000,5000000
12/31/1999,65216375,5000000,84000000,5000000
1/1/2000,65188046,5000000,84000000,5000000
1/2/2000,65167872,5000000,84000000,5000000
1/3/2000,65191239,5000000,84000000,5000000
1/4/2000,65602981,5000000,84000000,5000000
1/5/2000,66011130,5000000,84000000,5000000
1/6/2000,65817450,5000000,84000000,5000000
1/7/2000,65572043,5000000,84000000,5000000
1/8/2000,65436621,5000000,84000000,5000000
1/9/2000,65437172,5000000,84000000,5000000
1/10/2000,66685779,5000000,84000000,5000000
1/11/2000,67736813,5000000,84000000,5000000
1/12/2000,67562501,5000000,84000000,5000000
1/13/2000,67089273,5000000,84000000,5000000
1/14/2000,66606896,5000000,84000000,5000000
1/15/2000,66324283,5000000,84000000,5000000
1/16/2000,66085193,5000000,84000000,5000000
1/17/2000,65922494,5000000,84000000,5000000
1/18/2000,65774319,5000000,84000000,5000000
1/19/2000,65645107,5000000,84000000,5000000
1/20/2000,65543264,5000000,84000000,5000000
1/21/2000,65469247,5000000,84000000,5000000
1/22/2000,65418477,5000000,84000000,5000000
1/23/2000,65383051,5000000,84000000,5000000
1/24/2000,65356260,5000000,84000000,5000000
1/25/2000,65335443,5000000,84000000,5000000
1/26/2000,65316623,5000000,84000000,5000000
1/27/2000,65301231,5000000,84000000,5000000
1/28/2000,65288403,5000000,84000000,5000000
1/29/2000,65277689,5000000,84000000,5000000
1/30/2000,65265366,5000000,84000000,5000000
1/31/2000,65249148,5000000,84000000,5000000
2/1/2000,65229898,5000000,84000000,5000000
2/2/2000,65207837,5000000,84000000,5000000
2/3/2000,65183190,5000000,84000000,5000000
2/4/2000,65157133,5000000,84000000,5000000
2/5/2000,65128729,5000000,84000000,5000000
2/6/2000,65097611,5000000,84000000,5000000
2/7/2000,65064402,5000000,84000000,5000000
2/8/2000,65028807,5000000,84000000,5000000
2/9/2000,64992373,5000000,84000000,5000000
2/10/2000,64956771,5000000,84000000,5000000
2/11/2000,65106345,5000000,84000000,5000000
2/12/2000,65074480,5000000,84000000,5000000
2/13/2000,65010974,5000000,84000000,5000000
2/14/2000,64946676,5000000,84000000,5000000
2/15/2000,65275586,5000000,84000000,5000000
2/16/2000,65835783,5000000,84000000,5000000
2/17/2000,67109456,5000000,84000000,5000000
2/18/2000,66890570,5000000,84000000,5000000
2/19/2000,66416605,5000000,84000000,5000000
2/20/2000,66500538,5000000,84000000,5000000
2/21/2000,66393189,5000000,84000000,5000000
2/22/2000,66184338,5000000,84000000,5000000
2/23/2000,66615667,5000000,84000000,5000000
2/24/2000,67837964,5000000,84000000,5000000
2/25/2000,69721349,5000000,84000000,5000000
2/26/2000,70634334,5000000,84000000,5000000
2/27/2000,71352871,5000000,84000000,5000000
2/28/2000,70931782,5000000,84000000,5000000
3/1/2000,69290154,5000000,84000000,5000000
3/2/2000,67760252,5000000,84000000,5000000
3/3/2000,66787988,5000000,84000000,5000000
3/4/2000,66319166,5000000,84000000,5000000
3/5/2000,66013125,5000000,84000000,5000000
3/6/2000,65809258,5000000,84000000,5000000
3/7/2000,65673435,5000000,84000000,5000000
3/8/2000,65582451,5000000,84000000,5000000
3/9/2000,65526130,5000000,84000000,5000000
3/10/2000,65484662,5000000,84000000,5000000
3/11/2000,65952517,5000000,84000000,5000000
3/12/2000,66490158,5000000,84000000,5000000
3/13/2000,66915633,5000000,84000000,5000000
3/14/2000,66910015,5000000,84000000,5000000
3/15/2000,66832058,5000000,84000000,5000000
3/16/2000,67647249,5000000,84000000,5000000
3/17/2000,68433987,5000000,84000000,5000000
3/18/2000,68310556,5000000,84000000,5000000
3/19/2000,67559951,5000000,84000000,5000000
3/20/2000,66850398,5000000,84000000,5000000
3/21/2000,67308625,5000000,84000000,5000000
3/22/2000,67884813,5000000,84000000,5000000
3/23/2000,67758572,5000000,84000000,5000000
3/24/2000,67152477,5000000,84000000,5000000
3/25/2000,66624181,5000000,84000000,5000000
3/26/2000,66306890,5000000,84000000,5000000
3/27/2000,67277416,5000000,84000000,5000000
3/28/2000,68338052,5000000,84000000,5000000
3/29/2000,68144390,5000000,84000000,5000000
3/30/2000,67406540,5000000,84000000,5000000
3/31/2000,66779364,5000000,84000000,5000000
4/1/2000,66459772,5000000,84000000,5000000
4/2/2000,66250517,5000000,84000000,5000000
4/3/2000,66427477,5000000,84000000,5000000
4/4/2000,66820294,5000000,84000000,5000000
4/5/2000,66840503,5000000,84000000,5000000
4/6/2000,66596295,5000000,84000000,5000000
4/7/2000,66332185,5000000,84000000,5000000
4/8/2000,66484753,5000000,84000000,5000000
4/9/2000,66838352,5000000,84000000,5000000
4/10/2000,67030952,5000000,84000000,5000000
4/11/2000,66969728,5000000,84000000,5000000
4/12/2000,66747743,5000000,84000000,5000000
4/13/2000,66492653,5000000,84000000,5000000
4/14/2000,66283162,5000000,84000000,5000000
4/15/2000,66144875,5000000,84000000,5000000
4/16/2000,66025499,5000000,84000000,5000000
4/17/2000,66222210,5000000,84000000,5000000
4/18/2000,66482682,5000000,84000000,5000000
4/19/2000,66440818,5000000,84000000,5000000
4/20/2000,66291625,5000000,84000000,5000000
4/21/2000,66429693,5000000,84000000,5000000
4/22/2000,66894495,5000000,84000000,5000000
4/23/2000,67003017,5000000,84000000,5000000
4/24/2000,67049648,5000000,84000000,5000000
4/25/2000,66805616,5000000,84000000,5000000
4/26/2000,66536962,5000000,84000000,5000000
4/27/2000,66287745,5000000,84000000,5000000
4/28/2000,66122182,5000000,84000000,5000000
4/29/2000,65982900,5000000,84000000,5000000
4/30/2000,65855984,5000000,84000000,5000000
5/1/2000,65788881,5000000,84000000,5000000
5/2/2000,65746675,5000000,84000000,5000000
5/3/2000,65684510,5000000,84000000,5000000
5/4/2000,65620125,5000000,84000000,5000000
5/5/2000,65565683,5000000,84000000,5000000
5/6/2000,65517629,5000000,84000000,5000000
5/7/2000,65466998,5000000,84000000,5000000
5/8/2000,65417724,5000000,84000000,5000000
5/9/2000,65368804,5000000,84000000,5000000
5/10/2000,65393384,5000000,84000000,5000000
5/11/2000,65468157,5000000,84000000,5000000
5/12/2000,65441719,5000000,84000000,5000000
5/13/2000,65621423,5000000,84000000,5000000
5/14/2000,65733462,5000000,84000000,5000000
5/15/2000,65862412,5000000,84000000,5000000
5/16/2000,65791503,5000000,84000000,5000000
5/17/2000,65724282,5000000,84000000,5000000
5/18/2000,66564204,5000000,84000000,5000000
5/19/2000,67846111,5000000,84000000,5000000
5/20/2000,68596222,5000000,84000000,5000000
5/21/2000,68317761,5000000,84000000,5000000
5/22/2000,68212152,5000000,84000000,5000000
5/23/2000,68706799,5000000,84000000,5000000
5/24/2000,69124591,5000000,84000000,5000000
5/25/2000,68611694,5000000,84000000,5000000
5/26/2000,67541377,5000000,84000000,5000000
5/27/2000,66605444,5000000,84000000,5000000
5/28/2000,66049875,5000000,84000000,5000000
5/29/2000,65765530,5000000,84000000,5000000
5/30/2000,65598173,5000000,84000000,5000000
5/31/2000,65486974,5000000,84000000,5000000
6/1/2000,65406236,5000000,84000000,5000000
6/2/2000,65362672,5000000,84000000,5000000
6/3/2000,65315512,5000000,84000000,5000000
6/4/2000,65268068,5000000,84000000,5000000
6/5/2000,65287640,5000000,84000000,5000000
6/6/2000,66619884,5000000,84000000,5000000
6/7/2000,66898808,5000000,84000000,5000000
6/8/2000,66674796,5000000,84000000,5000000
6/9/2000,66268728,5000000,84000000,5000000
6/10/2000,66078376,5000000,84000000,5000000
6/11/2000,66720912,5000000,84000000,5000000
6/12/2000,68988496,5000000,84000000,5000000
6/13/2000,69514000,5000000,84000000,5000000
6/14/2000,68489648,5000000,84000000,5000000
6/15/2000,67140256,5000000,84000000,5000000
6/16/2000,66329124,5000000,84000000,5000000
6/17/2000,65916456,5000000,84000000,5000000
6/18/2000,65872212,5000000,84000000,5000000
6/19/2000,65793580,5000000,84000000,5000000
6/20/2000,65628088,5000000,84000000,5000000
6/21/2000,66247764,5000000,84000000,5000000
6/22/2000,66309152,5000000,84000000,5000000
6/23/2000,66083728,5000000,84000000,5000000
6/24/2000,65733176,5000000,84000000,5000000
6/25/2000,66386084,5000000,84000000,5000000
6/26/2000,66682632,5000000,84000000,5000000
6/27/2000,66927304,5000000,84000000,5000000
6/28/2000,66711448,5000000,84000000,5000000
6/29/2000,66493456,5000000,84000000,5000000
6/30/2000,66086812,5000000,84000000,5000000
7/1/2000,65745240,5000000,84000000,5000000
7/2/2000,65486636,5000000,84000000,5000000
7/3/2000,65333752,5000000,84000000,5000000
7/4/2000,65227968,5000000,84000000,5000000
7/5/2000,65128784,5000000,84000000,5000000
7/6/2000,65043572,5000000,84000000,5000000
7/7/2000,64979280,5000000,84000000,5000000
7/8/2000,64941824,5000000,84000000,5000000
7/9/2000,64911528,5000000,84000000,5000000
7/10/2000,64881912,5000000,84000000,5000000
7/11/2000,64846992,5000000,84000000,5000000
7/12/2000,64807220,5000000,84000000,5000000
7/13/2000,64767508,5000000,84000000,5000000
7/14/2000,64726940,5000000,84000000,5000000
7/15/2000,65187572,5000000,84000000,5000000
7/16/2000,65368372,5000000,84000000,5000000
7/17/2000,65196228,5000000,84000000,5000000
7/18/2000,64988424,5000000,84000000,5000000
7/19/2000,64956548,5000000,84000000,5000000
7/20/2000,64932764,5000000,84000000,5000000
7/21/2000,64973072,5000000,84000000,5000000
7/22/2000,64941452,5000000,84000000,5000000
7/23/2000,64853640,5000000,84000000,5000000
7/24/2000,64749136,5000000,84000000,5000000
7/25/2000,64672892,5000000,84000000,5000000
7/26/2000,64752984,5000000,84000000,5000000
7/27/2000,64852244,5000000,84000000,5000000
7/28/2000,64957204,5000000,84000000,5000000
7/29/2000,64922952,5000000,84000000,5000000
7/30/2000,66090632,5000000,84000000,5000000
7/31/2000,66533992,5000000,84000000,5000000
8/1/2000,69697856,5000000,84000000,5000000
8/2/2000,69990160,5000000,84000000,5000000
8/3/2000,70324896,5000000,84000000,5000000
8/4/2000,68811176,5000000,84000000,5000000
8/5/2000,67386208,5000000,84000000,5000000
8/6/2000,66719300,5000000,84000000,5000000
8/7/2000,66397100,5000000,84000000,5000000
8/8/2000,65950392,5000000,84000000,5000000
8/9/2000,65444876,5000000,84000000,5000000
8/10/2000,65125820,5000000,84000000,5000000
8/11/2000,65047116,5000000,84000000,5000000
8/12/2000,65339044,5000000,84000000,5000000
8/13/2000,65321644,5000000,84000000,5000000
8/14/2000,65357368,5000000,84000000,5000000
8/15/2000,65203404,5000000,84000000,5000000
8/16/2000,65108380,5000000,84000000,5000000
8/17/2000,64976140,5000000,84000000,5000000
8/18/2000,64928064,5000000,84000000,5000000
8/19/2000,64861220,5000000,84000000,5000000
8/20/2000,64790472,5000000,84000000,5000000
8/21/2000,64721876,5000000,84000000,5000000
8/22/2000,64669788,5000000,84000000,5000000
8/23/2000,64783596,5000000,84000000,5000000
8/24/2000,64793672,5000000,84000000,5000000
8/25/2000,64737208,5000000,84000000,5000000
8/26/2000,64655992,5000000,84000000,5000000
8/27/2000,64619928,5000000,84000000,5000000
8/28/2000,64631288,5000000,84000000,5000000
8/29/2000,64608236,5000000,84000000,5000000
8/30/2000,64576028,5000000,84000000,5000000
8/31/2000,64537832,5000000,84000000,5000000
9/1/2000,64661000,5000000,84000000,5000000
9/2/2000,64733804,5000000,84000000,5000000
9/3/2000,64872768,5000000,84000000,5000000
9/4/2000,64811868,5000000,84000000,5000000
9/5/2000,64710692,5000000,84000000,5000000
9/6/2000,64616484,5000000,84000000,5000000
9/7/2000,64570932,5000000,84000000,5000000
9/8/2000,64529920,5000000,84000000,5000000
9/9/2000,64482928,5000000,84000000,5000000
9/10/2000,64432580,5000000,84000000,5000000
9/11/2000,64391048,5000000,84000000,5000000
9/12/2000,64915704,5000000,84000000,5000000
9/13/2000,65090148,5000000,84000000,5000000
9/14/2000,65933676,5000000,84000000,5000000
9/15/2000,66040476,5000000,84000000,5000000
9/16/2000,65890720,5000000,84000000,5000000
9/17/2000,65537760,5000000,84000000,5000000
9/18/2000,65308236,5000000,84000000,5000000
9/19/2000,65940076,5000000,84000000,5000000
9/20/2000,65995996,5000000,84000000,5000000
9/21/2000,65641576,5000000,84000000,5000000
9/22/2000,65101384,5000000,84000000,5000000
9/23/2000,64808940,5000000,84000000,5000000
9/24/2000,64657560,5000000,84000000,5000000
9/25/2000,64663868,5000000,84000000,5000000
9/26/2000,65061628,5000000,84000000,5000000
9/27/2000,65081128,5000000,84000000,5000000
9/28/2000,64935164,5000000,84000000,5000000
9/29/2000,64752064,5000000,84000000,5000000
9/30/2000,64673380,5000000,84000000,5000000
10/1/2000,64608892,5000000,84000000,5000000
10/2/2000,64550692,5000000,84000000,5000000
10/3/2000,64493416,5000000,84000000,5000000
10/4/2000,64566236,5000000,84000000,5000000
10/5/2000,64641732,5000000,84000000,5000000
10/6/2000,64606220,5000000,84000000,5000000
10/7/2000,64525984,5000000,84000000,5000000
10/8/2000,64465780,5000000,84000000,5000000
10/9/2000,64429544,5000000,84000000,5000000
10/10/2000,64400412,5000000,84000000,5000000
10/11/2000,64374980,5000000,84000000,5000000
10/12/2000,64346632,5000000,84000000,5000000
10/13/2000,64314564,5000000,84000000,5000000
10/14/2000,64283404,5000000,84000000,5000000
10/15/2000,64249944,5000000,84000000,5000000
10/16/2000,64215704,5000000,84000000,5000000
10/17/2000,64339124,5000000,84000000,5000000
10/18/2000,65458532,5000000,84000000,5000000
10/19/2000,65527180,5000000,84000000,5000000
10/20/2000,65389648,5000000,84000000,5000000
10/21/2000,65155980,5000000,84000000,5000000
10/22/2000,65113068,5000000,84000000,5000000
10/23/2000,65006852,5000000,84000000,5000000
10/24/2000,64880664,5000000,84000000,5000000
10/25/2000,64737120,5000000,84000000,5000000
10/26/2000,64570028,5000000,84000000,5000000
10/27/2000,64427736,5000000,84000000,5000000
10/28/2000,64328144,5000000,84000000,5000000
10/29/2000,64267140,5000000,84000000,5000000
10/30/2000,64229844,5000000,84000000,5000000
10/31/2000,64201708,5000000,84000000,5000000
11/1/2000,64168044,5000000,84000000,5000000
11/2/2000,64130216,5000000,84000000,5000000
11/3/2000,64089368,5000000,84000000,5000000
11/4/2000,64045684,5000000,84000000,5000000
11/5/2000,63999184,5000000,84000000,5000000
11/6/2000,63951984,5000000,84000000,5000000
11/7/2000,63904932,5000000,84000000,5000000
11/8/2000,63855748,5000000,84000000,5000000
11/9/2000,64004796,5000000,84000000,5000000
11/10/2000,64556376,5000000,84000000,5000000
11/11/2000,64550504,5000000,84000000,5000000
11/12/2000,64465488,5000000,84000000,5000000
11/13/2000,64404800,5000000,84000000,5000000
11/14/2000,64848852,5000000,84000000,5000000
11/15/2000,64994952,5000000,84000000,5000000
11/16/2000,64963188,5000000,84000000,5000000
11/17/2000,64749124,5000000,84000000,5000000
11/18/2000,64525588,5000000,84000000,5000000
11/19/2000,64324872,5000000,84000000,5000000
11/20/2000,64184956,5000000,84000000,5000000
11/21/2000,64094476,5000000,84000000,5000000
11/22/2000,64027972,5000000,84000000,5000000
11/23/2000,63978780,5000000,84000000,5000000
11/24/2000,63944508,5000000,84000000,5000000
11/25/2000,63923324,5000000,84000000,5000000
11/26/2000,64525936,5000000,84000000,5000000
11/27/2000,64574332,5000000,84000000,5000000
11/28/2000,64581448,5000000,84000000,5000000
11/29/2000,64983472,5000000,84000000,5000000
11/30/2000,65028156,5000000,84000000,5000000
12/1/2000,64897480,5000000,84000000,5000000
12/2/2000,64693852,5000000,84000000,5000000
12/3/2000,64600152,5000000,84000000,5000000
12/4/2000,64472772,5000000,84000000,5000000
12/5/2000,64342192,5000000,84000000,5000000
12/6/2000,64231768,5000000,84000000,5000000
12/7/2000,64149320,5000000,84000000,5000000
12/8/2000,64088236,5000000,84000000,5000000
12/9/2000,64043508,5000000,84000000,5000000
12/10/2000,64011760,5000000,84000000,5000000
12/11/2000,63992432,5000000,84000000,5000000
12/12/2000,64004520,5000000,84000000,5000000
12/13/2000,63985360,5000000,84000000,5000000
12/14/2000,63964448,5000000,84000000,5000000
12/15/2000,63942240,5000000,84000000,5000000
12/16/2000,64085944,5000000,84000000,5000000
12/17/2000,75085752,5000000,84000000,5000000
12/18/2000,73561040,5000000,84000000,5000000
12/19/2000,71713688,5000000,84000000,5000000
12/20/2000,69561224,5000000,84000000,5000000
12/21/2000,69030144,5000000,84000000,5000000
12/22/2000,68379080,5000000,84000000,5000000
12/23/2000,67848328,5000000,84000000,5000000
12/24/2000,67461112,5000000,84000000,5000000
12/25/2000,67102420,5000000,84000000,5000000
12/26/2000,66839768,5000000,84000000,5000000
12/27/2000,66675928,5000000,84000000,5000000
12/28/2000,66593636,5000000,84000000,5000000
12/29/2000,66547312,5000000,84000000,5000000
12/30/2000,66519060,5000000,84000000,5000000
12/31/2000,66498788,5000000,84000000,5000000
1/1/2001,66483052,5000000,84000000,5000000
1/2/2001,66470040,5000000,84000000,5000000
1/3/2001,66458904,5000000,84000000,5000000
1/4/2001,66446620,5000000,84000000,5000000
1/5/2001,66430764,5000000,84000000,5000000
1/6/2001,66412540,5000000,84000000,5000000
1/7/2001,66391580,5000000,84000000,5000000
1/8/2001,66390264,5000000,84000000,5000000
1/9/2001,66368796,5000000,84000000,5000000
1/10/2001,66341784,5000000,84000000,5000000
1/11/2001,66313624,5000000,84000000,5000000
1/12/2001,66283368,5000000,84000000,5000000
1/13/2001,66250328,5000000,84000000,5000000
1/14/2001,66216384,5000000,84000000,5000000
1/15/2001,66206856,5000000,84000000,5000000
1/16/2001,66175176,5000000,84000000,5000000
1/17/2001,66137208,5000000,84000000,5000000
1/18/2001,66100724,5000000,84000000,5000000
1/19/2001,66300956,5000000,84000000,5000000
1/20/2001,66318000,5000000,84000000,5000000
1/21/2001,66239352,5000000,84000000,5000000
