datetime,delMontague_lag1_regression_disagg,delMontague_lag2_regression_disagg,delTrenton_lag1_regression_disagg,delTrenton_lag2_regression_disagg,delTrenton_lag3_regression_disagg,delTrenton_lag4_regression_disagg
2010-01-28,6297.287854333725,4833.946111350344,9481.993994180793,10926.445661437403,12612.144600296593,11045.338362891052
2010-01-29,5901.52572484677,5040.276971933261,9820.326395949942,13208.334344627541,10345.165793956976,9383.315136945019
2010-01-30,5138.461702682135,4538.404507723535,13180.530925084455,10573.349395029065,8993.999696284984,8306.992404660477
2010-01-31,4743.983173887445,4174.370891036977,11436.669281740196,10138.348747368169,8928.969999884386,8272.990844125932
2010-02-01,4435.440674546028,3877.0407625848948,13377.549575233346,12130.729421760778,10992.73688145406,10323.910580964073
2010-02-02,4124.477975802927,3599.1206149240797,11855.902145092796,10743.182263706092,9717.546446727194,9093.112396744895
2010-02-03,3830.65408651554,3355.170849625418,10454.729758885143,9528.715908953665,8578.925122188792,8018.0965097646695
2010-02-04,3601.99186769945,3190.9736772271326,9581.870334931715,8780.910358327325,7904.781098549736,7416.828742224259
2010-02-05,3430.847532768782,3045.149794105587,8905.296521706363,8188.666399888683,7409.233802841949,6955.099219442041
2010-02-06,3290.1653578253063,2913.413021242744,8311.422641074216,7706.0953920945985,6980.073135465758,6541.040460581702
2010-02-07,3145.4552706339405,2791.351594056,7851.430571384126,7297.970562604799,6598.788536003035,6187.164788106074
2010-02-08,3008.898966095483,2673.5430184469487,7451.663457944134,6911.543643594732,6263.217429538185,5875.248802188873
2010-02-09,2884.4931782670506,2573.4469184256436,7064.731268399282,6573.489066318703,5959.699637842165,5599.312469385835
2010-02-10,2782.4863289237546,2484.9953818649024,6786.297656085544,6332.9627526914255,5752.692032984014,5408.942195304229
2010-02-11,2688.263839235313,2402.0848686262966,6540.818280174643,6116.745440552133,5563.877857630356,5235.085486093147
2010-02-12,2598.0178036271486,2330.5624045768623,6381.6875244423645,5966.78743358139,5437.136071736888,5128.705650215601
2010-02-13,2517.3537821056098,2261.4424709802197,6183.423938553116,5785.5001843257205,5282.3049714868475,4987.8027916545425
2010-02-14,2440.5228434548276,2191.8506091003765,5927.178953688244,5552.834768886522,5075.780073289312,4791.507171018458
2010-02-15,2362.2767896374958,2126.810913658834,5745.32022378709,5388.412761974452,4924.305410577218,4654.576808180675
2010-02-16,2302.2603903073723,2076.1816385857073,5596.335541975444,5257.023055522017,4812.685884888464,4553.665801472964
2010-02-17,2246.023414377369,2027.9472854636315,5576.654043006731,5236.389148495814,4809.241244257917,4558.843038625885
2010-02-18,2190.2701507670454,1980.311515859072,5484.498539165603,5149.404118314631,4738.155867111478,4497.345133810764
2010-02-19,2148.692255270971,1942.1736035728263,5588.241213007846,5253.562132708119,4851.282578625722,4614.496010954322
2010-02-20,2160.774666753181,1952.9666301205039,5723.4674659844495,5407.569471824134,5037.380971198882,4803.147405045488
2010-02-21,2175.0067797085085,1964.892109745625,5797.535434409943,5484.851726953755,5132.798829621261,4897.396861532929
2010-02-22,2110.055144503103,1905.5829642698159,5767.721747185906,5444.395896052703,5042.842067663318,4813.325393187786
2010-02-23,2058.976640188539,1859.1204291177492,5723.118384224618,5346.099114015082,4964.728383827172,4739.899804039161
2010-02-24,1997.0135347578876,1805.9017449599828,5871.063305813574,5484.4268612920405,5093.493531886472,4875.377817235869
2010-02-25,1955.9007690593376,1778.8647530751487,6061.274790388794,5635.94989457745,5265.313928544791,5059.188223074962
2010-02-26,1917.2076386329436,1739.1312009765948,6267.204441316908,5811.473740470163,5460.48420093208,5251.129471916421
2010-02-27,1872.6052074875915,1701.9388816876892,6051.257373634497,5624.866891451396,5280.004201119287,5079.233186672442
2010-02-28,1843.2674021587372,1668.6660896031808,6091.781606265113,5666.802232384248,5326.543985223376,5120.459137884906
