datetime,site_no,62615_Mean,62615_Mean_cd
2020-02-29,01414750,1272.79,A
2020-03-02,01414750,1272.81,A
2020-03-03,01414750,1272.86,A
2020-03-04,01414750,1273.0,A
2020-03-05,01414750,1273.14,A
2020-03-06,01414750,1273.26,A
2020-03-07,01414750,1273.37,A
2020-03-08,01414750,1273.45,A
2020-03-09,01414750,1273.51,A
2020-03-10,01414750,1273.69,A
2020-03-11,01414750,1273.94,A
2020-03-12,01414750,1274.17,A
2020-03-13,01414750,1274.45,A
2020-03-14,01414750,1274.75,A
2020-03-15,01414750,1275.0,A
2020-03-16,01414750,1275.22,A
2020-03-17,01414750,1275.41,A
2020-03-18,01414750,1275.56,A
2020-03-19,01414750,1275.77,A
2020-03-20,01414750,1276.01,A
2020-03-21,01414750,1276.22,A
2020-03-22,01414750,1276.34,A
2020-03-23,01414750,1276.47,A
2020-03-24,01414750,1276.6,A
2020-03-25,01414750,1276.66,A
2020-03-26,01414750,1276.69,A
2020-03-27,01414750,1276.71,A
2020-03-28,01414750,1276.72,A
2020-03-29,01414750,1276.86,A
2020-03-30,01414750,1277.07,A
2020-03-31,01414750,1277.37,A
2020-04-01,01414750,1277.65,A
2020-04-02,01414750,1277.87,A
2020-04-03,01414750,1278.06,A
2020-04-04,01414750,1278.22,A
2020-04-05,01414750,1278.33,A
2020-04-06,01414750,1278.39,A
2020-04-07,01414750,1278.41,A
2020-04-08,01414750,1278.39,A
2020-04-09,01414750,1278.3,A
2020-04-10,01414750,1278.26,A
2020-04-11,01414750,1278.19,A
2020-04-12,01414750,1278.12,A
2020-04-13,01414750,1278.4,A
2020-04-14,01414750,1279.29,A
2020-04-15,01414750,1279.36,A
2020-04-16,01414750,1279.24,A
2020-04-17,01414750,1279.08,A
2020-04-18,01414750,1279.0,A
2020-04-19,01414750,1278.89,A
2020-04-20,01414750,1278.79,A
2020-04-21,01414750,1278.69,A
2020-04-22,01414750,1278.6,A
2020-04-23,01414750,1278.45,A
2020-04-24,01414750,1278.31,A
2020-04-25,01414750,1278.16,A
2020-04-26,01414750,1278.05,A
2020-04-27,01414750,1278.37,A
2020-04-28,01414750,1278.64,A
2020-04-29,01414750,1278.85,A
2020-04-30,01414750,1279.1,A
2020-05-01,01414750,1279.8,A
2020-05-02,01414750,1280.01,A
2020-05-03,01414750,1279.78,A
2020-05-04,01414750,1279.53,A
2020-05-05,01414750,1279.26,A
2020-05-06,01414750,1279.06,A
2020-05-07,01414750,1278.92,A
2020-05-08,01414750,1278.83,A
2020-05-09,01414750,1278.81,A
2020-05-10,01414750,1278.77,A
2020-05-11,01414750,1278.72,A
2020-05-12,01414750,1278.66,A
2020-05-13,01414750,1278.54,A
2020-05-14,01414750,1278.41,A
2020-05-15,01414750,1278.38,A
2020-05-16,01414750,1278.55,A
2020-05-17,01414750,1278.5,A
2020-05-18,01414750,1278.42,A
2020-05-19,01414750,1278.31,A
2020-05-20,01414750,1278.21,A
2020-05-21,01414750,1278.11,A
2020-05-22,01414750,1278.04,A
2020-05-23,01414750,1278.02,A
2020-05-24,01414750,1277.95,A
2020-05-25,01414750,1277.85,A
2020-05-26,01414750,1277.77,A
2020-05-27,01414750,1277.77,A
2020-05-28,01414750,1277.77,A
2020-05-29,01414750,1277.88,A
2020-05-30,01414750,1278.02,A
2020-05-31,01414750,1277.97,A
2020-06-01,01414750,1277.91,A
2020-06-02,01414750,1277.87,A
2020-06-03,01414750,1277.83,A
2020-06-04,01414750,1277.79,A
2020-06-05,01414750,1277.65,A
2020-06-06,01414750,1277.5,A
2020-06-07,01414750,1277.35,A
2020-06-08,01414750,1277.21,A
2020-06-09,01414750,1277.1,A
2020-06-10,01414750,1276.98,A
2020-06-11,01414750,1277.06,A
2020-06-12,01414750,1277.11,A
2020-06-13,01414750,1276.97,A
2020-06-14,01414750,1276.79,A
2020-06-15,01414750,1276.59,A
2020-06-16,01414750,1276.44,A
2020-06-17,01414750,1276.32,A
2020-06-18,01414750,1276.18,A
2020-06-19,01414750,1276.05,A
2020-06-20,01414750,1275.91,A
2020-06-21,01414750,1275.77,A
2020-06-22,01414750,1275.6,A
2020-06-23,01414750,1275.39,A
2020-06-24,01414750,1275.18,A
2020-06-25,01414750,1274.96,A
2020-06-26,01414750,1274.72,A
2020-06-27,01414750,1274.54,A
2020-06-28,01414750,1274.4,A
2020-06-29,01414750,1274.22,A
2020-06-30,01414750,1274.18,A
2020-07-01,01414750,1274.05,A
2020-07-02,01414750,1273.85,A
2020-07-03,01414750,1273.63,A
2020-07-04,01414750,1273.46,A
2020-07-05,01414750,1273.29,A
2020-07-06,01414750,1273.1,A
2020-07-07,01414750,1272.85,A
2020-07-08,01414750,1272.6,A
2020-07-09,01414750,1272.42,A
2020-07-10,01414750,1272.23,A
2020-07-11,01414750,1272.22,A
2020-07-12,01414750,1272.16,A
2020-07-13,01414750,1272.01,A
2020-07-14,01414750,1271.8,A
2020-07-15,01414750,1271.58,A
2020-07-16,01414750,1271.35,A
2020-07-17,01414750,1271.12,A
2020-07-18,01414750,1270.89,A
2020-07-19,01414750,1270.64,A
2020-07-20,01414750,1270.42,A
2020-07-21,01414750,1270.16,A
2020-07-22,01414750,1269.91,A
2020-07-23,01414750,1269.67,A
2020-07-24,01414750,1269.4,A
2020-07-25,01414750,1269.13,A
2020-07-26,01414750,1268.85,A
2020-07-27,01414750,1268.57,A
2020-07-28,01414750,1268.31,A
2020-07-29,01414750,1268.02,A
2020-07-30,01414750,1267.78,A
2020-07-31,01414750,1267.53,A
2020-08-01,01414750,1267.29,A
2020-08-02,01414750,1267.1,A
2020-08-03,01414750,1266.9,A
2020-08-04,01414750,1267.12,A
2020-08-05,01414750,1268.21,A
2020-08-06,01414750,1268.34,A
2020-08-07,01414750,1268.43,A
2020-08-08,01414750,1268.53,A
2020-08-09,01414750,1268.48,A
2020-08-10,01414750,1268.37,A
2020-08-11,01414750,1268.22,A
2020-08-12,01414750,1268.29,A
2020-08-13,01414750,1268.22,A
2020-08-14,01414750,1268.07,A
2020-08-15,01414750,1267.91,A
2020-08-16,01414750,1267.73,A
2020-08-17,01414750,1267.54,A
2020-08-18,01414750,1267.35,A
2020-08-19,01414750,1267.14,A
2020-08-20,01414750,1266.92,A
2020-08-21,01414750,1266.69,A
2020-08-22,01414750,1266.46,A
2020-08-23,01414750,1266.23,A
2020-08-24,01414750,1265.99,A
2020-08-25,01414750,1265.74,A
2020-08-26,01414750,1265.47,A
2020-08-27,01414750,1265.24,A
2020-08-28,01414750,1265.1,A
2020-08-29,01414750,1264.96,A
2020-08-30,01414750,1264.94,A
2020-08-31,01414750,1264.79,A
2020-09-01,01414750,1264.62,A
2020-09-02,01414750,1264.48,A
2020-09-03,01414750,1264.41,A
2020-09-04,01414750,1264.29,A
2020-09-05,01414750,1264.16,A
2020-09-06,01414750,1264.03,A
2020-09-07,01414750,1263.89,A
2020-09-08,01414750,1263.73,A
2020-09-09,01414750,1263.58,A
2020-09-10,01414750,1263.44,A
2020-09-11,01414750,1263.3,A
2020-09-12,01414750,1263.14,A
2020-09-13,01414750,1262.97,A
2020-09-14,01414750,1262.79,A
2020-09-15,01414750,1262.6,A
2020-09-16,01414750,1262.42,A
2020-09-17,01414750,1262.23,A
2020-09-18,01414750,1262.02,A
2020-09-19,01414750,1261.79,A
2020-09-20,01414750,1261.56,A
2020-09-21,01414750,1261.33,A
2020-09-22,01414750,1261.1,A
2020-09-23,01414750,1260.88,A
2020-09-24,01414750,1260.65,A
2020-09-25,01414750,1260.43,A
2020-09-26,01414750,1260.21,A
2020-09-27,01414750,1259.99,A
2020-09-28,01414750,1259.78,A
2020-09-29,01414750,1259.58,A
2020-09-30,01414750,1259.88,A
2020-10-01,01414750,1259.98,A
2020-10-02,01414750,1259.89,A
2020-10-03,01414750,1259.78,A
2020-10-04,01414750,1259.63,A
2020-10-05,01414750,1259.4,A
2020-10-06,01414750,1259.13,A
2020-10-07,01414750,1258.85,A
2020-10-08,01414750,1258.63,A
2020-10-09,01414750,1258.46,A
2020-10-10,01414750,1258.28,A
2020-10-11,01414750,1258.1,A
2020-10-12,01414750,1257.92,A
2020-10-13,01414750,1257.73,A
2020-10-14,01414750,1257.55,A
2020-10-15,01414750,1257.36,A
2020-10-16,01414750,1257.18,A
2020-10-17,01414750,1256.99,A
2020-10-18,01414750,1256.79,A
2020-10-19,01414750,1256.6,A
2020-10-20,01414750,1256.42,A
2020-10-21,01414750,1256.23,A
2020-10-22,01414750,1256.03,A
2020-10-23,01414750,1255.84,A
2020-10-24,01414750,1255.64,A
2020-10-25,01414750,1255.43,A
2020-10-26,01414750,1255.23,A
2020-10-27,01414750,1255.03,A
2020-10-28,01414750,1254.87,A
2020-10-29,01414750,1254.77,A
2020-10-30,01414750,1254.94,A
2020-10-31,01414750,1255.05,A
2020-11-01,01414750,1255.1,A
2020-11-02,01414750,1255.21,A
2020-11-03,01414750,1255.28,A
2020-11-04,01414750,1255.33,A
2020-11-05,01414750,1255.36,A
2020-11-06,01414750,1255.36,A
2020-11-07,01414750,1255.35,A
2020-11-08,01414750,1255.31,A
2020-11-09,01414750,1255.26,A
2020-11-10,01414750,1255.2,A
2020-11-11,01414750,1255.16,A
2020-11-12,01414750,1255.18,A
2020-11-13,01414750,1255.15,A
2020-11-14,01414750,1255.1,A
2020-11-15,01414750,1255.04,A
2020-11-16,01414750,1255.1,A
2020-11-17,01414750,1255.13,A
2020-11-18,01414750,1255.14,A
2020-11-19,01414750,1255.12,A
2020-11-20,01414750,1255.1,A
2020-11-21,01414750,1255.15,A
2020-11-22,01414750,1255.2,A
2020-11-23,01414750,1255.35,A
2020-11-24,01414750,1255.55,A
2020-11-25,01414750,1255.69,A
2020-11-26,01414750,1255.91,A
2020-11-27,01414750,1256.16,A
2020-11-28,01414750,1256.29,A
2020-11-29,01414750,1256.39,A
2020-11-30,01414750,1256.56,A
2020-12-01,01414750,1257.41,A
2020-12-02,01414750,1258.16,A
2020-12-03,01414750,1258.74,A
2020-12-04,01414750,1259.22,A
2020-12-05,01414750,1259.5,A
2020-12-06,01414750,1259.7,A
2020-12-07,01414750,1259.82,A
2020-12-08,01414750,1259.91,A
2020-12-09,01414750,1259.98,A
2020-12-10,01414750,1260.01,A
2020-12-11,01414750,1259.98,A
2020-12-12,01414750,1259.93,A
2020-12-13,01414750,1259.88,A
2020-12-14,01414750,1259.84,A
2020-12-15,01414750,1259.96,A
2020-12-16,01414750,1260.07,A
2020-12-17,01414750,1260.12,A
2020-12-18,01414750,1260.09,A
2020-12-19,01414750,1260.02,A
2020-12-20,01414750,1259.98,A
2020-12-21,01414750,1259.94,A
2020-12-22,01414750,1259.89,A
2020-12-23,01414750,1259.83,A
2020-12-24,01414750,1259.98,A
2020-12-25,01414750,1263.95,A
2020-12-26,01414750,1267.92,A
2020-12-27,01414750,1269.4,A
2020-12-28,01414750,1270.24,A
2020-12-29,01414750,1270.71,A
2020-12-30,01414750,1270.96,A
2020-12-31,01414750,1271.22,A
2021-01-01,01414750,1271.33,A
2021-01-02,01414750,1271.48,A
2021-01-03,01414750,1271.66,A
2021-01-04,01414750,1271.77,A
2021-01-05,01414750,1271.8,A
2021-01-06,01414750,1271.79,A
2021-01-07,01414750,1271.74,A
2021-01-08,01414750,1271.66,A
2021-01-09,01414750,1271.54,A
2021-01-10,01414750,1271.41,A
2021-01-11,01414750,1271.25,A
2021-01-12,01414750,1271.11,A
2021-01-13,01414750,1270.95,A
2021-01-14,01414750,1270.77,A
2021-01-15,01414750,1270.6,A
2021-01-16,01414750,1270.45,A
2021-01-17,01414750,1270.3,A
2021-01-18,01414750,1270.11,A
2021-01-19,01414750,1269.91,A
2021-01-20,01414750,1269.7,A
2021-01-21,01414750,1269.47,A
2021-01-22,01414750,1269.26,A
2021-01-23,01414750,1269.02,A
2021-01-24,01414750,1268.76,A
2021-01-25,01414750,1268.5,A
2021-01-26,01414750,1268.26,A
2021-01-27,01414750,1268.03,A
2021-01-28,01414750,1267.76,A
2021-01-29,01414750,1267.48,A
2021-01-30,01414750,1267.2,A
2021-01-31,01414750,1266.92,A
2021-02-01,01414750,1266.67,A
2021-02-02,01414750,1266.49,A
2021-02-03,01414750,1266.3,A
2021-02-04,01414750,1266.1,A
2021-02-05,01414750,1265.9,A
2021-02-06,01414750,1265.75,A
2021-02-07,01414750,1265.62,A
2021-02-08,01414750,1265.46,A
2021-02-09,01414750,1265.27,A
2021-02-10,01414750,1265.06,A
2021-02-11,01414750,1264.85,A
2021-02-12,01414750,1264.62,A
2021-02-13,01414750,1264.46,A
2021-02-14,01414750,1264.33,A
2021-02-15,01414750,1264.19,A
2021-02-16,01414750,1264.16,A
2021-02-17,01414750,1264.17,A
2021-02-18,01414750,1264.15,A
2021-02-19,01414750,1264.14,A
2021-02-20,01414750,1264.09,A
2021-02-21,01414750,1264.03,A
2021-02-22,01414750,1263.97,A
2021-02-23,01414750,1263.93,A
2021-02-24,01414750,1263.87,A
2021-02-25,01414750,1263.83,A
2021-02-26,01414750,1263.82,A
2021-02-27,01414750,1263.88,A
2021-02-28,01414750,1264.01,A
2021-03-01,01414750,1264.19,A
2021-03-02,01414750,1264.4,A
2021-03-03,01414750,1264.6,A
2021-03-04,01414750,1264.8,A
2021-03-05,01414750,1264.96,A
2021-03-06,01414750,1265.13,A
2021-03-07,01414750,1265.27,A
2021-03-08,01414750,1265.4,A
2021-03-09,01414750,1265.56,A
2021-03-10,01414750,1265.73,A
2021-03-11,01414750,1266.02,A
2021-03-12,01414750,1266.8,A
2021-03-13,01414750,1267.79,A
2021-03-14,01414750,1268.47,A
2021-03-15,01414750,1268.87,A
2021-03-16,01414750,1269.1,A
2021-03-17,01414750,1269.25,A
2021-03-18,01414750,1269.45,A
2021-03-19,01414750,1269.98,A
2021-03-20,01414750,1270.31,A
2021-03-21,01414750,1270.58,A
2021-03-22,01414750,1270.85,A
2021-03-23,01414750,1271.12,A
2021-03-24,01414750,1271.45,A
2021-03-25,01414750,1272.15,A
2021-03-26,01414750,1273.17,A
2021-03-27,01414750,1274.09,A
2021-03-28,01414750,1274.79,A
2021-03-29,01414750,1275.56,A
2021-03-30,01414750,1276.12,A
2021-03-31,01414750,1276.58,A
2021-04-01,01414750,1277.06,A
2021-04-02,01414750,1277.39,A
2021-04-03,01414750,1277.59,A
2021-04-04,01414750,1277.72,A
2021-04-05,01414750,1277.76,A
2021-04-06,01414750,1277.76,A
2021-04-07,01414750,1277.71,A
2021-04-08,01414750,1277.65,A
2021-04-09,01414750,1277.58,A
2021-04-10,01414750,1277.57,A
2021-04-11,01414750,1277.59,A
2021-04-12,01414750,1277.63,A
2021-04-13,01414750,1277.69,A
2021-04-14,01414750,1277.7,A
2021-04-15,01414750,1277.72,A
2021-04-16,01414750,1277.84,A
2021-04-17,01414750,1277.9,A
2021-04-18,01414750,1277.91,A
2021-04-19,01414750,1277.91,A
2021-04-20,01414750,1277.9,A
2021-04-21,01414750,1277.89,A
2021-04-22,01414750,1277.87,A
2021-04-23,01414750,1277.83,A
2021-04-24,01414750,1277.82,A
2021-04-25,01414750,1277.83,A
2021-04-26,01414750,1277.81,A
2021-04-27,01414750,1277.79,A
2021-04-28,01414750,1277.79,A
2021-04-29,01414750,1277.94,A
2021-04-30,01414750,1278.59,A
2021-05-01,01414750,1278.99,A
2021-05-02,01414750,1279.11,A
2021-05-03,01414750,1279.12,A
2021-05-04,01414750,1279.14,A
2021-05-05,01414750,1279.25,A
2021-05-06,01414750,1279.34,A
2021-05-07,01414750,1279.3,A
2021-05-08,01414750,1279.25,A
2021-05-09,01414750,1279.18,A
2021-05-10,01414750,1279.21,A
2021-05-11,01414750,1279.13,A
2021-05-12,01414750,1279.01,A
2021-05-13,01414750,1278.93,A
2021-05-14,01414750,1278.91,A
2021-05-15,01414750,1278.87,A
2021-05-16,01414750,1278.84,A
2021-05-17,01414750,1278.79,A
2021-05-18,01414750,1278.74,A
2021-05-19,01414750,1278.71,A
2021-05-20,01414750,1278.64,A
2021-05-21,01414750,1278.54,A
2021-05-22,01414750,1278.43,A
2021-05-23,01414750,1278.3,A
2021-05-24,01414750,1278.17,A
2021-05-25,01414750,1278.04,A
2021-05-26,01414750,1277.94,A
2021-05-27,01414750,1277.9,A
2021-05-28,01414750,1277.87,A
2021-05-29,01414750,1278.2,A
2021-05-30,01414750,1278.44,A
2021-05-31,01414750,1278.66,A
2021-06-01,01414750,1278.74,A
2021-06-02,01414750,1278.74,A
2021-06-03,01414750,1278.72,A
2021-06-04,01414750,1278.7,A
2021-06-05,01414750,1278.7,A
2021-06-06,01414750,1278.6,A
2021-06-07,01414750,1278.42,A
2021-06-08,01414750,1278.28,A
2021-06-09,01414750,1278.29,A
2021-06-10,01414750,1278.3,A
2021-06-11,01414750,1278.28,A
2021-06-12,01414750,1278.15,A
2021-06-13,01414750,1277.98,A
2021-06-14,01414750,1277.81,A
2021-06-15,01414750,1277.7,A
2021-06-16,01414750,1277.61,A
2021-06-17,01414750,1277.64,A
2021-06-18,01414750,1277.56,A
2021-06-19,01414750,1277.41,A
2021-06-20,01414750,1277.27,A
2021-06-21,01414750,1277.13,A
2021-06-22,01414750,1277.03,A
2021-06-23,01414750,1276.88,A
2021-06-24,01414750,1276.71,A
2021-06-25,01414750,1276.53,A
2021-06-26,01414750,1276.34,A
2021-06-27,01414750,1276.16,A
2021-06-28,01414750,1275.97,A
2021-06-29,01414750,1275.75,A
2021-06-30,01414750,1275.61,A
2021-07-01,01414750,1275.55,A
2021-07-02,01414750,1275.5,A
2021-07-03,01414750,1275.42,A
2021-07-04,01414750,1275.34,A
2021-07-05,01414750,1275.19,A
2021-07-06,01414750,1275.03,A
2021-07-07,01414750,1274.95,A
2021-07-08,01414750,1275.21,A
2021-07-09,01414750,1275.58,A
2021-07-10,01414750,1275.84,A
2021-07-11,01414750,1276.0,A
2021-07-12,01414750,1276.53,A
2021-07-13,01414750,1277.4,A
2021-07-14,01414750,1278.16,A
2021-07-15,01414750,1278.58,A
2021-07-16,01414750,1278.77,A
2021-07-17,01414750,1278.89,A
2021-07-18,01414750,1279.21,A
2021-07-19,01414750,1279.2,A
2021-07-20,01414750,1279.05,A
2021-07-21,01414750,1279.09,A
2021-07-22,01414750,1278.98,A
2021-07-23,01414750,1278.82,A
2021-07-24,01414750,1278.66,A
2021-07-25,01414750,1278.55,A
2021-07-26,01414750,1278.47,A
2021-07-27,01414750,1278.34,A
2021-07-28,01414750,1278.25,A
2021-07-29,01414750,1278.22,A
2021-07-30,01414750,1278.12,A
2021-07-31,01414750,1277.97,A
2021-08-01,01414750,1277.83,A
2021-08-02,01414750,1277.75,A
2021-08-03,01414750,1277.64,A
2021-08-04,01414750,1277.61,A
2021-08-05,01414750,1277.46,A
2021-08-06,01414750,1277.26,A
2021-08-07,01414750,1277.02,A
2021-08-08,01414750,1276.77,A
2021-08-09,01414750,1276.51,A
2021-08-10,01414750,1276.22,A
2021-08-11,01414750,1275.93,A
2021-08-12,01414750,1275.65,A
2021-08-13,01414750,1275.48,A
2021-08-14,01414750,1275.36,A
2021-08-15,01414750,1275.08,A
2021-08-16,01414750,1274.82,A
2021-08-17,01414750,1274.71,A
2021-08-18,01414750,1274.49,A
2021-08-19,01414750,1274.28,A
2021-08-20,01414750,1274.07,A
2021-08-21,01414750,1274.18,A
2021-08-22,01414750,1274.15,A
2021-08-23,01414750,1274.63,A
2021-08-24,01414750,1275.15,A
2021-08-25,01414750,1275.32,A
2021-08-26,01414750,1275.3,A
2021-08-27,01414750,1275.2,A
2021-08-28,01414750,1275.1,A
2021-08-29,01414750,1275.0,A
2021-08-30,01414750,1274.88,A
2021-08-31,01414750,1274.75,A
2021-09-01,01414750,1274.68,A
2021-09-02,01414750,1275.08,A
2021-09-03,01414750,1275.29,A
2021-09-04,01414750,1275.41,A
2021-09-05,01414750,1275.5,A
2021-09-06,01414750,1275.58,A
2021-09-07,01414750,1275.61,A
2021-09-08,01414750,1275.54,A
2021-09-09,01414750,1275.81,A
2021-09-10,01414750,1275.92,A
2021-09-11,01414750,1275.92,A
2021-09-12,01414750,1275.87,A
2021-09-13,01414750,1275.8,A
2021-09-14,01414750,1275.6,A
2021-09-15,01414750,1275.26,A
2021-09-16,01414750,1275.05,A
2021-09-17,01414750,1274.75,A
2021-09-18,01414750,1274.39,A
2021-09-19,01414750,1274.0,A
2021-09-20,01414750,1273.59,A
2021-09-21,01414750,1273.2,A
2021-09-22,01414750,1272.86,A
2021-09-23,01414750,1272.86,A
2021-09-24,01414750,1273.99,A
2021-09-25,01414750,1274.56,A
2021-09-26,01414750,1274.73,A
2021-09-27,01414750,1274.72,A
2021-09-28,01414750,1274.64,A
2021-09-29,01414750,1274.5,A
2021-09-30,01414750,1274.31,A
2021-10-01,01414750,1274.06,A
2021-10-02,01414750,1273.75,A
2021-10-03,01414750,1273.42,A
2021-10-04,01414750,1273.3,A
2021-10-05,01414750,1273.6,A
2021-10-06,01414750,1273.56,A
2021-10-07,01414750,1273.4,A
2021-10-08,01414750,1273.17,A
2021-10-09,01414750,1272.91,A
2021-10-10,01414750,1272.6,A
2021-10-11,01414750,1272.27,A
2021-10-12,01414750,1271.92,A
2021-10-13,01414750,1271.55,A
2021-10-14,01414750,1271.16,A
2021-10-15,01414750,1270.76,A
2021-10-16,01414750,1270.38,A
2021-10-17,01414750,1270.17,A
2021-10-18,01414750,1269.85,A
2021-10-19,01414750,1269.5,A
2021-10-20,01414750,1269.13,A
2021-10-21,01414750,1268.75,A
2021-10-22,01414750,1268.38,A
2021-10-23,01414750,1267.98,A
2021-10-24,01414750,1267.59,A
2021-10-25,01414750,1267.4,A
2021-10-26,01414750,1268.41,A
2021-10-27,01414750,1272.18,A
2021-10-28,01414750,1274.01,A
2021-10-29,01414750,1274.89,A
2021-10-30,01414750,1275.46,A
2021-10-31,01414750,1275.86,A
2021-11-01,01414750,1276.12,A
2021-11-02,01414750,1276.25,A
2021-11-03,01414750,1276.1,A
2021-11-04,01414750,1275.86,A
2021-11-05,01414750,1275.6,A
2021-11-06,01414750,1275.29,A
2021-11-07,01414750,1274.96,A
2021-11-08,01414750,1274.61,A
2021-11-09,01414750,1274.24,A
2021-11-10,01414750,1273.88,A
2021-11-11,01414750,1273.57,A
2021-11-12,01414750,1273.46,A
2021-11-13,01414750,1273.71,A
2021-11-14,01414750,1274.02,A
2021-11-15,01414750,1274.18,A
2021-11-16,01414750,1274.23,A
2021-11-17,01414750,1274.19,A
