,pepacton,cannonsville,neversink,Total,PercentageTotal
3/27/2018,129253,89910,31490,250653,92.56019202
3/28/2018,129042,89499,31537,250078,92.3478582
3/29/2018,128778,88952,31620,249350,92.07902511
3/30/2018,129095,88921,31738,249754,92.2282127
3/31/2018,130635,90944,32056,253635,93.66137371
4/1/2018,131809,92755,32288,256852,94.8493353
4/2/2018,132773,94261,32496,259530,95.83825702
4/3/2018,133617,95402,32496,261515,96.57127031
4/4/2018,134444,96398,32596,263438,97.28138848
4/5/2018,135475,97122,32962,265559,98.06462334
4/6/2018,136417,97396,33211,267024,98.605613
4/7/2018,137255,97573,33437,268265,99.06388479
4/8/2018,137784,97540,33591,268915,99.30391433
4/9/2018,138149,97251,33736,269136,99.38552437
4/10/2018,138443,96945,33639,269027,99.34527326
4/11/2018,138590,96478,33751,268819,99.26846381
4/12/2018,138645,96060,33872,268577,99.17909897
4/13/2018,138682,95867,34008,268557,99.17171344
4/14/2018,138921,95770,34204,268895,99.2965288
4/15/2018,139509,95676,34557,269742,99.60930576
4/16/2018,140301,95615,34818,270734,99.97562777
4/17/2018,141894,96382,35369,273645,101.0505908
4/18/2018,141876,97122,35199,274197,101.2544313
4/19/2018,141543,97669,35135,274347,101.3098227
4/20/2018,141153,98088,35095,274336,101.3057607
4/21/2018,140820,98023,35075,273918,101.1514032
4/22/2018,140579,97396,35090,273065,100.8364106
4/23/2018,140320,96881,35090,272291,100.5505908
4/24/2018,140061,96446,35070,271577,100.2869276
4/25/2018,139951,96108,35095,271154,100.1307238
4/26/2018,140190,96527,35214,271931,100.4176514
4/27/2018,140320,96768,35155,272243,100.5328656
4/28/2018,140653,96929,35145,272727,100.7115953
4/29/2018,140727,96929,35145,272801,100.7389217
4/30/2018,140746,96848,35115,272709,100.7049483
5/1/2018,140597,96848,35090,272535,100.6406942
5/2/2018,140542,96768,35055,272365,100.5779173
5/3/2018,140468,96575,35060,272103,100.4811669
5/4/2018,140616,96478,35011,272105,100.4819055
5/5/2018,140634,96414,34956,272004,100.4446086
5/6/2018,140579,96285,34902,271766,100.3567208
5/7/2018,140505,96285,34843,271633,100.3076071
5/8/2018,140579,96205,34774,271558,100.2799114
5/9/2018,140542,96108,34675,271325,100.19387
5/10/2018,140431,96124,34552,271107,100.1133678
5/11/2018,140653,96189,34562,271404,100.2230428
5/12/2018,140486,96108,34621,271215,100.1532496
5/13/2018,140449,96076,34596,271121,100.1185377
5/14/2018,140357,96012,34695,271064,100.0974889
5/15/2018,140227,95835,34626,270688,99.95864106
5/16/2018,140412,95899,34645,270956,100.0576071
5/17/2018,140486,95947,34582,271015,100.0793944
5/18/2018,140653,95931,34626,271210,100.1514032
5/19/2018,140690,95867,34611,271168,100.1358936
5/20/2018,140968,96173,35060,272201,100.517356
5/21/2018,140857,96253,35145,272255,100.5372969
5/22/2018,140634,96221,35090,271945,100.4228213
5/23/2018,140431,96382,35070,271883,100.3999261
5/24/2018,140320,96382,35026,271728,100.3426883
5/25/2018,140171,96285,35026,271482,100.2518464
5/26/2018,139969,96140,35006,271115,100.116322
5/27/2018,139767,96044,34961,270772,99.98966027
5/28/2018,139712,96028,34764,270504,99.89069424
5/29/2018,139583,96044,34705,270332,99.82717873
5/30/2018,139418,95835,34715,269968,99.69276219
5/31/2018,139160,95523,34778,269461,99.50553914
6/1/2018,138070,92973,34503,265546,98.05982275
6/2/2018,137980,92851,34707,265538,98.05686854
6/3/2018,138100,92622,34572,265294,97.96676514
6/4/2018,138200,92409,34468,265077,97.8866322
6/5/2018,138140,92181,34374,264695,97.74556869
6/6/2018,138090,91923,34295,264308,97.60265879
6/7/2018,137980,91636,34290,263906,97.45420975
6/8/2018,137760,91515,34231,263506,97.30649926
6/9/2018,137540,91200,34147,262887,97.07791728
6/10/2018,137280,90854,34063,262197,96.82311669
6/11/2018,137030,90510,33980,261520,96.57311669
6/12/2018,136750,90166,33901,260817,96.31351551
6/13/2018,136480,89779,33798,260057,96.03286558
6/14/2018,136240,89451,33818,259509,95.83050222
6/15/2018,135950,89065,33818,258833,95.58087149
6/16/2018,135720,88724,33720,258164,95.3338257
6/17/2018,135370,88340,33573,257283,95.00849335
6/18/2018,134920,87853,33564,256337,94.65915805
6/19/2018,134560,87500,33573,255633,94.39918759
6/20/2018,134160,87147,33456,254763,94.07791728
6/21/2018,133670,86810,33277,253757,93.70642541
6/22/2018,133240,86415,33257,252912,93.394387
6/23/2018,132740,86021,33160,251921,93.02843427
6/24/2018,132430,85715,33150,251295,92.79726736
6/25/2018,132130,85497,33170,250797,92.6133678
6/26/2018,131680,85265,33049,249994,92.316839
6/27/2018,131200,84917,33005,249122,91.99483013
6/28/2018,131000,84758,33073,248831,91.88737075
6/29/2018,130880,84903,33228,249011,91.95384047
6/30/2018,130550,84932,33247,248729,91.84970458
7/1/2018,130140,84772,33247,248159,91.63921713
7/2/2018,129720,84397,33228,247345,91.33862629
7/3/2018,129260,84065,33199,246524,91.03545052
7/4/2018,128780,83821,33121,245722,90.73929099
7/5/2018,128280,83548,33088,244916,90.44165436
7/6/2018,127930,83275,33068,244273,90.20420975
7/7/2018,127540,83018,33063,243621,89.96344165
7/8/2018,127100,82704,33030,242834,89.67282127
7/9/2018,126640,82348,32996,241984,89.35893648
7/10/2018,126170,81978,32962,241110,89.03618907
7/11/2018,125660,81595,32938,240193,88.69756278
7/12/2018,125230,81228,32870,239328,88.37813885
7/13/2018,124700,80847,32832,238379,88.02769572
7/14/2018,124220,80565,32793,237578,87.73190547
7/15/2018,123900,80551,32769,237220,87.59970458
7/16/2018,123490,80270,32740,236500,87.3338257
7/17/2018,123000,79849,32707,235556,86.98522895
7/18/2018,122670,79737,32687,235094,86.81462334
7/19/2018,122210,79597,32649,234456,86.57902511
7/20/2018,121780,79318,32601,233699,86.29948301
7/21/2018,121280,78997,32562,232839,85.98190547
7/22/2018,120850,78690,32529,232069,85.69756278
7/23/2018,120760,78398,32658,231816,85.60413589
7/24/2018,121280,78510,33852,233642,86.27843427
7/25/2018,121900,78746,34781,235427,86.93759232
7/26/2018,125210,80017,35151,240378,88.76587888
7/27/2018,127470,81780,34946,244196,90.17577548
7/28/2018,129310,82490,34741,246541,91.04172821
7/29/2018,129950,82932,34562,247444,91.37518464
7/30/2018,130340,83132,34340,247812,91.51107829
7/31/2018,130090,83233,34098,247421,91.36669129
8/1/2018,129740,83275,33833,246848,91.15509601
8/2/2018,129880,83318,34652,247850,91.52511078
8/3/2018,129910,83390,34891,248191,91.65103397
8/4/2018,133710,84816,35256,253782,93.71565731
8/5/2018,136240,86328,35026,257594,95.12333826
8/6/2018,137450,87118,34926,259494,95.82496307
8/7/2018,137830,87456,34851,260137,96.06240768
8/8/2018,137880,87853,34786,260519,96.2034712
8/9/2018,139320,88961,34821,263102,97.15731167
8/10/2018,139960,89630,34801,264391,97.63330871
8/11/2018,139890,89719,34786,264395,97.63478582
8/12/2018,139960,90017,34821,264798,97.78360414
8/13/2018,139720,90002,34811,264533,97.68574594
8/14/2018,140740,89913,35166,265819,98.16063516
8/15/2018,141350,90914,34996,267260,98.69276219
8/16/2018,140940,91395,34891,267226,98.68020679
8/17/2018,140400,91515,34821,266736,98.49926145
8/18/2018,141530,92653,35386,269569,99.54542097
8/19/2018,142180,95445,35016,272641,100.6798375
8/20/2018,141480,95852,34901,272233,100.5291728
8/21/2018,140920,95570,34851,271341,100.1997784
8/22/2018,140370,95134,34816,270320,99.82274742
8/23/2018,140010,94745,34836,269591,99.55354505
8/24/2018,139720,94280,34806,268806,99.26366322
8/25/2018,139320,93817,34786,267923,98.93759232
8/26/2018,138840,93356,34766,266962,98.58271787
8/27/2018,138380,92866,34756,266002,98.2282127
8/28/2018,137810,92318,34741,264869,97.80982275
8/29/2018,137170,91561,34721,263452,97.28655835
8/30/2018,136610,90810,34687,262107,96.78988183
8/31/2018,135950,90211,34652,260813,96.3120384
9/1/2018,135280,89570,34637,259487,95.82237814
9/2/2018,134560,88991,34587,258138,95.32422452
9/3/2018,133910,88443,34409,256762,94.81610044
9/4/2018,133190,87897,34123,255210,94.24298375
9/5/2018,132470,87368,33813,253651,93.66728213
9/6/2018,131770,86840,33505,252115,93.10007386
9/7/2018,131340,86357,33247,250944,92.6676514
9/8/2018,130700,85847,32972,249519,92.14143279
9/9/2018,129970,85265,32856,248091,91.61410635
9/10/2018,129260,84714,32812,246786,91.13220089
9/11/2018,129200,84686,33218,247104,91.24963072
9/12/2018,128800,84512,33369,246681,91.09342688
9/13/2018,128340,84166,33510,246016,90.8478582
9/14/2018,128000,83893,33705,245598,90.69350074
9/15/2018,127540,83333,33813,244686,90.35672083
9/16/2018,127034,82716,33872,243622,89.96381093
9/17/2018,126450,81964,33896,242310,89.47932053
9/18/2018,126310,81482,34127,241919,89.33493353
9/19/2018,127030,81638,34931,243599,89.95531758
9/20/2018,126930,81553,34886,243369,89.87038405
9/21/2018,126560,81411,34826,242797,89.65915805
9/22/2018,126520,81638,34886,243044,89.75036928
9/23/2018,126490,81950,34876,243316,89.85081241
9/24/2018,126210,82063,34826,243099,89.77067947
9/25/2018,126210,82134,34831,243175,89.79874446
9/26/2018,127910,83361,35201,246472,91.01624815
9/27/2018,130200,84368,35161,249729,92.2189808
9/28/2018,132110,85120,35055,252285,93.16285081
9/29/2018,133982,86429,35029,255440,94.32791728
9/30/2018,135060,87030,34926,257016,94.9098966
10/1/2018,135789,87319,34895,258003,95.27437223
10/2/2018,136530,87441,34846,258817,95.57496307
10/3/2018,137900,88458,35031,261389,96.52474151
10/4/2018,138750,89035,34921,262706,97.01107829
10/5/2018,139390,89451,34891,263732,97.38995569
10/6/2018,139760,89600,34836,264196,97.56129985
10/7/2018,139740,89615,34821,264176,97.55391433
10/8/2018,139630,89511,34811,263952,97.47119645
10/9/2018,139540,89258,34801,263599,97.34084195
10/10/2018,139300,88932,34791,263023,97.12813885
10/11/2018,139320,88621,34771,262712,97.01329394
10/12/2018,139680,89006,34961,263647,97.35856721
10/13/2018,139680,89080,34891,263651,97.36004431
10/14/2018,139700,89124,34836,263660,97.3633678
10/15/2018,139630,89035,34821,263486,97.29911374
10/16/2018,139680,88961,34821,263462,97.29025111
10/17/2018,139440,88946,34811,263197,97.19239291
10/18/2018,139280,88798,34781,262859,97.06757755
10/19/2018,139080,88576,34771,262427,96.90805022
10/20/2018,138650,88266,34776,261692,96.6366322
10/21/2018,138250,88030,34766,261046,96.39807976
10/22/2018,137830,87691,34736,260257,96.10672083
10/23/2018,137280,87294,34741,259315,95.75886263
10/24/2018,136680,86854,34731,258265,95.3711226
10/25/2018,136130,86255,34662,257047,94.92134417
10/26/2018,135550,85541,34657,255748,94.44165436
10/27/2018,134920,85048,34577,254545,93.99741507
10/28/2018,134892,84967,34739,254598,94.01698671
10/29/2018,134749,84981,34814,254544,93.99704579
10/30/2018,134540,84772,34814,254126,93.84268833
10/31/2018,134374,84440,34804,253618,93.65509601
11/1/2018,134100,84022,34771,252893,93.38737075
11/2/2018,134030,83663,34786,252479,93.2344904
11/3/2018,135390,84080,35106,254576,94.00886263
11/4/2018,137210,85033,34986,257229,94.98855244
11/5/2018,138100,85570,34916,258586,95.48966027
11/6/2018,138710,86138,34921,259769,95.92651403
11/7/2018,139480,86810,35031,261321,96.49963072
11/8/2018,139740,87177,34941,261858,96.69793205
11/9/2018,139870,87353,34871,262094,96.78508124
11/10/2018,140240,87765,34941,262946,97.09970458
11/11/2018,140220,88414,34896,263530,97.31536189
11/12/2018,140070,88665,34851,263586,97.33604136
11/13/2018,140000,88858,34861,263719,97.3851551
11/14/2018,139960,89288,34901,264149,97.54394387
11/15/2018,139830,89421,34851,264102,97.52658789
11/16/2018,139830,89570,34876,264276,97.59084195
11/17/2018,139680,89555,34826,264061,97.51144756
11/18/2018,139550,89466,34811,263827,97.42503693
11/19/2018,139430,89258,34816,263504,97.30576071
11/20/2018,139350,89095,34821,263266,97.21787297
11/21/2018,139210,88858,34816,262884,97.07680945
11/22/2018,139080,88561,34776,262417,96.90435746
11/23/2018,138870,88133,34751,261754,96.65952733
11/24/2018,138670,87647,34756,261073,96.40805022
11/25/2018,138800,87456,34861,261117,96.42429838
11/26/2018,139080,87514,34911,261505,96.56757755
11/27/2018,139960,88059,35096,263115,97.16211226
11/28/2018,140290,88843,34966,264099,97.52548006
11/29/2018,140140,89273,34886,264299,97.5993353
11/30/2018,139960,89496,34836,264292,97.59675037
12/1/2018,139852,89569,34819,264240,97.57754801
12/2/2018,139782,89649,34829,264260,97.58493353
12/3/2018,139982,90289,34929,265200,97.93205318
12/4/2018,140162,91019,34899,266080,98.25701625
12/5/2018,140162,91529,34859,266550,98.43057607
12/6/2018,139922,91799,34829,266550,98.43057607
12/7/2018,139702,91919,34819,266440,98.38995569
12/8/2018,139502,91909,34799,266210,98.30502216
12/9/2018,139352,91759,34789,265900,98.19054653
12/10/2018,139022,91469,34779,265270,97.95790251
12/11/2018,138712,91189,34769,264670,97.73633678
12/12/2018,138322,90769,34749,263840,97.42983752
12/13/2018,137872,90379,34739,262990,97.11595273
12/14/2018,137302,89899,34739,261940,96.7282127
12/15/2018,136792,89439,34729,260960,96.36632201
12/16/2018,136302,89019,34749,260070,96.03766617
12/17/2018,135952,88709,34799,259460,95.81240768
12/18/2018,135442,88269,34739,258450,95.4394387
12/19/2018,134812,87789,34689,257290,95.01107829
12/20/2018,134212,87289,34689,256190,94.60487445
12/21/2018,134342,86989,34899,256230,94.61964549
12/22/2018,136552,88049,35399,260000,96.01181684
12/23/2018,138052,88859,35039,261950,96.73190547
12/24/2018,138972,89329,34929,263230,97.20457903
12/25/2018,139552,89599,34869,264020,97.49630724
12/26/2018,139832,89659,34819,264310,97.60339734
12/27/2018,139902,89569,34819,264290,97.59601182
12/28/2018,139922,89409,34809,264140,97.54062038
12/29/2018,140032,89409,34899,264340,97.61447563
12/30/2018,140012,89299,34849,264160,97.54800591
12/31/2018,139942,89099,34829,263870,97.44091581
1/1/2019,140132,88989,34939,264060,97.51107829
1/2/2019,140032,89199,34929,264160,97.54800591
1/3/2019,139922,89149,34849,263920,97.45937962
1/4/2019,139902,89069,34829,263800,97.41506647
1/5/2019,139682,88949,34819,263450,97.28581979
1/6/2019,139722,88929,34869,263520,97.31166913
1/7/2019,139442,88869,34829,263140,97.17134417
1/8/2019,139042,88579,34819,262440,96.91285081
1/9/2019,138912,88439,34829,262180,96.816839
1/10/2019,138752,88429,34779,261960,96.73559823
1/11/2019,138432,88239,34739,261410,96.53249631
1/12/2019,138012,87849,34709,260570,96.22230428
1/13/2019,137592,87339,34719,259650,95.88257016
1/14/2019,137082,86679,34729,258490,95.45420975
1/15/2019,136572,85959,34719,257250,94.99630724
1/16/2019,136022,85499,34709,256230,94.61964549
1/17/2019,135482,85019,34699,255200,94.23929099
1/18/2019,134922,84479,34689,254090,93.82939439
1/19/2019,134432,83949,34669,253050,93.44534712
1/20/2019,134272,83479,34689,252440,93.22008863
1/21/2019,133942,82919,34699,251560,92.89512555
1/22/2019,133602,82249,34649,250500,92.50369276
1/23/2019,133042,81599,34629,249270,92.04948301
1/24/2019,133262,81359,34699,249320,92.06794682
1/25/2019,138272,85049,35229,258550,95.47636632
1/26/2019,139962,87469,34939,262370,96.88700148
1/27/2019,140462,88469,34859,263790,97.41137371
1/28/2019,140402,88979,34819,264200,97.56277696
1/29/2019,139942,89189,34789,263920,97.45937962
1/30/2019,139682,89189,34799,263670,97.36706056
1/31/2019,139302,88869,34769,262940,97.09748892
2/1/2019,138932,88399,34769,262100,96.7872969
2/2/2019,138512,87939,34729,261180,96.44756278
2/3/2019,138122,87529,34739,260390,96.15583456
2/4/2019,137762,87209,34739,259710,95.90472674
2/5/2019,137452,86959,34749,259160,95.70162482
2/6/2019,137432,87279,34789,259500,95.82717873
2/7/2019,137722,87679,34799,260200,96.08567208
2/8/2019,138752,88959,34939,262650,96.99039882
2/9/2019,140142,91349,34969,266460,98.39734121
2/10/2019,140372,92429,34899,267700,98.85524372
2/11/2019,140292,92999,34849,268140,99.01772526
2/12/2019,140052,93329,34829,268210,99.04357459
2/13/2019,139942,93489,34819,268250,99.05834564
2/14/2019,139742,93479,34789,268010,98.96971935
2/15/2019,139612,93329,34779,267720,98.86262925
2/16/2019,139432,93139,34779,267350,98.72599705
2/17/2019,139282,92899,34759,266940,98.5745938
2/18/2019,139042,92549,34769,266360,98.36041359
2/19/2019,138752,92109,34749,265610,98.08345643
2/20/2019,138312,91559,34739,264610,97.71418021
2/21/2019,137992,91079,34729,263800,97.41506647
2/22/2019,137662,90619,34729,263010,97.12333826
2/23/2019,137262,90079,34719,262060,96.77252585
2/24/2019,136922,89529,34719,261170,96.44387001
2/25/2019,136612,89199,34779,260590,96.22968981
2/26/2019,136222,88799,34749,259770,95.92688331
2/27/2019,135792,88249,34729,258770,95.55760709
2/28/2019,135322,87689,34679,257690,95.15878877
3/1/2019,134902,87159,34669,256730,94.8042836
3/2/2019,134472,86669,34649,255790,94.45716396
3/3/2019,134002,86329,34629,254960,94.1506647
3/4/2019,133582,86109,34589,254280,93.89955687
3/5/2019,133102,85919,34559,253580,93.64106352
3/6/2019,132562,85719,34509,252790,93.3493353
3/7/2019,132022,85589,34459,252070,93.08345643
3/8/2019,131482,85429,34409,251320,92.80649926
3/9/2019,130932,85309,34349,250590,92.53692762
3/10/2019,130472,85249,34329,250050,92.33751846
3/11/2019,129972,85149,34289,249410,92.10118168
3/12/2019,129562,85109,34239,248910,91.91654357
3/13/2019,129012,85059,34189,248260,91.67651403
3/14/2019,128602,84989,34139,247730,91.48079764
3/15/2019,128372,85209,34099,247680,91.46233383
3/16/2019,128552,86299,34269,249120,91.99409158
3/17/2019,128652,87179,34349,250180,92.38552437
3/18/2019,128812,87839,34359,251010,92.69202363
3/19/2019,129082,88329,34329,251740,92.96159527
3/20/2019,129192,88709,34279,252180,93.12407681
3/21/2019,129522,88989,34229,252740,93.33087149
3/22/2019,130072,89449,34329,253850,93.74076809
3/23/2019,130662,89819,34499,254980,94.15805022
3/24/2019,131042,89939,34569,255550,94.36853767
3/25/2019,131502,89989,34609,256100,94.57163959
3/26/2019,131842,90049,34669,256560,94.74150665
3/27/2019,132072,90079,34649,256800,94.83013294
3/28/2019,132432,90049,34659,257140,94.95568685
3/29/2019,132792,90079,34689,257560,95.11078287
3/30/2019,133512,90499,34799,258810,95.57237814
3/31/2019,134302,91119,34939,260360,96.14475628
4/1/2019,135372,91739,34979,262090,96.78360414
4/2/2019,136262,92149,34909,263320,97.23781388
4/3/2019,137032,92349,34839,264220,97.57016248
4/4/2019,137562,92489,34839,264890,97.81757755
4/5/2019,137872,92469,34829,265170,97.92097489
4/6/2019,138162,92429,34829,265420,98.01329394
4/7/2019,138322,92349,34859,265530,98.05391433
4/8/2019,138472,92289,34939,265700,98.11669129
4/9/2019,138562,92289,35009,265860,98.17577548
4/10/2019,138642,92449,34979,266070,98.25332349
4/11/2019,138842,92729,34919,266490,98.4084195
4/12/2019,139132,92969,34859,266960,98.58197932
4/13/2019,139572,93069,34999,267640,98.83308715
4/14/2019,139902,93029,35009,267940,98.94387001
