,pepacton,cannonsville,neversink,Total,PercentageTotal
8/27/2010,106052,56239,25616,187907,69.38958641
8/28/2010,105637,56190,25595,187422,69.21048744
8/29/2010,105241,56104,25549,186894,69.0155096
8/30/2010,104795,56092,25512,186399,68.83271787
8/31/2010,104351,55750,25466,185567,68.52548006
9/1/2010,103893,55347,25420,184660,68.19054653
9/2/2010,103468,54883,25366,183717,67.84231905
9/3/2010,102979,54288,25313,182580,67.42245199
9/4/2010,102492,53447,25262,181201,66.91322009
9/5/2010,102039,52572,25205,179816,66.40177253
9/6/2010,101586,51791,25142,178519,65.92282127
9/7/2010,101086,51138,25089,177313,65.47747415
9/8/2010,100590,50426,25039,176055,65.01292467
9/9/2010,100078,49725,24981,174784,64.54357459
9/10/2010,99629,48959,24916,173504,64.07090103
9/11/2010,99151,48070,24863,172084,63.5465288
9/12/2010,98644,47169,24805,170618,63.00516987
9/13/2010,98198,46368,24764,169330,62.5295421
9/14/2010,98168,45523,24711,168402,62.18685377
9/15/2010,97786,44734,24658,167178,61.73485968
9/16/2010,97313,44100,24596,166009,61.30317578
9/17/2010,96856,43477,24568,164901,60.89401773
9/18/2010,96400,42941,24246,163587,60.40878877
9/19/2010,95978,42342,24209,162529,60.01809453
9/20/2010,95523,41837,24173,161533,59.65029542
9/21/2010,95071,41281,23842,160194,59.15583456
9/22/2010,94590,40703,23653,158946,58.69497784
9/23/2010,94126,39999,23465,157590,58.19423929
9/24/2010,93692,39306,23286,156284,57.71196455
9/25/2010,93229,38559,22913,154701,57.1274003
9/26/2010,92799,37787,22882,153468,56.67208272
9/27/2010,92323,37381,22839,152543,56.33050222
9/28/2010,91924,37272,22564,151760,56.04135894
9/29/2010,91688,37153,22513,151354,55.89143279
9/30/2010,91364,37093,22412,150869,55.71233383
10/1/2010,97511,39789,25345,162645,60.06093058
10/2/2010,104827,49049,27632,181508,67.02658789
10/3/2010,106868,52490,28036,187394,69.20014771
10/4/2010,108024,54112,28241,190377,70.30169867
10/5/2010,109186,55872,28460,193518,71.46159527
10/6/2010,109835,57960,28707,196502,72.56351551
10/7/2010,110176,59462,28906,198544,73.31757755
10/8/2010,110404,60817,29057,200278,73.95790251
10/9/2010,110631,61855,29168,201654,74.46602659
10/10/2010,110762,62683,29270,202715,74.85782866
10/11/2010,110647,63358,29356,203361,75.09638109
10/12/2010,110551,63969,29414,203934,75.30797637
10/13/2010,110420,64326,29468,204214,75.41137371
10/14/2010,110306,64848,29518,204672,75.58050222
10/15/2010,110241,65255,29584,205080,75.73116691
10/16/2010,110941,66134,29563,206638,76.30649926
10/17/2010,111595,67190,29495,208280,76.91285081
10/18/2010,112021,67901,29329,209251,77.27141802
10/19/2010,112316,68351,29231,209898,77.51033973
10/20/2010,112662,68749,29119,210530,77.7437223
10/21/2010,112679,69027,28747,210453,77.71528804
10/22/2010,112695,69225,28333,210253,77.64143279
10/23/2010,112646,69411,27905,209962,77.53397341
10/24/2010,112547,69543,27477,209567,77.38810931
10/25/2010,112431,69596,27052,209079,77.20790251
10/26/2010,112778,69966,27129,209873,77.50110783
10/27/2010,113206,70642,27300,211148,77.97193501
10/28/2010,113981,71649,27745,213375,78.79431315
10/29/2010,114230,72165,27813,214208,79.10192024
10/30/2010,114313,72496,27606,214415,79.17836041
10/31/2010,114363,72788,27339,214490,79.20605613
11/1/2010,114346,72987,27056,214389,79.16875923
11/2/2010,114761,73410,27124,215295,79.50332349
11/3/2010,115061,73795,27202,216058,79.78508124
11/4/2010,115028,73927,27279,216234,79.85007386
11/5/2010,115343,74257,27507,217107,80.17245199
11/6/2010,115492,74685,27658,217835,80.44128508
11/7/2010,115492,74947,27775,218214,80.58124077
11/8/2010,115426,75155,27875,218456,80.67060561
11/9/2010,115559,75362,27962,218883,80.82828656
11/10/2010,115709,75542,28058,219309,80.98559823
11/11/2010,115842,75859,28167,219868,81.19202363
11/12/2010,115893,76081,28276,220250,81.33308715
11/13/2010,115909,76233,28359,220501,81.42577548
11/14/2010,115893,76357,28447,220697,81.49815362
11/15/2010,115859,76440,28522,220821,81.54394387
11/16/2010,115826,76509,28601,220936,81.58641064
11/17/2010,115893,76675,28694,221262,81.70679468
11/18/2010,116411,77269,29035,222715,82.24335303
11/19/2010,116679,77918,29195,223792,82.64106352
11/20/2010,116863,78553,29333,224749,82.99446086
11/21/2010,117014,79092,29441,225547,83.28914328
11/22/2010,117064,79603,29580,226247,83.54763663
11/23/2010,117132,80060,29688,226880,83.78138848
11/24/2010,117064,80474,29288,226826,83.76144756
11/25/2010,116981,80709,29163,226853,83.77141802
11/26/2010,117014,81076,29279,227369,83.96196455
11/27/2010,117166,81683,29351,228200,84.26883309
11/28/2010,117199,82088,29450,228737,84.46713442
11/29/2010,117216,82435,29554,229205,84.63995569
11/30/2010,117149,82753,29495,229397,84.71085672
12/1/2010,117568,83215,29647,230430,85.09231905
12/2/2010,121282,85484,32643,239409,88.40805022
12/3/2010,123204,87291,33273,243768,90.01772526
12/4/2010,124533,88556,33514,246603,91.06462334
12/5/2010,125574,89545,33684,248803,91.87703102
12/6/2010,126429,90351,33824,250604,92.54209749
12/7/2010,127075,91036,33901,252012,93.0620384
12/8/2010,127250,91462,33703,252415,93.21085672
12/9/2010,127250,91583,33341,252174,93.12186115
12/10/2010,127181,91127,32972,251280,92.79172821
12/11/2010,127111,90412,32800,250323,92.43833087
12/12/2010,127006,89758,32628,249392,92.09453471
12/13/2010,127512,89712,32819,250043,92.33493353
12/14/2010,127987,90016,32929,250932,92.66322009
12/15/2010,128233,89971,32871,251075,92.71602659
12/16/2010,128339,89834,32848,251021,92.69608567
12/17/2010,128479,89727,32776,250982,92.6816839
12/18/2010,128497,89545,32676,250718,92.58419498
12/19/2010,128462,89165,32567,250194,92.39069424
12/20/2010,128304,88739,32386,249429,92.10819793
12/21/2010,128198,88237,32326,248761,91.86152142
12/22/2010,128093,87768,32184,248045,91.59711965
12/23/2010,127882,87233,32042,247157,91.26920236
12/24/2010,127706,86684,31887,246277,90.94423929
12/25/2010,127425,86106,31728,245259,90.5683161
12/26/2010,127181,85600,31569,244350,90.23264402
12/27/2010,126936,85268,31406,243610,89.95937962
12/28/2010,126621,85152,31202,242975,89.72488922
12/29/2010,126377,84979,30864,242220,89.44608567
12/30/2010,125974,84762,30510,241246,89.08641064
12/31/2010,125609,84516,30132,240257,88.72119645
1/1/2011,125278,84270,29778,239326,88.3774003
1/2/2011,125122,84183,29455,238760,88.16838996
1/3/2011,125105,84342,29159,238606,88.11152142
1/4/2011,124950,84328,28999,238277,87.99002954
1/5/2011,124794,84169,28852,237815,87.81942393
1/6/2011,124515,84039,28668,237222,87.60044313
1/7/2011,124395,84039,28672,237106,87.55760709
1/8/2011,124274,84024,28712,237010,87.52215657
1/9/2011,124135,83981,28756,236872,87.47119645
1/10/2011,123911,83909,28773,236593,87.36816839
1/11/2011,123739,83807,28791,236337,87.27363368
1/12/2011,123600,83750,28852,236202,87.22378139
1/13/2011,123480,83634,28884,235998,87.14844904
1/14/2011,123204,83504,28870,235578,86.99335303
1/15/2011,122912,83273,28884,235069,86.80539143
1/16/2011,122670,82969,28902,234541,86.61041359
1/17/2011,122429,82724,28924,234077,86.43906942
1/18/2011,122173,82435,28955,233563,86.24926145
1/19/2011,122156,82305,29012,233473,86.21602659
1/20/2011,121951,82263,29426,233640,86.27769572
1/21/2011,121814,82088,29128,233030,86.05243722
1/22/2011,121609,81871,29151,232631,85.90509601
1/23/2011,121300,81582,29155,232037,85.68574594
1/24/2011,121009,81293,29172,231474,85.47784343
1/25/2011,120735,81004,29186,230925,85.27511078
1/26/2011,120412,80806,29190,230408,85.08419498
1/27/2011,120089,80585,29190,229864,84.88330871
1/28/2011,119784,80378,29195,229357,84.69608567
1/29/2011,119478,80115,29204,228797,84.48929099
1/30/2011,119189,79866,29213,228268,84.29394387
1/31/2011,118867,79576,29231,227674,84.0745938
2/1/2011,118596,79300,29248,227144,83.8788774
2/2/2011,118411,79106,29284,226801,83.75221566
2/3/2011,118158,78830,29306,226294,83.56499261
2/4/2011,117770,78553,29297,225620,83.31610044
2/5/2011,117451,78194,29288,224933,83.06240768
2/6/2011,117283,78014,29311,224608,82.94239291
2/7/2011,117081,77945,29347,224373,82.855613
2/8/2011,116897,77807,29351,224055,82.73818316
2/9/2011,116796,77628,29151,223575,82.56093058
2/10/2011,116528,77379,28933,222840,82.28951256
2/11/2011,116177,77131,28716,222024,81.98818316
2/12/2011,115826,76840,28486,221152,81.6661743
2/13/2011,115459,76620,28473,220552,81.44460857
2/14/2011,115144,76357,28455,219956,81.22451994
2/15/2011,114845,76177,28442,219464,81.04283604
2/16/2011,114479,75984,28429,218892,80.83161004
2/17/2011,114147,75804,28403,218354,80.63293944
2/18/2011,113964,75611,28416,217991,80.49889217
2/19/2011,114213,75984,28522,218719,80.76772526
2/20/2011,114396,76606,28592,219594,81.09084195
2/21/2011,114562,77020,28632,220214,81.31979321
2/22/2011,114661,77310,28637,220608,81.46528804
2/23/2011,114678,77531,28685,220894,81.57090103
2/24/2011,114628,77628,28725,220981,81.60302806
2/25/2011,114645,78042,28786,221473,81.78471196
2/26/2011,115260,78498,28959,222717,82.24409158
2/27/2011,115692,78899,29074,223665,82.59416544
2/28/2011,116177,79300,29159,224636,82.95273264
3/1/2011,116663,80074,29172,225909,83.42282127
3/2/2011,116646,80626,28985,226257,83.55132939
3/3/2011,116730,81134,28751,226615,83.68353028
3/4/2011,116746,81365,28522,226633,83.69017725
3/5/2011,116763,81047,28311,226121,83.50110783
3/6/2011,117451,81235,28127,226813,83.75664697
3/7/2011,123653,86944,30538,241135,89.04542097
3/8/2011,126866,90260,31466,248592,91.79911374
3/9/2011,128462,91827,31798,252087,93.08973412
3/10/2011,129642,92710,32023,254375,93.93463811
3/11/2011,133797,96639,34023,264459,97.6584195
3/12/2011,139785,102096,35399,277280,102.3929099
3/13/2011,141691,101967,35244,278902,102.9918759
3/14/2011,142005,101130,35170,278305,102.771418
3/15/2011,141949,100277,35125,277351,102.4191285
3/16/2011,141635,99343,35095,276073,101.9471935
3/17/2011,141412,98619,35150,275181,101.6177991
3/18/2011,141338,98345,35115,274798,101.4763663
3/19/2011,141746,98732,35244,275722,101.8175775
3/20/2011,141949,98812,35140,275901,101.883678
3/21/2011,141857,98523,35075,275455,101.7189808
3/22/2011,141617,98168,35006,274791,101.4737814
3/23/2011,141338,97846,34833,274017,101.1879616
3/24/2011,140987,97524,34577,273088,100.844904
3/25/2011,140653,97154,34414,272221,100.5247415
3/26/2011,140357,96784,34199,271340,100.1994092
3/27/2011,140061,96430,34072,270563,99.91248154
3/28/2011,139675,96028,33925,269628,99.56720827
3/29/2011,139326,95676,33761,268763,99.24778434
3/30/2011,138866,95311,33601,267778,98.88404727
3/31/2011,138443,94915,33427,266785,98.51735598
4/1/2011,138003,94504,33321,265828,98.16395864
4/2/2011,137583,94155,33249,264987,97.85339734
4/3/2011,137127,93759,33177,264063,97.51218612
4/4/2011,136636,93409,33091,263136,97.16986706
4/5/2011,136472,93561,33081,263114,97.16174298
4/6/2011,136908,95128,33398,265434,98.01846381
4/7/2011,137310,96092,33616,267018,98.60339734
4/8/2011,137455,96511,33813,267779,98.88441654
4/9/2011,137510,96591,33625,267726,98.8648449
4/10/2011,137455,96639,33451,267545,98.79800591
4/11/2011,137638,96655,33283,267576,98.80945347
4/12/2011,138737,96704,33577,269018,99.34194978
4/13/2011,139418,96816,34067,270301,99.81573117
4/14/2011,140006,96961,34513,271480,100.2511078
4/15/2011,140375,96848,34577,271800,100.3692762
4/16/2011,140542,96494,34423,271459,100.243353
4/17/2011,141079,96607,34848,272534,100.640325
4/18/2011,141431,97009,35085,273525,101.0062777
4/19/2011,141357,96993,34981,273331,100.9346381
4/20/2011,141412,97009,34936,273357,100.9442393
4/21/2011,141283,96929,34823,273035,100.8253323
4/22/2011,141153,96736,34665,272554,100.6477105
4/23/2011,141116,96575,34513,272204,100.5184638
4/24/2011,141283,96832,34635,272750,100.7200886
4/25/2011,141264,96816,34631,272711,100.7056869
4/26/2011,141357,97138,34675,273170,100.8751846
4/27/2011,141727,97959,34754,274440,101.3441654
4/28/2011,142136,98732,35135,276003,101.9213442
4/29/2011,142640,101307,35389,279336,103.1521418
4/30/2011,142322,101097,35209,278628,102.8906942
5/1/2011,142005,100373,35150,277528,102.4844904
5/2/2011,141691,99665,35145,276501,102.1052437
5/3/2011,141561,99118,35135,275814,101.851551
5/4/2011,141746,99150,35055,275951,101.9021418
5/5/2011,142005,99842,34996,276843,102.2315362
5/6/2011,141709,99665,34823,276197,101.9929838
5/7/2011,141431,99311,34650,275392,101.6957164
5/8/2011,141172,98989,34538,274699,101.439808
5/9/2011,140950,98651,34409,274010,101.1853767
5/10/2011,140765,98329,34248,273342,100.9387001
5/11/2011,140597,98056,34067,272720,100.7090103
5/12/2011,140468,97814,33949,272231,100.5284343
5/13/2011,140320,97379,33934,271633,100.3076071
5/14/2011,140209,97041,33824,271074,100.1011817
5/15/2011,140171,96832,33910,270913,100.0417282
5/16/2011,140079,96816,34032,270927,100.0468981
5/17/2011,140171,97138,34111,271420,100.2289513
5/18/2011,140579,97379,34350,272308,100.5568685
5/19/2011,141209,97621,35334,274164,101.2422452
5/20/2011,141617,98233,35329,275179,101.6170606
5/21/2011,141764,99295,35229,276288,102.0265879
5/22/2011,141691,99343,35170,276204,101.9955687
5/23/2011,141543,99022,35155,275720,101.816839
5/24/2011,141524,98716,35006,275246,101.6418021
5/25/2011,141264,98378,34858,274500,101.366322
5/26/2011,140968,98088,34739,273795,101.1059823
5/27/2011,141042,97895,34695,273632,101.0457903
5/28/2011,140968,97814,34655,273437,100.9737814
5/29/2011,140708,97621,34582,272911,100.7795421
5/30/2011,140708,97669,34538,272915,100.7810192
5/31/2011,140653,97573,34670,272896,100.774003
6/1/2011,140486,97379,34660,272525,100.6370015
6/2/2011,140227,96993,34542,271762,100.3552437
6/3/2011,140116,96704,34409,271229,100.1584195
6/4/2011,139895,96205,34443,270543,99.90509601
6/5/2011,139656,95851,34523,270030,99.71565731
6/6/2011,139418,95508,34582,269508,99.52289513
6/7/2011,139142,95158,34640,268940,99.31314623
6/8/2011,138811,94687,34684,268182,99.03323486
6/9/2011,138498,94276,34695,267469,98.76994092
6/10/2011,138314,93911,34739,266964,98.58345643
6/11/2011,137966,93531,34793,266290,98.33456425
6/12/2011,137802,93333,34774,265909,98.19387001
6/13/2011,137583,93227,34730,265540,98.05760709
6/14/2011,137419,93212,34582,265213,97.93685377
6/15/2011,137273,93166,34419,264858,97.80576071
6/16/2011,137108,92847,34262,264217,97.56905465
6/17/2011,136981,92497,34267,263745,97.39475628
6/18/2011,137054,92192,34330,263576,97.3323486
6/19/2011,136927,91888,34370,263185,97.1879616
6/20/2011,136745,91538,34379,262662,96.99483013
6/21/2011,136544,91081,34379,262004,96.75184638
6/22/2011,136308,90564,34389,261261,96.47747415
6/23/2011,136036,90214,34572,260822,96.31536189
6/24/2011,136272,90351,34616,261239,96.46935007
6/25/2011,136745,90442,35254,262441,96.91322009
6/26/2011,137072,90549,35224,262845,97.06240768
6/27/2011,137292,90594,35016,262902,97.08345643
6/28/2011,137328,90579,34784,262691,97.00553914
6/29/2011,138076,90838,34853,263767,97.40288035
6/30/2011,138627,91294,34734,264655,97.73079764
7/1/2011,138829,91477,34616,264922,97.82939439
7/2/2011,138921,91553,34528,265002,97.85893648
7/3/2011,138995,91583,34478,265056,97.8788774
7/4/2011,140616,93166,35259,269041,99.35044313
7/5/2011,140968,93790,35150,269908,99.67060561
7/6/2011,140820,93622,35075,269517,99.52621861
7/7/2011,140616,93409,34986,269011,99.33936484
7/8/2011,140246,93212,34853,268311,99.08087149
7/9/2011,139859,93059,34749,267667,98.84305761
7/10/2011,139381,92953,34587,266921,98.56757755
7/11/2011,138866,92862,34409,266137,98.27806499
7/12/2011,138314,92740,34233,265287,97.96418021
7/13/2011,137802,92573,34072,264447,97.65398818
7/14/2011,137273,92405,33906,263584,97.33530281
7/15/2011,136763,91994,33708,262465,96.92208272
7/16/2011,136345,91568,33504,261417,96.53508124
7/17/2011,136018,91112,33485,260615,96.23892171
7/18/2011,135656,90655,33461,259772,95.92762186
7/19/2011,135312,90245,33254,258811,95.57274742
7/20/2011,134931,89788,33240,257959,95.25812408
7/21/2011,134516,89286,33216,257018,94.91063516
7/22/2011,134228,88784,32810,255822,94.4689808
7/23/2011,133887,88100,32586,254573,94.0077548
7/24/2011,133473,87363,32562,253398,93.57385524
7/25/2011,133078,86828,32533,252439,93.21971935
7/26/2011,133132,86539,32691,252362,93.19128508
7/27/2011,132844,86149,32719,251712,92.95125554
7/28/2011,132469,85774,32529,250772,92.60413589
7/29/2011,132129,85528,32377,250034,92.33161004
7/30/2011,131755,85354,32213,249322,92.06868538
7/31/2011,131291,85123,32000,248414,91.73338257
8/1/2011,130848,84863,31774,247485,91.39032496
8/2/2011,130493,84646,31569,246708,91.10339734
8/3/2011,130014,84371,31354,245739,90.74556869
8/4/2011,129642,84285,31146,245073,90.49963072
8/5/2011,129201,84039,30943,244183,90.17097489
8/6/2011,128761,83605,30730,243096,89.76957164
8/7/2011,128479,83359,30666,242504,89.55096012
8/8/2011,128075,83099,30533,241707,89.25664697
8/9/2011,127670,82724,30515,240909,88.96196455
8/10/2011,127653,82449,30621,240723,88.89327917
8/11/2011,127319,82333,30616,240268,88.72525849
8/12/2011,126901,82117,30607,239625,88.48781388
8/13/2011,126447,81885,30588,238920,88.22747415
8/14/2011,126429,81654,30566,238649,88.1274003
8/15/2011,126447,81423,30612,238482,88.06573117
8/16/2011,127495,81336,31911,240742,88.90029542
8/17/2011,128322,81409,32377,242108,89.40472674
8/18/2011,128849,81322,32216,242387,89.5077548
8/19/2011,129412,81120,31892,242424,89.52141802
8/20/2011,129571,80946,31881,242398,89.51181684
8/21/2011,129518,80695,31822,242035,89.37776957
8/22/2011,129784,80502,31724,242010,89.36853767
8/23/2011,129642,80322,31728,241692,89.25110783
8/24/2011,129394,80032,31789,241215,89.07496307
8/25/2011,128989,79755,31771,240515,88.81646972
8/26/2011,129025,79686,31704,240415,88.7795421
8/27/2011,128937,79783,31713,240433,88.78618907
8/28/2011,130795,80364,32615,243774,90.01994092
8/29/2011,145341,87623,35658,268622,99.1957164
8/30/2011,143462,92512,35304,271278,100.176514
8/31/2011,142397,94018,35180,271595,100.2935746
9/1/2011,141820,94489,35110,271419,100.228582
9/2/2011,141301,94520,35085,270906,100.0391433
9/3/2011,140894,94307,35085,270286,99.81019202
9/4/2011,140690,93972,35110,269772,99.62038405
9/5/2011,141264,94079,35160,270503,99.89032496
9/6/2011,141839,95174,35339,272352,100.5731167
9/7/2011,143629,97025,36009,276663,102.1650665
9/8/2011,145755,103770,35598,285123,105.2891433
9/9/2011,144399,105494,35419,285312,105.3589365
9/10/2011,142995,102965,35224,281184,103.8345643
9/11/2011,142230,101033,35165,278428,102.816839
9/12/2011,141783,100019,35150,276952,102.2717873
9/13/2011,141338,98893,35090,275321,101.6694978
9/14/2011,141005,97911,35075,273991,101.1783604
9/15/2011,140746,97186,35060,272992,100.8094535
9/16/2011,140690,96736,35045,272471,100.6170606
9/17/2011,140542,96269,35031,271842,100.3847858
9/18/2011,140375,95803,35021,271199,100.1473412
9/19/2011,140227,95326,35016,270569,99.91469719
9/20/2011,139951,94839,35001,269791,99.6274003
9/21/2011,139472,94337,34971,268780,99.25406204
9/22/2011,138940,93774,34981,267695,98.85339734
9/23/2011,138425,93090,35031,266546,98.42909897
9/24/2011,138076,92923,35145,266144,98.28064993
9/25/2011,137857,92694,35120,265671,98.10598227
9/26/2011,137510,92147,35080,264737,97.76107829
9/27/2011,137273,91340,35036,263649,97.35930576
9/28/2011,137547,91248,35165,263960,97.47415066
9/29/2011,138113,92025,35404,265542,98.05834564
9/30/2011,140431,93470,35419,269320,99.4534712
10/1/2011,141283,94352,35239,270874,100.0273264
10/2/2011,141468,94885,35170,271523,100.2669867
10/3/2011,141449,95371,35165,271985,100.4375923
10/4/2011,141246,95341,35120,271707,100.3349335
10/5/2011,141023,94930,35090,271043,100.0897341
10/6/2011,140765,94291,35055,270111,99.74556869
10/7/2011,140412,93531,35041,268984,99.32939439
10/8/2011,140171,92679,35036,267886,98.9239291
10/9/2011,139840,91751,35026,266617,98.45531758
10/10/2011,139491,90792,35011,265294,97.96676514
10/11/2011,139105,89743,35001,263849,97.433161
10/12/2011,138903,88678,34991,262572,96.96159527
10/13/2011,138811,87623,34991,261425,96.53803545
10/14/2011,138682,86669,35036,260387,96.15472674
10/15/2011,139455,86207,35145,260807,96.30982275
10/16/2011,139656,85716,35095,260467,96.18426883
10/17/2011,139767,85080,35085,259932,95.98670606
10/18/2011,139767,84747,35070,259584,95.85819793
10/19/2011,139693,84675,35011,259379,95.78249631
10/20/2011,139528,84863,35016,259407,95.79283604
10/21/2011,139472,85239,35036,259747,95.91838996
10/22/2011,139308,85383,35021,259712,95.90546529
10/23/2011,139050,85441,35006,259497,95.8260709
10/24/2011,138811,85456,34996,259263,95.73966027
10/25/2011,138516,85398,34976,258890,95.60192024
10/26/2011,138241,85282,34956,258479,95.45014771
10/27/2011,137985,85196,34961,258142,95.32570162
10/28/2011,137930,85282,34873,258085,95.30465288
10/29/2011,137693,85326,34700,257719,95.16949778
10/30/2011,137657,85383,34635,257675,95.15324963
10/31/2011,137638,85398,34621,257657,95.14660266
11/1/2011,137601,85427,34606,257634,95.13810931
11/2/2011,137657,85427,34345,257429,95.06240768
11/3/2011,137638,85412,33944,256994,94.90177253
11/4/2011,137401,85441,33548,256390,94.67872969
11/5/2011,137218,85398,33341,255957,94.51883309
11/6/2011,137036,85326,33125,255487,94.34527326
11/7/2011,136781,85210,32905,254896,94.12703102
11/8/2011,136544,85065,32691,254300,93.90694239
11/9/2011,136253,84906,32481,253640,93.66322009
11/10/2011,136000,84704,32260,252964,93.41358936
11/11/2011,135801,84545,32042,252388,93.20088626
11/12/2011,135493,84371,32027,251891,93.01735598
11/13/2011,135203,84140,31990,251333,92.81129985
11/14/2011,134859,83865,31953,250677,92.56905465
11/15/2011,134588,83648,31939,250175,92.38367799
11/16/2011,134336,83446,31920,249702,92.20901034
11/17/2011,133995,83330,31939,249264,92.04726736
11/18/2011,133725,83172,31925,248822,91.88404727
11/19/2011,133473,82955,31901,248329,91.70199409
11/20/2011,133186,82724,31873,247783,91.50036928
11/21/2011,132880,82507,31846,247233,91.29726736
11/22/2011,132576,82261,31813,246650,91.08197932
11/23/2011,132737,82391,31948,247076,91.23929099
11/24/2011,133635,83504,32269,249408,92.10044313
11/25/2011,134120,84183,32386,250689,92.57348597
11/26/2011,134390,84661,32472,251523,92.88146233
11/27/2011,134570,85051,32533,252154,93.11447563
11/28/2011,134624,85253,32572,252449,93.22341211
11/29/2011,134606,85369,32596,252571,93.26846381
11/30/2011,135004,86149,32948,254101,93.83345643
12/1/2011,135475,86655,33211,255341,94.29135894
12/2/2011,135910,86814,33345,256069,94.56019202
12/3/2011,136308,86828,33446,256582,94.74963072
12/4/2011,136472,86698,33523,256693,94.79062038
12/5/2011,136636,86496,33601,256733,94.80539143
12/6/2011,136781,86308,33664,256753,94.81277696
12/7/2011,137127,86193,33794,257114,94.94608567
12/8/2011,139252,87305,34705,261262,96.47784343
12/9/2011,140671,88404,35130,264205,97.56462334
12/10/2011,141301,88997,35165,265463,98.02917282
12/11/2011,141412,89332,35125,265869,98.17909897
12/12/2011,141079,89454,35095,265628,98.0901034
12/13/2011,140765,89195,35080,265040,97.87296898
12/14/2011,140579,88632,35070,264281,97.59268833
12/15/2011,140412,88130,35070,263612,97.34564254
12/16/2011,140394,87753,35055,263202,97.19423929
12/17/2011,140190,87334,35050,262574,96.96233383
12/18/2011,139895,86799,35045,261739,96.65398818
12/19/2011,139564,86236,35031,260831,96.31868538
12/20/2011,139252,85947,35016,260215,96.09121123
12/21/2011,138811,85803,35016,259630,95.87518464
12/22/2011,138700,86091,35070,259861,95.96048744
12/23/2011,138645,86525,35110,260280,96.11521418
12/24/2011,138793,87175,35110,261078,96.4098966
12/25/2011,138664,87580,35085,261329,96.50258493
12/26/2011,138498,87811,35070,261379,96.52104874
12/27/2011,138314,87970,35055,261339,96.5062777
12/28/2011,138848,88419,35204,262471,96.92429838
12/29/2011,138958,88845,35130,262933,97.09490399
12/30/2011,139179,88693,35095,262967,97.10745938
12/31/2011,139326,88435,35085,262846,97.06277696
1/1/2012,139381,88146,35075,262602,96.97267356
1/2/2012,139418,87768,35070,262256,96.84490399
1/3/2012,139271,87349,35050,261670,96.62850812
1/4/2012,139068,86713,35006,260787,96.30243722
1/5/2012,138627,86135,34996,259758,95.92245199
1/6/2012,138369,85947,35011,259327,95.76329394
1/7/2012,138058,85759,35011,258828,95.57902511
1/8/2012,137748,85513,35001,258262,95.37001477
1/9/2012,137401,85326,34981,257708,95.16543575
1/10/2012,136908,85239,34981,257128,94.95125554
1/11/2012,136454,85456,34941,256851,94.84896603
1/12/2012,136073,85513,34946,256532,94.73116691
1/13/2012,135982,85716,35011,256709,94.7965288
1/14/2012,135765,85875,35001,256641,94.77141802
1/15/2012,135221,85831,34966,256018,94.54135894
1/16/2012,134516,85600,34912,255028,94.17577548
1/17/2012,133977,85412,34907,254296,93.90546529
1/18/2012,133635,85600,34907,254142,93.84859675
1/19/2012,133132,85889,34887,253908,93.76218612
1/20/2012,132647,85933,34858,253438,93.58862629
1/21/2012,132255,86005,34837,253097,93.4627031
1/22/2012,131719,86005,34828,252552,93.26144756
1/23/2012,131220,85990,34808,252018,93.06425406
1/24/2012,130866,86178,34878,251922,93.02880355
1/25/2012,130617,86568,34981,252166,93.11890694
1/26/2012,130263,86742,34976,251981,93.05059084
1/27/2012,130404,87060,35060,252524,93.25110783
1/28/2012,131523,88359,35294,255176,94.23042836
1/29/2012,132058,88937,35170,256165,94.59564254
1/30/2012,132308,89332,35105,256745,94.80982275
1/31/2012,132434,89210,35080,256724,94.80206795
2/1/2012,132469,88937,35075,256481,94.71233383
2/2/2012,132308,88617,35080,256005,94.53655835
2/3/2012,132058,88237,35065,255360,94.29837518
2/4/2012,131666,87695,35050,254411,93.94793205
2/5/2012,131309,87016,35041,253366,93.5620384
2/6/2012,130848,86250,35026,252124,93.10339734
2/7/2012,130351,86005,34991,251347,92.81646972
2/8/2012,129855,85716,34986,250557,92.52474151
2/9/2012,129341,85629,34976,249946,92.29911374
2/10/2012,128743,85586,34803,249132,91.9985229
2/11/2012,128093,85571,34725,248389,91.72415066
2/12/2012,127407,85571,34720,247698,91.4689808
2/13/2012,126726,85513,34689,246928,91.18463811
2/14/2012,126079,85484,34675,246238,90.92983752
2/15/2012,125488,85457,34660,245605,90.69608567
2/16/2012,125140,85383,34443,244966,90.46011817
2/17/2012,124984,85354,34204,244542,90.30354505
2/18/2012,124620,85239,34101,243960,90.08862629
2/19/2012,124135,85094,34077,243306,89.84711965
2/20/2012,123635,84849,34042,242526,89.55908419
2/21/2012,123084,84617,33998,241699,89.25369276
2/22/2012,122773,84386,33713,240872,88.94830133
2/23/2012,122344,84183,33441,239968,88.61447563
2/24/2012,122275,84010,33192,239477,88.433161
2/25/2012,122224,83851,33091,239166,88.3183161
2/26/2012,122121,83692,33048,238861,88.20568685
2/27/2012,122036,83461,33000,238497,88.07127031
2/28/2012,121933,83215,32719,237867,87.83862629
2/29/2012,121831,83042,32410,237283,87.62296898
3/1/2012,121677,82883,32155,236715,87.41322009
3/2/2012,121643,82781,31878,236302,87.26070901
3/3/2012,121436,82550,31774,235760,87.0605613
3/4/2012,121300,82579,31771,235650,87.01994092
3/5/2012,121129,82666,31733,235528,86.97488922
3/6/2012,120872,82593,31447,234912,86.74741507
3/7/2012,120531,82536,31146,234213,86.48929099
