Reservoir Inflows and Outflows
"Scenario: GridMet, Reservoir: Prompton Lake"
Cubic Meter
"Sources and Destinations","Increase in Storage for Prompton Lake","Inflow from Upstream","Outflow to Downstream"
6/1/1999,-82592.7,82809.7,-217.031
6/2/1999,-141374,141591,-217.271
6/3/1999,-105066,105283,-217.512
6/4/1999,-78950.1,79167.8,-217.752
6/5/1999,-79491.5,79709.5,-217.993
6/6/1999,-78468.7,78686.9,-218.233
6/7/1999,-123695,123914,-218.474
6/8/1999,-80356.4,80575.1,-218.715
6/9/1999,-65339,65557.9,-218.955
6/10/1999,-63802.3,64021.5,-219.196
6/11/1999,-59279.7,59499.2,-219.436
6/12/1999,-55633.3,55852.9,-219.677
6/13/1999,-59995.2,60215.1,-219.917
6/14/1999,-104932,105153,-220.158
6/15/1999,-88435.2,88655.6,-220.399
6/16/1999,-70731.3,70951.9,-220.639
6/17/1999,-253039,253260,-220.88
6/18/1999,-210011,210232,-221.12
6/19/1999,-93738.7,93960.1,-221.361
6/20/1999,-93743.5,93965.1,-221.601
6/21/1999,-89126.4,89348.2,-221.842
6/22/1999,-79446.3,79668.4,-222.082
6/23/1999,-69945.7,70168.1,-222.323
6/24/1999,-62107.7,62330.2,-222.564
6/25/1999,-67784.6,68007.4,-222.804
6/26/1999,-57399.6,57622.6,-223.045
6/27/1999,-56359.2,56582.5,-223.285
6/28/1999,-118027,118251,-223.526
6/29/1999,-260602,260826,-223.766
6/30/1999,-174518,174742,-224.007
7/1/1999,-118940,119164,-224.248
7/2/1999,-111030,111254,-224.488
7/3/1999,-83943.4,84168.1,-224.729
7/4/1999,-71022.1,71247.1,-224.969
7/5/1999,-61953.5,62178.7,-225.21
7/6/1999,-87007.3,87232.8,-225.45
7/7/1999,-69593,69818.7,-225.691
7/8/1999,-49712.7,49938.6,-225.931
7/9/1999,-158067,158293,-226.172
7/10/1999,-141023,141249,-226.413
7/11/1999,-63247.8,63474.4,-226.653
7/12/1999,-56771.8,56998.7,-226.894
7/13/1999,-52269.8,52496.9,-227.134
7/14/1999,-47544.6,47772,-227.375
7/15/1999,-43752.7,43980.3,-227.615
7/16/1999,-40672.4,40900.2,-227.856
7/17/1999,-89650.8,89878.9,-228.097
7/18/1999,-203244,203472,-228.337
7/19/1999,-148473,148702,-228.578
7/20/1999,-68765.5,68994.3,-228.818
7/21/1999,-56275.3,56504.4,-229.059
7/22/1999,-58454.1,58683.4,-229.299
7/23/1999,-51078.7,51308.2,-229.54
7/24/1999,-100890,101120,-229.78
7/25/1999,-119170,119400,-230.021
7/26/1999,-71849.5,72079.8,-230.262
7/27/1999,-48343.3,48573.8,-230.502
7/28/1999,-41737.4,41968.1,-230.743
7/29/1999,-37336.5,37567.5,-230.983
7/30/1999,-67317,67548.3,-231.224
7/31/1999,-133379,133610,-231.464
8/1/1999,-73606.7,73838.4,-231.705
8/2/1999,-43653.8,43885.7,-231.946
8/3/1999,-39097.5,39329.7,-232.186
8/4/1999,-41028.8,41261.2,-232.427
8/5/1999,-36743.3,36975.9,-232.667
8/6/1999,-32753.9,32986.8,-232.908
8/7/1999,-33100.8,33334,-233.148
8/8/1999,-49229.4,49462.8,-233.389
8/9/1999,-40209.1,40442.7,-233.629
8/10/1999,-31716,31949.9,-233.87
8/11/1999,-29106.8,29340.9,-234.111
8/12/1999,-28433.2,28667.6,-234.351
8/13/1999,-88084.2,88318.8,-234.592
8/14/1999,-113063,113298,-234.832
8/15/1999,-63442.1,63677.2,-235.073
8/16/1999,-41165.9,41401.3,-235.313
8/17/1999,-13669.1,36717,-23047.9
8/18/1999,0,33990.2,-33990.2
8/19/1999,0,31610.5,-31610.5
8/20/1999,0,75434.7,-75434.7
8/21/1999,0,80827.9,-80827.9
8/22/1999,0,46449.1,-46449.1
8/23/1999,0,38872.7,-38872.7
8/24/1999,0,48458.4,-48458.4
8/25/1999,0,105283,-105283
8/26/1999,0,118405,-118405
8/27/1999,0,68468.3,-68468.3
8/28/1999,0,47550.2,-47550.2
8/29/1999,0,41292.5,-41292.5
8/30/1999,0,36449.2,-36449.2
8/31/1999,0,33024,-33024
9/1/1999,0,30118.4,-30118.4
9/2/1999,0,27089.7,-27089.7
9/3/1999,0,24542.1,-24542.1
9/4/1999,0,22811.8,-22811.8
9/5/1999,0,46959.3,-46959.3
9/6/1999,0,98817.9,-98817.9
9/7/1999,0,158487,-158487
9/8/1999,0,99557.9,-99557.9
9/9/1999,0,53107.6,-53107.6
9/10/1999,0,47195.9,-47195.9
9/11/1999,0,44111.5,-44111.5
9/12/1999,0,42469.8,-42469.8
9/13/1999,0,39083.5,-39083.5
9/14/1999,0,51488.6,-51488.6
9/15/1999,0,247313,-247313
9/16/1999,0,4360210,-4360210
9/17/1999,0,3668511,-3668510
9/18/1999,0,946029,-946029
9/19/1999,0,789874,-789874
9/20/1999,0,1204385,-1204390
9/21/1999,0,1778306,-1778310
9/22/1999,0,1265438,-1265440
9/23/1999,0,695401,-695401
9/24/1999,0,398430,-398430
9/25/1999,0,248557,-248557
9/26/1999,0,181829,-181829
9/27/1999,0,147566,-147566
9/28/1999,0,127663,-127663
9/29/1999,0,360866,-360866
9/30/1999,0,346758,-346758
10/1/1999,0,176250,-176250
10/2/1999,0,164444,-164444
10/3/1999,0,514471,-514471
10/4/1999,0,467368,-467368
10/5/1999,0,290723,-290723
10/6/1999,0,273180,-273180
10/7/1999,0,234390,-234390
10/8/1999,0,299760,-299760
10/9/1999,0,426130,-426130
10/10/1999,0,441973,-441973
10/11/1999,0,319483,-319483
10/12/1999,0,228683,-228683
10/13/1999,0,403126,-403126
10/14/1999,0,349431,-349431
10/15/1999,0,243136,-243136
10/16/1999,0,213839,-213839
10/17/1999,0,186717,-186717
10/18/1999,0,159054,-159054
10/19/1999,0,234607,-234607
10/20/1999,0,236146,-236146
10/21/1999,0,167757,-167757
10/22/1999,0,178854,-178854
10/23/1999,0,160518,-160518
10/24/1999,0,143475,-143475
10/25/1999,0,130865,-130865
10/26/1999,0,120953,-120953
10/27/1999,0,111503,-111503
10/28/1999,0,102500,-102500
10/29/1999,0,95364.7,-95364.7
10/30/1999,0,88732.5,-88732.5
10/31/1999,0,82830.8,-82830.8
11/1/1999,0,77868.3,-77868.3
11/2/1999,0,340367,-340367
11/3/1999,0,350909,-350909
11/4/1999,0,159266,-159266
11/5/1999,0,165437,-165437
11/6/1999,0,168204,-168204
11/7/1999,0,166031,-166031
11/8/1999,0,161759,-161759
11/9/1999,0,156318,-156318
11/10/1999,0,143769,-143769
11/11/1999,0,121231,-121231
11/12/1999,0,104263,-104263
11/13/1999,0,93581.3,-93581.3
11/14/1999,0,85718.9,-85718.9
11/15/1999,0,87773.3,-87773.3
11/16/1999,0,76338.4,-76338.4
11/17/1999,0,72046.3,-72046.3
11/18/1999,0,68813.1,-68813.1
11/19/1999,0,65982.4,-65982.4
11/20/1999,0,71930.2,-71930.2
11/21/1999,0,72539.7,-72539.7
11/22/1999,0,61814.9,-61814.9
11/23/1999,0,63753.7,-63753.7
11/24/1999,0,90249,-90249
11/25/1999,0,186929,-186929
11/26/1999,0,989727,-989727
11/27/1999,0,647189,-647189
11/28/1999,0,188535,-188535
11/29/1999,0,242882,-242882
11/30/1999,0,221358,-221358
12/1/1999,0,219811,-219811
12/2/1999,0,210649,-210649
12/3/1999,0,196358,-196358
12/4/1999,0,171606,-171606
12/5/1999,0,212845,-212845
12/6/1999,0,205615,-205615
12/7/1999,0,139219,-139219
12/8/1999,0,121975,-121975
12/9/1999,0,109907,-109907
12/10/1999,0,149204,-149204
12/11/1999,0,118912,-118912
12/12/1999,0,94358.5,-94358.5
12/13/1999,0,97761.5,-97761.5
12/14/1999,0,210570,-210570
12/15/1999,0,218975,-218975
12/16/1999,0,124414,-124414
12/17/1999,0,108989,-108989
12/18/1999,0,105053,-105053
12/19/1999,0,101222,-101222
12/20/1999,0,97616.4,-97616.4
12/21/1999,0,126249,-126249
12/22/1999,0,92200.5,-92200.5
12/23/1999,0,85167,-85167
12/24/1999,0,79282.9,-79282.9
12/25/1999,0,74493,-74493
12/26/1999,0,70433.2,-70433.2
12/27/1999,0,66831.6,-66831.6
12/28/1999,0,63738.1,-63738.1
12/29/1999,0,60907.2,-60907.2
12/30/1999,0,58357.6,-58357.6
12/31/1999,0,55939,-55939
1/1/2000,0,54592,-54592
1/2/2000,0,57998.9,-57998.9
1/3/2000,0,77028.1,-77028.1
1/4/2000,0,170593,-170593
1/5/2000,0,201074,-201074
1/6/2000,0,62119.8,-62119.8
1/7/2000,0,62338.2,-62338.2
1/8/2000,0,62318.6,-62318.6
1/9/2000,0,63046.7,-63046.7
1/10/2000,0,653361,-653361
1/11/2000,0,517698,-517698
1/12/2000,0,496512,-496512
1/13/2000,0,529891,-529891
1/14/2000,0,237171,-237171
1/15/2000,0,233110,-233110
1/16/2000,0,223132,-223132
1/17/2000,0,209027,-209027
1/18/2000,0,181047,-181047
1/19/2000,0,154375,-154375
1/20/2000,0,131116,-131116
1/21/2000,0,111255,-111255
1/22/2000,0,97281.4,-97281.4
1/23/2000,0,87137.5,-87137.5
1/24/2000,0,79459.8,-79459.8
1/25/2000,0,73464.8,-73464.8
1/26/2000,0,68709.3,-68709.3
1/27/2000,0,64920.6,-64920.6
1/28/2000,0,61854.4,-61854.4
1/29/2000,0,59252.5,-59252.5
1/30/2000,0,56909.1,-56909.1
1/31/2000,0,54755.1,-54755.1
2/1/2000,0,52756.9,-52756.9
2/2/2000,0,50923.3,-50923.3
2/3/2000,0,49294,-49294
2/4/2000,0,47788,-47788
2/5/2000,0,46335.1,-46335.1
2/6/2000,0,44954.9,-44954.9
2/7/2000,0,43654,-43654
2/8/2000,0,42456.7,-42456.7
2/9/2000,0,41362,-41362
2/10/2000,0,146251,-146251
2/11/2000,0,320806,-320806
2/12/2000,0,56698.8,-56698.8
2/13/2000,0,58781,-58781
2/14/2000,0,60704.8,-60704.8
2/15/2000,0,302286,-302286
2/16/2000,0,83418.4,-83418.4
2/17/2000,0,86737.1,-86737.1
2/18/2000,0,86413.2,-86413.2
2/19/2000,0,81210.7,-81210.7
2/20/2000,0,76201.3,-76201.3
2/21/2000,0,71549.6,-71549.6
2/22/2000,0,67316.6,-67316.6
2/23/2000,0,337440,-337440
2/24/2000,0,669227,-669227
2/25/2000,0,1431894,-1431890
2/26/2000,0,1893823,-1893820
2/27/2000,0,2356222,-2356220
2/28/2000,0,2600731,-2600730
3/1/2000,0,1061000,-1061000
3/2/2000,0,904327,-904327
3/3/2000,0,547602,-547602
3/4/2000,0,401946,-401946
3/5/2000,0,313301,-313301
3/6/2000,0,230300,-230300
3/7/2000,0,190730,-190730
3/8/2000,0,155539,-155539
3/9/2000,0,153738,-153738
3/10/2000,0,130133,-130133
3/11/2000,0,497554,-497554
3/12/2000,0,739388,-739388
3/13/2000,0,248552,-248552
3/14/2000,0,295500,-295500
3/15/2000,0,515357,-515357
3/16/2000,0,785179,-785179
3/17/2000,0,656196,-656196
3/18/2000,0,436089,-436089
3/19/2000,0,359198,-359198
3/20/2000,0,286663,-286663
3/21/2000,0,234289,-234289
3/22/2000,0,195236,-195236
3/23/2000,0,164295,-164295
3/24/2000,0,137436,-137436
3/25/2000,0,301623,-301623
3/26/2000,0,231158,-231158
3/27/2000,0,1004053,-1004050
3/28/2000,0,777746,-777746
3/29/2000,0,359061,-359061
3/30/2000,0,282991,-282991
3/31/2000,0,253484,-253484
4/1/2000,0,237407,-237407
4/2/2000,0,270183,-270183
4/3/2000,0,582454,-582454
4/4/2000,0,660419,-660419
4/5/2000,0,429719,-429719
4/6/2000,0,301149,-301149
4/7/2000,0,255223,-255223
4/8/2000,0,571398,-571398
4/9/2000,0,568025,-568025
4/10/2000,0,347687,-347687
4/11/2000,0,313217,-313217
4/12/2000,0,264601,-264601
4/13/2000,0,218719,-218719
4/14/2000,0,193857,-193857
4/15/2000,0,167169,-167169
4/16/2000,0,141538,-141538
4/17/2000,0,543135,-543135
4/18/2000,0,660405,-660405
4/19/2000,0,395914,-395914
4/20/2000,0,414390,-414390
4/21/2000,0,782547,-782547
4/22/2000,0,659499,-659499
4/23/2000,0,512563,-512563
4/24/2000,0,427177,-427177
4/25/2000,0,318725,-318725
4/26/2000,0,244228,-244228
4/27/2000,0,256181,-256181
4/28/2000,0,215586,-215586
4/29/2000,0,165037,-165037
4/30/2000,0,139828,-139828
5/1/2000,0,161974,-161974
5/2/2000,0,140504,-140504
5/3/2000,0,115616,-115616
5/4/2000,0,120260,-120260
5/5/2000,0,109991,-109991
5/6/2000,0,97219.9,-97219.9
5/7/2000,0,123545,-123545
5/8/2000,0,108572,-108572
5/9/2000,0,257965,-257965
5/10/2000,0,625382,-625382
5/11/2000,0,497110,-497110
5/12/2000,0,491254,-491254
5/13/2000,0,736671,-736671
5/14/2000,0,541635,-541635
5/15/2000,0,373069,-373069
5/16/2000,0,317911,-317911
5/17/2000,0,280941,-280941
5/18/2000,0,552066,-552066
5/19/2000,0,782832,-782832
5/20/2000,0,667253,-667253
5/21/2000,0,442313,-442313
5/22/2000,0,683381,-683381
5/23/2000,0,1211706,-1211710
5/24/2000,0,1091345,-1091350
5/25/2000,0,660280,-660280
5/26/2000,0,437816,-437816
5/27/2000,0,318992,-318992
5/28/2000,0,245224,-245224
5/29/2000,0,199356,-199356
5/30/2000,0,166246,-166246
5/31/2000,0,140958,-140958
6/1/2000,0,123503,-123503
6/2/2000,0,178073,-178073
6/3/2000,0,115392,-115392
6/4/2000,0,126354,-126354
6/5/2000,0,197284,-197284
6/6/2000,0,1731243,-1731240
6/7/2000,0,376823,-376823
6/8/2000,0,352420,-352420
6/9/2000,0,330133,-330133
6/10/2000,0,274757,-274757
6/11/2000,0,635838,-635838
6/12/2000,0,651157,-651157
6/13/2000,0,693046,-693046
6/14/2000,0,459053,-459053
6/15/2000,0,284044,-284044
6/16/2000,0,208922,-208922
6/17/2000,0,178381,-178381
6/18/2000,0,336877,-336877
6/19/2000,0,182621,-182621
6/20/2000,0,149868,-149868
6/21/2000,0,522572,-522572
6/22/2000,0,193873,-193873
6/23/2000,0,163325,-163325
6/24/2000,0,142712,-142712
6/25/2000,0,292956,-292956
6/26/2000,0,260875,-260875
6/27/2000,0,270808,-270808
6/28/2000,0,171007,-171007
6/29/2000,0,258252,-258252
6/30/2000,0,144297,-144297
7/1/2000,0,124848,-124848
7/2/2000,0,110444,-110444
7/3/2000,0,218019,-218019
7/4/2000,0,128431,-128431
7/5/2000,0,101331,-101331
7/6/2000,0,91665.6,-91665.6
7/7/2000,0,83139.4,-83139.4
7/8/2000,0,77424.8,-77424.8
7/9/2000,0,80059.5,-80059.5
7/10/2000,0,72487.9,-72487.9
7/11/2000,0,67488.6,-67488.6
7/12/2000,0,64724.2,-64724.2
7/13/2000,0,62517.8,-62517.8
7/14/2000,0,60564.6,-60564.6
7/15/2000,0,592221,-592221
7/16/2000,0,254196,-254196
7/17/2000,0,114707,-114707
7/18/2000,0,114690,-114690
7/19/2000,0,111778,-111778
7/20/2000,0,106202,-106202
7/21/2000,0,140166,-140166
7/22/2000,0,104532,-104532
7/23/2000,0,83043,-83043
7/24/2000,0,69455.4,-69455.4
7/25/2000,0,61268.3,-61268.3
7/26/2000,0,107161,-107161
7/27/2000,0,77540.7,-77540.7
7/28/2000,0,116310,-116310
7/29/2000,0,75416.4,-75416.4
7/30/2000,0,1064408,-1064410
7/31/2000,0,495197,-495197
8/1/2000,0,431539,-431539
8/2/2000,0,274162,-274162
8/3/2000,0,551304,-551304
8/4/2000,0,273064,-273064
8/5/2000,0,213744,-213744
8/6/2000,0,605448,-605448
8/7/2000,0,314905,-314905
8/8/2000,0,190420,-190420
8/9/2000,0,257787,-257787
8/10/2000,0,143718,-143718
8/11/2000,0,119302,-119302
8/12/2000,0,144436,-144436
8/13/2000,0,98617.4,-98617.4
8/14/2000,0,192381,-192381
8/15/2000,0,93715.9,-93715.9
8/16/2000,0,122917,-122917
8/17/2000,0,80406.5,-80406.5
8/18/2000,0,72878.4,-72878.4
8/19/2000,0,67237.4,-67237.4
8/20/2000,0,62355,-62355
8/21/2000,0,58667.8,-58667.8
8/22/2000,0,54970,-54970
8/23/2000,0,293116,-293116
8/24/2000,0,78159.8,-78159.8
8/25/2000,0,74141.8,-74141.8
8/26/2000,0,69832,-69832
8/27/2000,0,65382,-65382
8/28/2000,0,61166.8,-61166.8
8/29/2000,0,57389.8,-57389.8
8/30/2000,0,56281.8,-56281.8
8/31/2000,0,49491.5,-49491.5
9/1/2000,0,65514.3,-65514.3
9/2/2000,0,68854.4,-68854.4
9/3/2000,0,45808.2,-45808.2
9/4/2000,0,72788.6,-72788.6
9/5/2000,0,44768.4,-44768.4
9/6/2000,0,43242,-43242
9/7/2000,0,41863.5,-41863.5
9/8/2000,0,40575.4,-40575.4
9/9/2000,0,41472.3,-41472.3
9/10/2000,0,38332.8,-38332.8
9/11/2000,0,36776.2,-36776.2
9/12/2000,0,1492890,-1492890
9/13/2000,0,188178,-188178
9/14/2000,0,597114,-597114
9/15/2000,0,505522,-505522
9/16/2000,0,348222,-348222
9/17/2000,0,319803,-319803
9/18/2000,0,275953,-275953
9/19/2000,0,556476,-556476
9/20/2000,0,274779,-274779
9/21/2000,0,189456,-189456
9/22/2000,0,134785,-134785
9/23/2000,0,104004,-104004
9/24/2000,0,93667.1,-93667.1
9/25/2000,0,88720.1,-88720.1
9/26/2000,0,178950,-178950
9/27/2000,0,86765.3,-86765.3
9/28/2000,0,78463,-78463
9/29/2000,0,72682.9,-72682.9
9/30/2000,0,68239.2,-68239.2
10/1/2000,0,64349.6,-64349.6
10/2/2000,0,60682.8,-60682.8
10/3/2000,0,57186.2,-57186.2
10/4/2000,0,62509.2,-62509.2
10/5/2000,0,544430,-544430
10/6/2000,0,253815,-253815
10/7/2000,0,149185,-149185
10/8/2000,0,154587,-154587
10/9/2000,0,155842,-155842
10/10/2000,0,160584,-160584
10/11/2000,0,153820,-153820
10/12/2000,0,142474,-142474
10/13/2000,0,113921,-113921
10/14/2000,0,92329.4,-92329.4
10/15/2000,0,77554.8,-77554.8
10/16/2000,0,93279.3,-93279.3
10/17/2000,0,401585,-401585
10/18/2000,0,1178984,-1178980
10/19/2000,0,317097,-317097
10/20/2000,0,318814,-318814
10/21/2000,0,300217,-300217
10/22/2000,0,271621,-271621
10/23/2000,0,242706,-242706
10/24/2000,0,211864,-211864
10/25/2000,0,169143,-169143
10/26/2000,0,126325,-126325
10/27/2000,0,106235,-106235
10/28/2000,0,86999.7,-86999.7
10/29/2000,0,77010,-77010
10/30/2000,0,70346.9,-70346.9
10/31/2000,0,65434.1,-65434.1
11/1/2000,0,61674.2,-61674.2
11/2/2000,0,58686.4,-58686.4
11/3/2000,0,56422.8,-56422.8
11/4/2000,0,53980.1,-53980.1
11/5/2000,0,52061,-52061
11/6/2000,0,50384.2,-50384.2
11/7/2000,0,48852.8,-48852.8
11/8/2000,0,47473.8,-47473.8
11/9/2000,0,145744,-145744
11/10/2000,0,629940,-629940
11/11/2000,0,133089,-133089
11/12/2000,0,152307,-152307
11/13/2000,0,174476,-174476
11/14/2000,0,407125,-407125
11/15/2000,0,260928,-260928
11/16/2000,0,257992,-257992
11/17/2000,0,229321,-229321
11/18/2000,0,180196,-180196
11/19/2000,0,146795,-146795
11/20/2000,0,125104,-125104
11/21/2000,0,107635,-107635
11/22/2000,0,93208.7,-93208.7
11/23/2000,0,83225.2,-83225.2
11/24/2000,0,76153.3,-76153.3
11/25/2000,0,70914.5,-70914.5
11/26/2000,0,149502,-149502
11/27/2000,0,105497,-105497
11/28/2000,0,85106.9,-85106.9
11/29/2000,0,215812,-215812
11/30/2000,0,159102,-159102
12/1/2000,0,84046.7,-84046.7
12/2/2000,0,83467.3,-83467.3
12/3/2000,0,82989.6,-82989.6
12/4/2000,0,81143.7,-81143.7
12/5/2000,0,78685.3,-78685.3
12/6/2000,0,76003.4,-76003.4
12/7/2000,0,71825.3,-71825.3
12/8/2000,0,67341.6,-67341.6
12/9/2000,0,63474.5,-63474.5
12/10/2000,0,60123.1,-60123.1
12/11/2000,0,57591.5,-57591.5
12/12/2000,0,54516,-54516
12/13/2000,0,52212.8,-52212.8
12/14/2000,0,50200.9,-50200.9
12/15/2000,0,48335.4,-48335.4
12/16/2000,0,64224.8,-64224.8
12/17/2000,0,2906649,-2906650
12/18/2000,0,231495,-231495
12/19/2000,0,286828,-286828
12/20/2000,0,318006,-318006
12/21/2000,0,323870,-323870
12/22/2000,0,311225,-311225
12/23/2000,0,288153,-288153
12/24/2000,0,260380,-260380
12/25/2000,0,192883,-192883
12/26/2000,0,151047,-151047
12/27/2000,0,123698,-123698
12/28/2000,0,105244,-105244
12/29/2000,0,92636.5,-92636.5
12/30/2000,0,83725.9,-83725.9
12/31/2000,0,77180,-77180
1/1/2001,0,72335.3,-72335.3
1/2/2001,0,68562,-68562
1/3/2001,0,65442.6,-65442.6
1/4/2001,0,62728.6,-62728.6
1/5/2001,0,60296.1,-60296.1
1/6/2001,0,58077.6,-58077.6
1/7/2001,0,56027.3,-56027.3
1/8/2001,0,62847.9,-62847.9
1/9/2001,0,52755.1,-52755.1
1/10/2001,0,51156.8,-51156.8
1/11/2001,0,49666.8,-49666.8
1/12/2001,0,48244.7,-48244.7
1/13/2001,0,46898.1,-46898.1
1/14/2001,0,45621.4,-45621.4
1/15/2001,0,49693.6,-49693.6
1/16/2001,0,43365.3,-43365.3
1/17/2001,0,42224.3,-42224.3
1/18/2001,0,41184.8,-41184.8
1/19/2001,0,72862.8,-72862.8
1/20/2001,0,44004.7,-44004.7
1/21/2001,0,39554.8,-39554.8
1/22/2001,0,38784.6,-38784.6
1/23/2001,0,38030.3,-38030.3
1/24/2001,0,37296.2,-37296.2
1/25/2001,0,36581.3,-36581.3
1/26/2001,0,35898,-35898
1/27/2001,0,35122.6,-35122.6
1/28/2001,0,34351,-34351
1/29/2001,0,33614.3,-33614.3
1/30/2001,0,86210.7,-86210.7
1/31/2001,0,83538.5,-83538.5
2/1/2001,0,181556,-181556
2/2/2001,0,173416,-173416
2/3/2001,0,47464.8,-47464.8
2/4/2001,0,50396.7,-50396.7
2/5/2001,0,53155.9,-53155.9
2/6/2001,0,159809,-159809
2/7/2001,0,119382,-119382
2/8/2001,0,73643,-73643
2/9/2001,0,298587,-298587
2/10/2001,0,410210,-410210
2/11/2001,0,111831,-111831
2/12/2001,0,109396,-109396
2/13/2001,0,156926,-156926
2/14/2001,0,547157,-547157
2/15/2001,0,552788,-552788
2/16/2001,0,597050,-597050
2/17/2001,0,275699,-275699
2/18/2001,0,198490,-198490
2/19/2001,0,177200,-177200
2/20/2001,0,362834,-362834
2/21/2001,0,292773,-292773
2/22/2001,0,166326,-166326
2/23/2001,0,143423,-143423
2/24/2001,0,123568,-123568
2/25/2001,0,373364,-373364
2/26/2001,0,541476,-541476
2/27/2001,0,161142,-161142
2/28/2001,0,147039,-147039
3/1/2001,0,134049,-134049
3/2/2001,0,123364,-123364
3/3/2001,0,524712,-524712
3/4/2001,0,177006,-177006
3/5/2001,0,146505,-146505
3/6/2001,0,130101,-130101
3/7/2001,0,117414,-117414
3/8/2001,0,107115,-107115
3/9/2001,0,439250,-439250
3/10/2001,0,577270,-577270
3/11/2001,0,352703,-352703
3/12/2001,0,179788,-179788
3/13/2001,0,1072559,-1072560
3/14/2001,0,1588118,-1588120
3/15/2001,0,2035277,-2035280
3/16/2001,0,2246037,-2246040
3/17/2001,0,1926146,-1926150
3/18/2001,0,722106,-722106
3/19/2001,0,542573,-542573
3/20/2001,0,851665,-851665
3/21/2001,0,1499664,-1499660
3/22/2001,0,745035,-745035
3/23/2001,0,479076,-479076
3/24/2001,0,336553,-336553
3/25/2001,0,237553,-237553
3/26/2001,0,199628,-199628
3/27/2001,0,176818,-176818
3/28/2001,0,169872,-169872
3/29/2001,0,262978,-262978
3/30/2001,0,999299,-999299
3/31/2001,0,795482,-795482
4/1/2001,0,654555,-654555
4/2/2001,0,430049,-430049
4/3/2001,0,346598,-346598
4/4/2001,0,294458,-294458
4/5/2001,0,255654,-255654
4/6/2001,0,383087,-383087
4/7/2001,0,358863,-358863
4/8/2001,0,278508,-278508
4/9/2001,0,816112,-816112
4/10/2001,0,224633,-224633
4/11/2001,0,192502,-192502
4/12/2001,0,167730,-167730
4/13/2001,0,148888,-148888
4/14/2001,0,133577,-133577
4/15/2001,0,158113,-158113
4/16/2001,0,120040,-120040
4/17/2001,0,119870,-119870
4/18/2001,0,100869,-100869
4/19/2001,0,93978,-93978
4/20/2001,0,104689,-104689
4/21/2001,0,209548,-209548
4/22/2001,0,102694,-102694
4/23/2001,0,96134.1,-96134.1
4/24/2001,0,90042.8,-90042.8
4/25/2001,0,84768.2,-84768.2
4/26/2001,0,80576,-80576
4/27/2001,0,76805.2,-76805.2
4/28/2001,0,73088.2,-73088.2
4/29/2001,0,68724.2,-68724.2
4/30/2001,0,65221.4,-65221.4
5/1/2001,0,62234,-62234
5/2/2001,0,59678.5,-59678.5
5/3/2001,0,57500.2,-57500.2
5/4/2001,0,55622.2,-55622.2
5/5/2001,0,53989.4,-53989.4
5/6/2001,0,52538.5,-52538.5
5/7/2001,0,51205.1,-51205.1
5/8/2001,0,49956.3,-49956.3
5/9/2001,0,50422.5,-50422.5
5/10/2001,0,47704.1,-47704.1
5/11/2001,0,46754.8,-46754.8
5/12/2001,0,51141.4,-51141.4
5/13/2001,0,44732.2,-44732.2
5/14/2001,0,43780.3,-43780.3
5/15/2001,0,42862.5,-42862.5
5/16/2001,0,41975.9,-41975.9
5/17/2001,0,42180.2,-42180.2
5/18/2001,0,41534,-41534
5/19/2001,0,39692.9,-39692.9
5/20/2001,0,38744,-38744
5/21/2001,0,39470,-39470
5/22/2001,0,396974,-396974
5/23/2001,0,386703,-386703
5/24/2001,0,208375,-208375
5/25/2001,0,121776,-121776
5/26/2001,0,611348,-611348
5/27/2001,0,842741,-842741
5/28/2001,0,512861,-512861
5/29/2001,0,449999,-449999
5/30/2001,0,312295,-312295
5/31/2001,0,215638,-215638
6/1/2001,0,756210,-756210
6/2/2001,0,658851,-658851
6/3/2001,0,848687,-848687
6/4/2001,0,357612,-357612
6/5/2001,0,255897,-255897
6/6/2001,0,193343,-193343
6/7/2001,0,153221,-153221
6/8/2001,0,126682,-126682
6/9/2001,0,101665,-101665
6/10/2001,0,85162.5,-85162.5
6/11/2001,0,239040,-239040
6/12/2001,0,121495,-121495
6/13/2001,0,86712.3,-86712.3
6/14/2001,0,76648.6,-76648.6
6/15/2001,0,69472.4,-69472.4
6/16/2001,0,908137,-908137
6/17/2001,0,327407,-327407
6/18/2001,0,205872,-205872
6/19/2001,0,172002,-172002
6/20/2001,0,314501,-314501
6/21/2001,0,171073,-171073
6/22/2001,0,200875,-200875
6/23/2001,0,242244,-242244
6/24/2001,0,131726,-131726
6/25/2001,0,100619,-100619
6/26/2001,0,82599.4,-82599.4
6/27/2001,0,71410.2,-71410.2
6/28/2001,0,63459,-63459
6/29/2001,0,58509.2,-58509.2
6/30/2001,0,80399.3,-80399.3
7/1/2001,0,341386,-341386
7/2/2001,0,81585.3,-81585.3
7/3/2001,0,77719.9,-77719.9
7/4/2001,0,175909,-175909
7/5/2001,0,107116,-107116
7/6/2001,0,83775.4,-83775.4
7/7/2001,0,104819,-104819
7/8/2001,0,410347,-410347
7/9/2001,0,141614,-141614
7/10/2001,0,118397,-118397
7/11/2001,0,221214,-221214
7/12/2001,0,106746,-106746
7/13/2001,0,90352.4,-90352.4
7/14/2001,0,78401.7,-78401.7
7/15/2001,0,76699.4,-76699.4
7/16/2001,0,60498.7,-60498.7
7/17/2001,0,62486.7,-62486.7
7/18/2001,0,50245.4,-50245.4
7/19/2001,0,46261.5,-46261.5
