Streamflow Gauge Comparison
"Scenario: GridMet, Streamflow Gauge: Schuykill_01474500"
Cubic Meter
Statistic,Modeled,Observed
1/5/2000,9351948,7523712
1/6/2000,6950732,5636736
1/7/2000,5045095,4572288
1/8/2000,5099539,4185216
1/9/2000,4749384,3967488
1/10/2000,5530003,4306176
1/11/2000,8843101,7257600
1/12/2000,6229422,8902656
1/13/2000,9673505,7426944
1/14/2000,10379828,6435072
1/15/2000,8844359,5225472
1/16/2000,6775839,4765824
1/17/2000,6057726,4402944
1/18/2000,5386331,3483648
1/19/2000,4840167,3386880
1/20/2000,4382809,4088448
1/21/2000,3951076,3991680
1/22/2000,3525846,3483648
1/23/2000,3203628,3604608
1/24/2000,3638123,4136832
1/25/2000,4128558,4136832
1/26/2000,3551269,3338496
1/27/2000,2672145,3483648
1/28/2000,3681955,3072384
1/29/2000,2802128,2612736
1/30/2000,2555472,2975616
1/31/2000,3195185,3483648
2/1/2000,2689542,3459456
2/2/2000,2422273,3483648
2/3/2000,2369628,3338496
2/4/2000,2320363,3120768
2/5/2000,3346416,3120768
2/6/2000,2774779,3144960
2/7/2000,5758513,3120768
2/8/2000,4393544,3024000
2/9/2000,5869679,2878848
2/10/2000,10943804,2854656
2/11/2000,9944534,3265920
2/12/2000,8929127,4161024
2/13/2000,13982076,3967488
2/14/2000,12828167,6144768
2/15/2000,18339013,11926656
2/16/2000,17681537,11297664
2/17/2000,16860650,12942720
2/18/2000,20098359,10281600
2/19/2000,22173039,14757120
2/20/2000,26174718,13136256
2/21/2000,24966100,10596096
2/22/2000,19898009,9289728
2/23/2000,17071645,9434880
2/24/2000,14639414,9942912
2/25/2000,11157302,12797568
2/26/2000,11879892,15555456
2/27/2000,12792658,15507072
2/28/2000,12426235,19305216
3/1/2000,10941496,17635968
3/2/2000,8941666,13595904
3/3/2000,10227816,11007360
3/4/2000,7196466,9386496
3/5/2000,5421710,8443008
3/6/2000,4677248,7789824
3/7/2000,4066675,6725376
3/8/2000,3651132,6265728
3/9/2000,3360877,6120576
3/10/2000,3121695,5733504
3/11/2000,5520085,5564160
3/12/2000,8212969,11515392
3/13/2000,6575601,13402368
3/14/2000,7858239,10184832
3/15/2000,9802955,9168768
3/16/2000,12895266,8563968
3/17/2000,17574020,18385920
3/18/2000,14655596,15434496
3/19/2000,14947362,11007360
3/20/2000,17756007,9821952
3/21/2000,27930687,11079936
3/22/2000,51013332,85881600
3/23/2000,41354964,48625920
3/24/2000,39242319,31207680
3/25/2000,47287003,23925888
3/26/2000,32146433,19813248
3/27/2000,23263226,16861824
3/28/2000,23130177,26611200
3/29/2000,17886496,24192000
3/30/2000,15102807,18458496
3/31/2000,16828821,14587776
4/1/2000,14301033,12192768
4/2/2000,9553037,10813824
4/3/2000,8148407,10088064
4/4/2000,7674821,11273472
4/5/2000,6785927,12023424
4/6/2000,5570714,10039680
4/7/2000,6153485,8636544
4/8/2000,8375464,8152704
4/9/2000,9232749,10523520
4/10/2000,7594660,13813632
4/11/2000,7317615,11007360
4/12/2000,11481353,10257408
4/13/2000,12146418,9410688
4/14/2000,9653979,8322048
4/15/2000,8587819,7934976
4/16/2000,9402071,8418816
4/17/2000,10949710,11104128
4/18/2000,10825946,12458880
4/19/2000,8176614,9918720
4/20/2000,7780325,8128512
4/21/2000,10370773,7910784
4/22/2000,16904033,22208256
4/23/2000,13439181,12410496
4/24/2000,10783135,9797760
4/25/2000,10508128,8443008
4/26/2000,9518330,7693056
4/27/2000,8562900,7209216
4/28/2000,7048712,7039872
4/29/2000,6154530,6652800
4/30/2000,5304218,6289920
5/1/2000,4748199,5975424
5/2/2000,4540393,5781888
5/3/2000,3814867,5660928
5/4/2000,3509230,5201280
5/5/2000,3512778,4814208
5/6/2000,3024194,4814208
5/7/2000,2852522,4669056
5/8/2000,2621028,4475520
5/9/2000,2511551,4161024
5/10/2000,3495375,4088448
5/11/2000,3828196,4717440
5/12/2000,3224240,6241536
5/13/2000,5120998,5394816
5/14/2000,7392701,7451136
5/15/2000,5934685,8080128
5/16/2000,6003375,6072192
5/17/2000,7659585,5443200
5/18/2000,6258138,5007744
5/19/2000,9772265,6338304
5/20/2000,14690769,12434688
5/21/2000,16791538,13353984
5/22/2000,17250485,9289728
5/23/2000,20922922,11031552
5/24/2000,23570562,14974848
5/25/2000,22609800,19716480
5/26/2000,20727339,16644096
5/27/2000,21986690,12313728
5/28/2000,19469020,9918720
5/29/2000,13903801,8757504
5/30/2000,9196206,7838208
5/31/2000,6381019,6846336
6/1/2000,4815326,5902848
6/2/2000,4056697,5370624
6/3/2000,3507906,5031936
6/4/2000,3054060,4717440
6/5/2000,2853842,4402944
6/6/2000,4662669,4983552
6/7/2000,7234764,9047808
6/8/2000,3108849,6797952
6/9/2000,8049031,4790016
6/10/2000,5723276,4136832
6/11/2000,4434955,3725568
6/12/2000,9177742,3943296
6/13/2000,15794403,13426560
6/14/2000,8918803,8660736
6/15/2000,14010388,7862400
6/16/2000,15769131,6144768
6/17/2000,12133017,5539968
6/18/2000,14690476,6217344
6/19/2000,11692107,7838208
6/20/2000,6912330,5491584
6/21/2000,11508884,4693248
6/22/2000,15988742,11297664
6/23/2000,6353673,9362304
6/24/2000,11140125,6749568
6/25/2000,8999805,5370624
6/26/2000,8141255,5854464
6/27/2000,6160773,17660160
6/28/2000,18387244,13015296
6/29/2000,18461396,8999424
6/30/2000,13291840,7015680
7/1/2000,9861177,6652800
7/2/2000,7959793,5685120
7/3/2000,7630976,5298048
7/4/2000,5730516,4814208
7/5/2000,4064643,4523904
7/6/2000,3584198,4112640
7/7/2000,3145562,3556224
7/8/2000,2769913,3265920
7/9/2000,2554372,3169152
7/10/2000,2684682,3411072
7/11/2000,2647876,3048192
7/12/2000,2284303,2951424
7/13/2000,2446028,2806272
7/14/2000,3172660,2951424
7/15/2000,3426207,3096576
7/16/2000,4581384,3677184
7/17/2000,3198914,3919104
7/18/2000,3640008,3048192
7/19/2000,5452595,2927232
7/20/2000,3871396,3048192
7/21/2000,2913446,2782080
7/22/2000,4058850,2927232
7/23/2000,2625339,2854656
7/24/2000,3367465,2540160
7/25/2000,2770062,2334528
7/26/2000,14991496,4644864
7/27/2000,13571865,8418816
7/28/2000,4814998,3652992
7/29/2000,5016304,2878848
7/30/2000,6877233,2661120
7/31/2000,8938428,5660928
8/1/2000,10204596,8007552
8/2/2000,17726488,9628416
8/3/2000,17256842,15047424
8/4/2000,36112876,23877504
8/5/2000,28769644,11297664
8/6/2000,24437248,7475328
8/7/2000,21339378,6289920
8/8/2000,13385501,6241536
8/9/2000,9519273,4910976
8/10/2000,8774637,4354560
8/11/2000,6727458,3894912
8/12/2000,6398418,4112640
8/13/2000,4974996,3870720
8/14/2000,8997752,4402944
8/15/2000,8555436,5709312
8/16/2000,3614612,4064256
8/17/2000,4244164,3411072
8/18/2000,3813212,2927232
8/19/2000,4021220,2854656
8/20/2000,2977596,2733696
8/21/2000,2864732,2588544
8/22/2000,2582763,2358720
8/23/2000,2445622,2240179
8/24/2000,2528851,2218406
8/25/2000,2742758,2290982
8/26/2000,2381662,2344205
8/27/2000,6285310,2363558
8/28/2000,4577160,3265920
8/29/2000,2830421,2951424
8/30/2000,4356938,2612736
8/31/2000,5297528,2806272
9/1/2000,4635901,2636928
9/2/2000,4833610,2661120
9/3/2000,7088969,3725568
9/4/2000,8915826,3532032
9/5/2000,8272730,2540160
9/6/2000,6597342,2312755
9/7/2000,5493642,2257114
9/8/2000,4349882,2138573
9/9/2000,3552138,2073254
9/10/2000,3058821,1906330
9/11/2000,2713148,1918426
9/12/2000,2608276,1831334
9/13/2000,5304248,3701376
9/14/2000,12917336,3241728
9/15/2000,19335782,8588160
9/16/2000,9574112,4620672
9/17/2000,14764932,3120768
9/18/2000,10918011,2540160
9/19/2000,18106666,3701376
9/20/2000,27325736,11176704
9/21/2000,12173568,6991488
9/22/2000,23473562,4765824
9/23/2000,19648270,3725568
9/24/2000,13607639,3072384
9/25/2000,17257078,3072384
9/26/2000,23119964,11055744
9/27/2000,16230921,7354368
9/28/2000,13743113,4838400
9/29/2000,12143370,3846528
9/30/2000,9577316,3241728
10/1/2000,7426260,2782080
10/2/2000,6218084,2709504
10/3/2000,5332869,2540160
10/4/2000,8832657,2903040
10/5/2000,12152090,9265536
10/6/2000,5422215,6096384
10/7/2000,8505228,4886784
10/8/2000,6478960,4015872
10/9/2000,5521594,3604608
10/10/2000,4912716,3338496
10/11/2000,4533725,3120768
10/12/2000,4209069,2830464
10/13/2000,3818946,2588544
10/14/2000,3519521,2467584
10/15/2000,3196188,2404685
10/16/2000,2880494,2443392
10/17/2000,2963248,2271629
10/18/2000,4361480,2278886
10/19/2000,5783118,3773952
10/20/2000,3297978,3362688
10/21/2000,5367084,2782080
10/22/2000,6327460,2443392
10/23/2000,4703981,2356301
10/24/2000,4785618,2148250
10/25/2000,4566922,2090189
10/26/2000,4197266,1976486
10/27/2000,3800033,1906330
10/28/2000,3442598,1971648
10/29/2000,3043417,1889395
10/30/2000,2678907,1945037
10/31/2000,2494595,1867622
11/1/2000,2350783,1780531
11/2/2000,2260794,1724890
11/3/2000,2195421,1657152
11/4/2000,2130467,1710374
11/5/2000,2088595,1647475
11/6/2000,2053555,1732147
11/7/2000,2023210,1661990
11/8/2000,2000631,1652314
11/9/2000,2915566,1811981
11/10/2000,5281428,2878848
11/11/2000,5231809,3604608
11/12/2000,3814668,3193344
11/13/2000,5357678,2588544
11/14/2000,6377152,2491776
11/15/2000,6733702,2878848
11/16/2000,4853727,2709504
11/17/2000,6936280,2324851
11/18/2000,6695601,2075674
11/19/2000,6164957,2065997
11/20/2000,5607168,2027290
11/21/2000,4653089,1961971
11/22/2000,3901343,1870042
11/23/2000,3432933,1749082
11/24/2000,3118372,1768435
11/25/2000,3484071,1705536
11/26/2000,8419634,4451328
11/27/2000,11587699,6797952
11/28/2000,4366290,4548096
11/29/2000,9671191,3822336
11/30/2000,9621868,3628800
12/1/2000,6394456,3338496
12/2/2000,10211662,3072384
12/3/2000,9812954,2636928
12/4/2000,7827714,2467584
12/5/2000,6845712,2356301
12/6/2000,6058050,2300659
12/7/2000,5185390,2257114
12/8/2000,4335374,2174861
12/9/2000,3764268,2172442
12/10/2000,3481620,2097446
12/11/2000,3155393,2131315
12/12/2000,2883572,2046643
12/13/2000,2865968,2005517
12/14/2000,6608652,6338304
12/15/2000,7035430,8709120
12/16/2000,5570025,5902848
12/17/2000,26093680,51770880
12/18/2000,63724464,55641600
12/19/2000,12398404,27336960
12/20/2000,64638828,19160064
12/21/2000,40658972,15337728
12/22/2000,22679324,11273472
12/23/2000,18489118,8491392
12/24/2000,15263295,7136640
12/25/2000,12110497,6265728
12/26/2000,9361506,5298048
12/27/2000,7482782,5152896
12/28/2000,5808980,4838400
12/29/2000,4583130,4015872
12/30/2000,3909982,3919104
12/31/2000,3504072,3798144
1/1/2001,3234266,3604608
1/2/2001,3048069,3822336
1/3/2001,2908472,3048192
1/4/2001,2798608,3241728
1/5/2001,2775626,3241728
1/6/2001,2628831,3265920
1/7/2001,2557760,3338496
1/8/2001,3369506,3362688
1/9/2001,3379575,3314304
1/10/2001,2429330,3096576
1/11/2001,2725943,2782080
1/12/2001,2402926,2515968
1/13/2001,2308432,2636928
1/14/2001,2293340,2612736
1/15/2001,3522666,2951424
1/16/2001,4826928,3532032
1/17/2001,3711538,3386880
1/18/2001,4836056,3338496
1/19/2001,10953760,7015680
1/20/2001,19299876,20103552
1/21/2001,8235959,12265344
1/22/2001,10667336,8007552
1/23/2001,8016220,6120576
1/24/2001,5156046,5612544
1/25/2001,5919988,5394816
1/26/2001,7820516,4790016
1/27/2001,6016432,4475520
1/28/2001,7607010,4088448
1/29/2001,8556627,3894912
1/30/2001,15663032,7378560
1/31/2001,27533776,16039296
2/1/2001,13045365,13063680
2/2/2001,22133296,11587968
2/3/2001,18821346,10305792
2/4/2001,16771049,8636544
2/5/2001,23677006,10112256
2/6/2001,31933072,10257408
2/7/2001,20326718,10426752
2/8/2001,25477154,9773568
2/9/2001,25210600,8443008
2/10/2001,21966104,19740672
2/11/2001,22148870,16377984
2/12/2001,20802762,10934784
2/13/2001,20598202,9531648
2/14/2001,19140650,9410688
2/15/2001,13183140,9894528
2/16/2001,11715521,10160640
2/17/2001,13309626,12724992
2/18/2001,10807641,10450944
2/19/2001,14047807,8467200
2/20/2001,9989636,7862400
2/21/2001,6937531,7596288
2/22/2001,5512673,7257600
2/23/2001,5056040,6531840
2/24/2001,4678114,6435072
2/25/2001,7030808,6507648
2/26/2001,9973408,10571904
2/27/2001,6516717,10257408
2/28/2001,7987443,8612352
3/1/2001,7781854,7814016
3/2/2001,6920751,7136640
3/3/2001,6034196,6943104
3/4/2001,9277210,6797952
3/5/2001,12359914,7862400
3/6/2001,7171256,7523712
3/7/2001,11429354,6991488
3/8/2001,11927147,9144576
3/9/2001,9148135,8975232
3/10/2001,9129170,8902656
3/11/2001,7213192,7668864
3/12/2001,10083245,7209216
3/13/2001,14461874,16837632
3/14/2001,13053766,15821568
3/15/2001,12012626,13378176
3/16/2001,17227696,12507264
3/17/2001,15142723,14345856
3/18/2001,10202342,12918528
3/19/2001,10570284,11200896
3/20/2001,9728895,9725184
3/21/2001,14507057,11781504
3/22/2001,17672720,22692096
3/23/2001,7748860,14442624
3/24/2001,13080481,11708928
3/25/2001,11290938,10475136
3/26/2001,7978202,9652608
3/27/2001,6733422,8612352
3/28/2001,5835103,7499520
3/29/2001,8489967,7064064
3/30/2001,18488680,29514240
3/31/2001,20505882,24917760
4/1/2001,12350652,18337536
4/2/2001,19561496,15023232
4/3/2001,17473282,12870144
4/4/2001,12207771,11273472
4/5/2001,10222325,10209024
4/6/2001,9996147,9168768
4/7/2001,10849117,11128320
4/8/2001,7756655,10160640
4/9/2001,13500895,10378368
4/10/2001,12620995,11442816
4/11/2001,11561764,10426752
4/12/2001,13016883,12071808
4/13/2001,8081115,11055744
4/14/2001,9197522,9749376
4/15/2001,9646999,8975232
4/16/2001,10823667,10789632
4/17/2001,8847000,11950848
4/18/2001,11603473,11757312
4/19/2001,10251072,12724992
4/20/2001,11830112,10305792
4/21/2001,10449786,9434880
4/22/2001,8486788,9144576
4/23/2001,6516634,8660736
4/24/2001,5912015,7934976
4/25/2001,4911840,7136640
4/26/2001,4205691,6628608
4/27/2001,3544664,6289920
4/28/2001,3174716,6120576
4/29/2001,2829770,5854464
4/30/2001,2707398,5685120
5/1/2001,2519045,5370624
5/2/2001,2474400,4983552
5/3/2001,2339712,4838400
5/4/2001,2330936,4451328
5/5/2001,2214278,4112640
5/6/2001,2224421,3870720
5/7/2001,2122496,3773952
5/8/2001,2146372,3556224
5/9/2001,2056467,3459456
5/10/2001,2091052,3265920
5/11/2001,2016861,3048192
5/12/2001,2056679,3072384
5/13/2001,2024236,2903040
5/14/2001,1946175,2927232
5/15/2001,2048055,2709504
5/16/2001,1921796,2612736
5/17/2001,1888251,2661120
5/18/2001,1880459,2588544
5/19/2001,1916518,2709504
5/20/2001,2111572,2588544
5/21/2001,5958320,3725568
5/22/2001,13696186,9555840
5/23/2001,15055714,10039680
5/24/2001,9013029,6652800
5/25/2001,12572778,4499712
5/26/2001,21038472,6846336
5/27/2001,36315408,24433920
5/28/2001,24203010,13886208
5/29/2001,27588558,8563968
5/30/2001,25660042,6749568
5/31/2001,19384914,5757696
6/1/2001,21299316,5298048
6/2/2001,19418728,10910592
6/3/2001,9698854,8539776
6/4/2001,9927860,6314112
6/5/2001,8308357,5346432
6/6/2001,7146022,4354560
6/7/2001,6577746,3943296
6/8/2001,4905150,3483648
6/9/2001,3953629,3169152
6/10/2001,3345592,2999808
6/11/2001,3769312,2903040
6/12/2001,3001708,2806272
6/13/2001,3556390,2903040
6/14/2001,2440420,3024000
6/15/2001,3596993,2830464
6/16/2001,9758599,6991488
6/17/2001,19125098,27820800
6/18/2001,5794125,8612352
6/19/2001,10652125,5322240
6/20/2001,9810592,4233600
6/21/2001,7741276,3701376
6/22/2001,6459863,3532032
6/23/2001,12499864,18506880
6/24/2001,10304052,14418432
6/25/2001,14623541,8709120
6/26/2001,14395268,6362496
6/27/2001,10924256,5467392
6/28/2001,6317622,4741632
6/29/2001,4801544,3991680
6/30/2001,4189559,3459456
7/1/2001,7761006,3919104
7/2/2001,8183160,9386496
7/3/2001,3652905,5152896
7/4/2001,7200042,3628800
7/5/2001,6465109,3919104
7/6/2001,5096906,3628800
7/7/2001,5199216,3967488
7/8/2001,7466348,3193344
7/9/2001,7955768,3120768
7/10/2001,5442618,3991680
7/11/2001,8473687,3072384
7/12/2001,5930190,2540160
7/13/2001,5286215,2385331
7/14/2001,5058592,2104704
7/15/2001,4271545,2015194
7/16/2001,3281561,2032128
7/17/2001,3118842,1850688
7/18/2001,4496137,2685312
7/19/2001,2826303,2661120
7/20/2001,2810315,2157926
7/21/2001,2461076,1787789
7/22/2001,2222249,1715213
7/23/2001,2099788,1729728
7/24/2001,2034150,1553126
7/25/2001,2308950,1415232
7/26/2001,6575616,5419008
7/27/2001,3092677,8249472
7/28/2001,9356059,4088448
7/29/2001,5628596,2709504
7/30/2001,3671984,2467584
7/31/2001,3301497,2150669
8/1/2001,3307268,1826496
8/2/2001,3013994,1635379
8/3/2001,3062901,1376525
8/4/2001,4838711,1388621
8/5/2001,4604144,2153088
8/6/2001,2957839,2276467
8/7/2001,3313979,1901491
8/8/2001,2989326,1497485
8/9/2001,2389698,1296691
8/10/2001,4468618,1284595
8/11/2001,5690512,2757888
8/12/2001,10402115,5878656
8/13/2001,15406934,12821760
8/14/2001,7667454,3749760
8/15/2001,11819058,2636928
8/16/2001,6904066,2097446
8/17/2001,5911432,1681344
8/18/2001,5126499,1541030
8/19/2001,4396040,1516838
8/20/2001,3942585,1710374
8/21/2001,3645380,1458778
8/22/2001,3098114,1332979
8/23/2001,3051989,1282176
8/24/2001,2550368,1161216
8/25/2001,2059954,1199923
8/26/2001,2242089,1267661
8/27/2001,2226960,1429747
8/28/2001,2159347,1212019
8/29/2001,1870774,1151539
8/30/2001,2511671,1146701
8/31/2001,2639783,1127347
9/1/2001,2604872,1204762
9/2/2001,1934031,1545869
9/3/2001,3088648,1282176
9/4/2001,5238646,1282176
9/5/2001,4069075,1729728
9/6/2001,2771550,1826496
9/7/2001,4846378,1410394
9/8/2001,4851152,1146701
9/9/2001,3853496,1045094
9/10/2001,3451013,1132186
9/11/2001,3531713,1054771
9/12/2001,2374747,1231373
9/13/2001,3683903,1054771
9/14/2001,5230611,1424909
9/15/2001,3537669,1265242
9/16/2001,3225654,1197504
9/17/2001,3835168,1260403
9/18/2001,3482742,1037837
9/19/2001,2982534,989453
9/20/2001,6843828,1093478
9/21/2001,17007080,5539968
9/22/2001,3827848,3652992
9/23/2001,10618573,2540160
9/24/2001,10954589,1850688
9/25/2001,23032648,5128704
9/26/2001,11929236,10112256
9/27/2001,33142410,5733504
9/28/2001,43879016,3822336
9/29/2001,26511676,3048192
9/30/2001,16629480,2588544
10/1/2001,11026823,2515968
10/2/2001,7284968,2150669
10/3/2001,5492708,1923264
10/4/2001,4461723,1804723
10/5/2001,3664744,1589414
10/6/2001,3775073,1707955
10/7/2001,3513690,1572480
10/8/2001,2682411,1606349
10/9/2001,2886417,1422490
10/10/2001,2623223,1398298
10/11/2001,2426841,1606349
10/12/2001,2355915,1649894
10/13/2001,2310971,1763597
10/14/2001,3710202,1666829
10/15/2001,4001005,2124058
10/16/2001,2570016,2058739
10/17/2001,4383531,2588544
10/18/2001,4186242,2116800
10/19/2001,4051386,1879718
10/20/2001,4821492,1903910
10/21/2001,4319660,1490227
10/22/2001,4269823,1582157
10/23/2001,4016678,1407974
10/24/2001,3689420,1432166
10/25/2001,3310650,1325722
10/26/2001,2846526,1030579
10/27/2001,2605531,1011226
10/28/2001,2374500,1132186
10/29/2001,2240451,1197504
10/30/2001,2158174,1105574
10/31/2001,2100484,1035418
11/1/2001,2058548,1020902
11/2/2001,2025261,991872
11/3/2001,2173504,1163635
11/4/2001,2186277,1149120
11/5/2001,1997030,1199923
11/6/2001,1969536,991872
11/7/2001,1944158,1088640
11/8/2001,1912080,1049933
11/9/2001,1880596,1018483
11/10/2001,1866519,994291
11/11/2001,1852327,1117670
11/12/2001,1838504,1197504
11/13/2001,1825984,1054771
11/14/2001,1814790,962842
11/15/2001,1802776,996710
11/16/2001,1792726,890266
11/17/2001,1782049,1098317
11/18/2001,1771417,1202342
11/19/2001,1761013,1328141
11/20/2001,2082770,1272499
11/21/2001,2050486,1226534
11/22/2001,1794849,1054771
11/23/2001,1904166,1260403
11/24/2001,1912761,1103155
11/25/2001,4241214,1533773
11/26/2001,5019399,2443392
11/27/2001,2173440,3338496
11/28/2001,5685280,2491776
11/29/2001,5607880,1886976
11/30/2001,4185380,1584576
12/1/2001,5202646,1453939
12/2/2001,5103746,1780531
12/3/2001,6309358,2046643
12/4/2001,7006382,1640218
12/5/2001,6024455,1490227
12/6/2001,4597666,1499904
12/7/2001,3570005,1415232
12/8/2001,6174026,1635379
12/9/2001,8900251,2975616
12/10/2001,3600288,2685312
12/11/2001,8050960,2588544
12/12/2001,7733845,2165184
12/13/2001,6577718,2102285
