GRanD_ID,GRanD_NAME,GRanD_CAP_MCM,GRanD_MEANFLOW_CUMECS,Obs_MEANFLOW_CUMECS,fit,match,NORhi_alpha,NORhi_beta,NORhi_max,NORhi_min,NORhi_mu,NORlo_alpha,NORlo_beta,NORlo_max,NORlo_min,NORlo_mu,Release_alpha1,Release_alpha2,Release_beta1,Release_beta2,Release_c,Release_max,Release_min,Release_p1,Release_p2
1006,Stockton Dam,2064.8,36.836,29.775,full,NA,4.27,-7,Inf,58.51,61.9,0.9,-2.94,Inf,-Inf,44.84,0.1234,0.0756,-0.5174,0.1479,-0.894,2.842,-0.962,1.979,0.046
1007,Fall River Lake,316.3,11.034,12.164,full,NA,-1.61,-14.28,Inf,-Inf,25.99,0.18,-0.98,Inf,-Inf,7.42,0.2868,-0.0825,-0.5384,0.0421,-0.971,4.618,-0.993,3.714,0.144
1008,Two Buttes,64.4,0.001,NA,extrapolated,519,-8.42,-2.2,93.57,-Inf,88.53,-14.31,-4.93,Inf,-Inf,42.19,0.416,-0.0837,0.013,0.144,0,1.522,-0.897,0,0
1009,Lake Parsons Dam,43.5,0.94,NA,extrapolated,1035,0.4,-0,Inf,-Inf,64.5,4.85,-8.75,Inf,43.03,46.92,0.4995,-0.1705,-0.1981,-0.0979,-0.05,1.923,-0.855,0,0.846
1010,Sweetwater Tailings Dam,28.9,0.178,NA,extrapolated,1017,40.72,-55.78,Inf,13.12,0,-0.31,-1.5,Inf,4.9,5.12,0.5633,-0.1742,-0.1379,8e-4,-0.399,2.74,-0.82,3.461,0.039
1011,Timber Creek Dam 29,80.5,1.149,NA,extrapolated,1005,0,0,Inf,-Inf,100,0.54,-7.03,Inf,-Inf,84.63,0.1769,-0.1278,-0.7379,0.1307,-1.285,3.08,-0.971,2.105,0.234
1012,Model,36.9,0.023,NA,extrapolated,519,-8.42,-2.2,93.57,-Inf,88.53,-14.31,-4.93,Inf,-Inf,42.19,0.416,-0.0837,0.013,0.144,0,1.522,-0.897,0,0
1013,Fellows Lake Dam,44.9,0.834,NA,extrapolated,980,1.69,-6.14,Inf,-Inf,35.2,-0.64,-0.88,Inf,-Inf,19.04,-0.0611,0.0481,-0.3626,0.2221,0,1.78,-0.953,0,0
1014,Big Hill Lake,48.8,0.977,1.623,full,NA,0.59,-0.76,Inf,69.56,69.74,0.62,-1.79,Inf,55.44,56.47,-0.0293,-0.1774,-0.5378,0.1465,-0.353,2.951,-1,0.071,0.583
1015,Twin Caney Dam 18,19.8,0.625,NA,extrapolated,1007,-1.61,-14.28,Inf,-Inf,25.99,0.18,-0.98,Inf,-Inf,7.42,0.2868,-0.0825,-0.5384,0.0421,-0.971,4.618,-0.993,3.714,0.144
1016,Trinidad,203.4,0.188,1.955,full,NA,1.85,-4.65,Inf,26.27,28.03,1.41,0.02,Inf,-Inf,7.18,-0.146,-0.0926,-1.3834,0.4499,-0.297,2.719,-1,1.069,0.261
1017,Clearwater Dam,509.4,26.218,28.174,full,NA,40.72,-55.78,Inf,13.12,0,-0.31,-1.5,Inf,4.9,5.12,0.5633,-0.1742,-0.1379,8e-4,-0.399,2.74,-0.82,3.461,0.039
1018,Main Dike,10.9,1.863,NA,extrapolated,1019,26.65,-21.41,Inf,14.25,0,-2.44,-2.48,6.21,-Inf,6.39,0.7392,0.0031,0.2184,-0.0213,-0.82,1.7,-0.957,2.027,0.153
1019,Wappapello Dam,1399.5,43.359,55.472,full,NA,26.65,-21.41,Inf,14.25,0,-2.44,-2.48,6.21,-Inf,6.39,0.7392,0.0031,0.2184,-0.0213,-0.82,1.7,-0.957,2.027,0.153
1020,Copan Lake,416.9,11.201,10.638,full,NA,8.77,-39.47,Inf,15.84,0,0.23,-0.89,Inf,-Inf,8.92,0.4382,-0.3779,-0.7029,0.2983,-1.283,4.548,-0.992,3.604,0.153
1021,Great Salt Plains Lake,1221.4,24.369,19.605,full,NA,0.34,-0.66,Inf,-Inf,5.15,0.55,-0.06,Inf,-Inf,2.13,0.2548,-0.1759,-0.2882,-0.0231,-0.749,3.088,-1,1.723,0.501
1022,Ponca,29.2,0.436,NA,extrapolated,1021,0.34,-0.66,Inf,-Inf,5.15,0.55,-0.06,Inf,-Inf,2.13,0.2548,-0.1759,-0.2882,-0.0231,-0.749,3.088,-1,1.723,0.501
1023,Kaw Lake,1637,116.488,102.256,full,NA,9.57,-54.41,Inf,38.78,15.38,0.58,-0.86,Inf,-Inf,27.63,0.1579,-0.0083,-0.5379,0.1487,-0.641,2.685,-1,1.915,0.373
1024,Bluestem,44.2,0.956,NA,extrapolated,1035,0.4,-0,Inf,-Inf,64.5,4.85,-8.75,Inf,43.03,46.92,0.4995,-0.1705,-0.1981,-0.0979,-0.05,1.923,-0.855,0,0.846
1025,Optima Lake,762.9,1.12,NA,storage_only,1068,-0.02,-0.09,Inf,-Inf,0.82,0,-0.02,Inf,-Inf,0.09,0.0638,0.0666,-0.5391,0.0122,-0.015,1.56,-0.99,0,0.94
1026,Table Rock Dam,4270.3,147.921,120.47,full,NA,3.62,-10.16,Inf,81.26,82.26,-0.67,-5.63,Inf,65.37,68.27,0.3671,0.0339,-0.1494,-0.0025,-0.609,2.027,-0.991,1.05,0.269
1027,Fort Supply Lake,124.2,4.647,1.363,full,NA,0.22,-0.5,Inf,-Inf,14.8,1.91,-1.29,11.96,8.01,10.05,0.5979,-0.0919,-0.2852,0.0216,-0.607,2.161,-1,1.078,0.539
1028,Birch Lake,137,1.235,1.174,full,NA,3.51,-8.11,Inf,18.35,17.69,-0.37,-1.83,Inf,-Inf,11.87,0.3508,-0.3206,-0.6788,0.0236,-1.194,3.707,-0.976,2.069,0.273
1029,Pensacola,2710,236.781,NA,storage_only,1053,4.06,-7.42,Inf,76.23,79.67,1.26,-2.32,Inf,67.64,69.42,0.4103,-0.2128,-0.4756,0.0901,-0.511,2.888,-1,1.856,0.467
1030,Loch Lomond Dam,28.5,0.319,NA,extrapolated,1007,-1.61,-14.28,Inf,-Inf,25.99,0.18,-0.98,Inf,-Inf,7.42,0.2868,-0.0825,-0.5384,0.0421,-0.971,4.618,-0.993,3.714,0.144
1031,Sooner,431.7,0.4,NA,extrapolated,1021,0.34,-0.66,Inf,-Inf,5.15,0.55,-0.06,Inf,-Inf,2.13,0.2548,-0.1759,-0.2882,-0.0231,-0.749,3.088,-1,1.723,0.501
1032,Oologah Lake,1923.3,93.714,92.205,full,NA,12.24,-36.12,Inf,46.38,35.07,0.4,-1.65,Inf,28.88,30.24,0.3111,-0.1799,-0.6295,0.228,-1.379,3.432,-1,3.425,0.175
1033,Beaver,2407.8,36.352,41.405,full,NA,1.3,-3.43,Inf,92.46,93.34,1.84,-5.87,Inf,-Inf,74.38,0.1955,0.1684,-0.1978,0.1587,-0.987,1.84,-0.986,1.714,0.217
1034,Spavinaw,89.3,8.741,NA,storage_only,1035,0.38,-0.28,Inf,-Inf,39.04,0.76,-0.24,Inf,-Inf,34.54,0.4995,-0.1705,-0.1981,-0.0979,-0.05,1.923,-0.855,0,0.846
1035,Eucha,146.8,8.053,10.35,full,NA,0.4,-0,Inf,-Inf,64.5,4.85,-8.75,Inf,43.03,46.92,0.4995,-0.1705,-0.1981,-0.0979,-0.05,1.923,-0.855,0,0.846
1036,Bull Shoals,6670.7,226.176,176.297,full,NA,-1.74,-13.62,Inf,-Inf,78.17,0.64,-3.34,Inf,48.02,50.12,0.0836,0.2017,-0.1011,-0.0162,-0.617,1.707,-0.992,1.502,0.006
1037,Skiatook Lake,400,6.504,NA,storage_only,983,0,0,Inf,-Inf,99.94,-2.47,-6.14,Inf,-Inf,65.72,-0.2902,0.0703,-0.5396,0.0636,0,2.407,-0.995,0,0
1038,Lake Thunderbird Dam,14.2,0.305,NA,extrapolated,1017,40.72,-55.78,Inf,13.12,0,-0.31,-1.5,Inf,4.9,5.12,0.5633,-0.1742,-0.1379,8e-4,-0.399,2.74,-0.82,3.461,0.039
1039,Salina Dike,542.7,261.025,NA,extrapolated,1053,21.74,-39.99,Inf,37.2,25.92,0.81,0.24,Inf,-Inf,27.41,0.4103,-0.2128,-0.4756,0.0901,-0.511,2.888,-1,1.856,0.467
1040,Forebay,27.8,2.742,NA,extrapolated,1053,21.74,-39.99,Inf,37.2,25.92,0.81,0.24,Inf,-Inf,27.41,0.4103,-0.2128,-0.4756,0.0901,-0.511,2.888,-1,1.856,0.467
1041,Chimney Rock,27.8,0.125,NA,extrapolated,1053,21.74,-39.99,Inf,37.2,25.92,0.81,0.24,Inf,-Inf,27.41,0.4103,-0.2128,-0.4756,0.0901,-0.511,2.888,-1,1.856,0.467
1042,Norfork,2446,64.257,55.573,full,NA,1.39,-11.33,Inf,-Inf,80.75,0.73,-4.2,Inf,-Inf,55.72,0.2065,0.1125,-0.1389,0.0221,-0.667,1.506,-0.969,1.44,0.042
1043,Little Flint Creek Dam,30.1,0.328,NA,extrapolated,1092,20.75,-4.97,Inf,-Inf,49.63,3.22,-0.15,Inf,-Inf,6.43,0.6258,0.0413,0.2,-0.0117,-0.795,4.122,-0.992,3.867,0
1044,Robert S. Kerr Dam,542.7,264.21,274.861,full,NA,16.05,-34.85,Inf,54.53,46.13,-0.6,-2.82,46.3,-Inf,44.45,0.3925,-0.2685,-0.4339,0.0515,-0.406,0.49,-0.968,1.24,0.743
1045,Crown Lake Dam,12,0.456,NA,extrapolated,1017,40.72,-55.78,Inf,13.12,0,-0.31,-1.5,Inf,4.9,5.12,0.5633,-0.1742,-0.1379,8e-4,-0.399,2.74,-0.82,3.461,0.039
1046,Shell,15.7,0.295,NA,extrapolated,1092,20.75,-4.97,Inf,-Inf,49.63,3.22,-0.15,Inf,-Inf,6.43,0.6258,0.0413,0.2,-0.0117,-0.795,4.122,-0.992,3.867,0
1047,Stillwater Creek Site 40,30.5,0.299,NA,extrapolated,1061,-0.14,-0.3,Inf,72,72.24,0.82,-6.76,Inf,-Inf,49.65,0.6496,0.0188,0.1146,-0.03,-0.67,2.008,-0.844,1.657,0.418
1048,Keystone Lake,2063.1,260.936,247.761,full,NA,9.64,-28.35,67.27,38.58,37.43,1.52,-2.28,Inf,22.28,23.44,0.2001,-0.1538,-0.5545,0.0881,-0.631,2.899,-1,1.614,0.525
1049,Carl Blackwell Lake,146.8,0.646,NA,extrapolated,1061,-0.14,-0.3,Inf,72,72.24,0.82,-6.76,Inf,-Inf,49.65,0.6496,0.0188,0.1146,-0.03,-0.67,2.008,-0.844,1.657,0.418
1050,Canton Lake,473.4,9.697,7.191,full,NA,0.5,-1.41,Inf,-Inf,31.88,-0.94,-1.07,Inf,-Inf,9.96,0.0479,-0.0036,-0.3756,0.0593,-0.911,2.045,-0.968,0.871,0.375
1051,Newt Graham Lock and Dam,29,169.125,NA,extrapolated,1007,-1.61,-14.28,Inf,-Inf,25.99,0.18,-0.98,Inf,-Inf,7.42,0.2868,-0.0825,-0.5384,0.0421,-0.971,4.618,-0.993,3.714,0.144
1052,Rita Blanca Creek Reservoir Dam,16.8,0.503,NA,extrapolated,1055,-0.28,-0.15,Inf,-Inf,16.95,0.03,0.01,Inf,-Inf,1.02,-0.2131,-0.154,-0.1073,-0.27,0,0.866,-0.986,0,0
1053,Fort Gibson Lake,1584.3,284.421,259.844,full,NA,21.74,-39.99,Inf,37.2,25.92,0.81,0.24,Inf,-Inf,27.41,0.4103,-0.2128,-0.4756,0.0901,-0.511,2.888,-1,1.856,0.467
1054,Salt-Camp Creek Site 12,18.1,0.298,NA,extrapolated,1025,-0.02,-0.09,Inf,-Inf,0.82,0,-0.02,Inf,-Inf,0.09,0.0638,0.0666,-0.5391,0.0122,-0.015,1.56,-0.99,0,0.94
1055,Sanford Dam,3002.6,10.516,NA,storage_only,1073,-0.28,-0.15,Inf,-Inf,16.95,0.03,0.01,Inf,-Inf,1.02,-0.2131,-0.154,-0.1073,-0.27,0,0.866,-0.986,0,0
1056,Lake Shepherd Springs Dam,23.6,1.863,NA,extrapolated,1092,20.75,-4.97,Inf,-Inf,49.63,3.22,-0.15,Inf,-Inf,6.43,0.6258,0.0413,0.2,-0.0117,-0.795,4.122,-0.992,3.867,0
1057,Lake Fort Smith Dam,18.1,1.981,NA,extrapolated,1092,20.75,-4.97,Inf,-Inf,49.63,3.22,-0.15,Inf,-Inf,6.43,0.6258,0.0413,0.2,-0.0117,-0.795,4.122,-0.992,3.867,0
1058,Okmulgee Lake,31.9,0.75,NA,extrapolated,1068,-0.49,-0.77,Inf,52.19,52.59,1.05,-9.66,Inf,18.03,15.59,0.0638,0.0666,-0.5391,0.0122,-0.015,1.56,-0.99,0,0.94
1059,Green Leaf Lake,39.2,2.161,NA,extrapolated,1092,20.75,-4.97,Inf,-Inf,49.63,3.22,-0.15,Inf,-Inf,6.43,0.6258,0.0413,0.2,-0.0117,-0.795,4.122,-0.992,3.867,0
1060,Tenkiller Lake,1518.2,36.661,49.743,full,NA,8.08,-11.26,Inf,59.9,59.59,1.38,-3.8,Inf,-Inf,46.8,0.4306,-0.0789,-0.1918,-0.0314,-0.896,2.612,-0.935,1.825,0.16
1061,Hefner,132.5,0.171,NA,storage_only,1192,-0.14,-0.3,Inf,72,72.24,0.82,-6.76,Inf,-Inf,49.65,0.6496,0.0188,0.1146,-0.03,-0.67,2.008,-0.844,1.657,0.418
1062,Okfuskee Tributary Site S-1,37.4,0.464,NA,extrapolated,1068,-0.49,-0.77,Inf,52.19,52.59,1.05,-9.66,Inf,18.03,15.59,0.0638,0.0666,-0.5391,0.0122,-0.015,1.56,-0.99,0,0.94
1063,Foss,204.2,3.327,NA,storage_only,1135,0,0,Inf,-Inf,100,-2.68,-6.73,Inf,52.28,52.69,0.1729,0.0152,-0.2972,0.1437,-1.004,2.353,-0.973,1.797,0.166
1064,Okemah Lake,32.3,0.404,NA,extrapolated,1027,0.22,-0.5,Inf,-Inf,14.8,1.91,-1.29,11.96,8.01,10.05,0.5979,-0.0919,-0.2852,0.0216,-0.607,2.161,-1,1.078,0.539
1065,Ozark Water Supply Lake Dam,20.6,0.461,NA,extrapolated,1093,20.06,-0.71,Inf,-Inf,44.52,1,-1.17,Inf,9.4,10.36,0.6954,-0.0932,0.1294,0.0501,-1.115,3.875,-1,5.362,0.033
1066,Lake Poinsett Dam,36.4,0.216,NA,extrapolated,1019,26.65,-21.41,Inf,14.25,0,-2.44,-2.48,6.21,-Inf,6.39,0.7392,0.0031,0.2184,-0.0213,-0.82,1.7,-0.957,2.027,0.153
1067,Greers Ferry,3508,37.38,49.709,full,NA,5.72,-4.23,Inf,-Inf,77.41,2.45,-4.24,Inf,57.67,60.66,0.3365,0.1859,-0.154,0.0459,-0.749,1.848,-0.977,1.734,0.031
1068,Overholser,38.4,13.935,7.205,full,NA,-0.49,-0.77,Inf,52.19,52.59,1.05,-9.66,Inf,18.03,15.59,0.0638,0.0666,-0.5391,0.0122,-0.015,1.56,-0.99,0,0.94
1069,North Deer Creek Site 1-M,50.2,0.604,NA,extrapolated,1025,-0.02,-0.09,Inf,-Inf,0.82,0,-0.02,Inf,-Inf,0.09,0.0638,0.0666,-0.5391,0.0122,-0.015,1.56,-0.99,0,0.94
1070,Conchas Dam,874.7,4.223,3.551,full,NA,0.14,-1.36,Inf,-Inf,42.41,-0.2,0.27,Inf,-Inf,10.11,-0.292,-0.0288,-0.8389,-0.0911,-0.582,1.791,-1,1.516,0
1071,Huckleberry Creek Dam,28.8,0.173,NA,extrapolated,1093,20.06,-0.71,Inf,-Inf,44.52,1,-1.17,Inf,9.4,10.36,0.6954,-0.0932,0.1294,0.0501,-1.115,3.875,-1,5.362,0.033
1072,Shawnee City 2,23.3,0.19,NA,extrapolated,1068,-0.49,-0.77,Inf,52.19,52.59,1.05,-9.66,Inf,18.03,15.59,0.0638,0.0666,-0.5391,0.0122,-0.015,1.56,-0.99,0,0.94
1073,Ute Dam,497.1,6.946,4.545,full,NA,-1.52,-0.76,Inf,-Inf,52.53,-0.79,0.3,Inf,-Inf,33.82,-0.2131,-0.154,-0.1073,-0.27,0,0.866,-0.986,0,0
1074,Shawnee City 1,45,0.311,NA,extrapolated,1068,-0.49,-0.77,Inf,52.19,52.59,1.05,-9.66,Inf,18.03,15.59,0.0638,0.0666,-0.5391,0.0122,-0.015,1.56,-0.99,0,0.94
1075,Robert S. Kerr Lock and Dam,648.4,1015.982,1080.146,full,NA,0.07,-0.03,Inf,-Inf,99.87,-0.39,-0.52,Inf,-Inf,89.78,0.5103,-0.301,-0.1654,-0.007,-0.056,-0.326,-0.997,0.096,0.83
1076,Stanley Draper,182.6,0.192,NA,storage_only,1077,1.73,-1.03,Inf,-Inf,64.65,1.6,-1.58,Inf,-Inf,31.69,0.2533,-0.0653,-0.3391,0.0506,-1.07,1.998,-0.983,1.741,0.187
1077,Eufaula Lake,4718.6,200.28,213.237,full,NA,6.34,-11.89,Inf,65.74,67.42,1.1,-5.94,Inf,46.06,47.38,0.2533,-0.0653,-0.3391,0.0506,-1.07,1.998,-0.983,1.741,0.187
1078,Dardanelle Lock and Dam,599.7,1167.25,1174.713,full,NA,-0.03,0.04,99.99,-Inf,99.97,-0.56,0.56,Inf,-Inf,95.17,0.541,-0.2022,-0.4021,0.0807,-0.016,-0.636,-1,0,0.796
1079,Brewer Lake,29,0.953,NA,extrapolated,1093,20.06,-0.71,Inf,-Inf,44.52,1,-1.17,Inf,9.4,10.36,0.6954,-0.0932,0.1294,0.0501,-1.115,3.875,-1,5.362,0.033
1080,Norman,453.3,4.019,NA,storage_only,1077,0.8,-4.41,Inf,33.55,34.36,0.1,-2.1,Inf,-Inf,23.22,0.2533,-0.0653,-0.3391,0.0506,-1.07,1.998,-0.983,1.741,0.187
1081,Fort Cobb,89.5,1.243,NA,storage_only,1135,0,0,Inf,-Inf,100,-0.6,-4.78,Inf,-Inf,73.72,0.1729,0.0152,-0.2972,0.1437,-1.004,2.353,-0.973,1.797,0.166
1082,Beaver Fork Lake Dam,24.1,0.252,NA,extrapolated,1093,20.06,-0.71,Inf,-Inf,44.52,1,-1.17,Inf,9.4,10.36,0.6954,-0.0932,0.1294,0.0501,-1.115,3.875,-1,5.362,0.033
1083,Spring Creek Site 1,98.5,0.23,NA,extrapolated,1117,1.02,-2.58,Inf,34.3,34.34,-0.35,-2.3,Inf,25.66,25.8,-0.3553,0.2559,-0.3608,0.0076,0,0.009,-0.999,0,0
1084,Blue Mountain,318.2,13.724,16.576,full,NA,21.69,-6.37,Inf,-Inf,41.57,2.26,-2.65,Inf,-Inf,9.83,0.8095,0.0334,0.1669,-0.035,-0.892,3.262,-0.991,5.096,0.033
1085,Holdenville City Lake,19.2,0.19,NA,extrapolated,1076,1.73,-1.03,Inf,-Inf,64.65,1.6,-1.58,Inf,-Inf,31.69,0.2533,-0.0653,-0.3391,0.0506,-1.07,1.998,-0.983,1.741,0.187
1086,Santa Rosa Dam,884.4,2.435,2.564,full,NA,-0.14,-0,Inf,13.56,13.67,0.13,-0.03,Inf,0.57,0.66,-0.0612,0.0828,-0.9121,0.3091,0,8.145,-1,0,0
1087,McAlester,19.9,0.875,NA,extrapolated,1076,1.73,-1.03,Inf,-Inf,64.65,1.6,-1.58,Inf,-Inf,31.69,0.2533,-0.0653,-0.3391,0.0506,-1.07,1.998,-0.983,1.741,0.187
1088,Greenbelt Dam,124,0.104,NA,storage_only,1073,0.26,-2.49,Inf,23.62,24.74,-0.18,-0.45,Inf,-Inf,8.51,-0.2131,-0.154,-0.1073,-0.27,0,0.866,-0.986,0,0
1089,Harris Brake Dam,20.4,0.33,NA,extrapolated,1075,0.07,-0.03,Inf,-Inf,99.87,-0.39,-0.52,Inf,-Inf,89.78,0.5103,-0.301,-0.1654,-0.007,-0.056,-0.326,-0.997,0.096,0.83
1090,Lake Conway Dam,49.6,3.613,NA,extrapolated,1093,20.06,-0.71,Inf,-Inf,44.52,1,-1.17,Inf,9.4,10.36,0.6954,-0.0932,0.1294,0.0501,-1.115,3.875,-1,5.362,0.033
1091,Konawa Lake,50.6,0.202,NA,extrapolated,1055,-0.28,-0.15,Inf,-Inf,16.95,0.03,0.01,Inf,-Inf,1.02,-0.2131,-0.154,-0.1073,-0.27,0,0.866,-0.986,0,0
1092,Nimrod,414.4,24.264,27.081,full,NA,20.75,-4.97,Inf,-Inf,49.63,3.22,-0.15,Inf,-Inf,6.43,0.6258,0.0413,0.2,-0.0117,-0.795,4.122,-0.992,3.867,0
1093,Wister Lake,527.3,26.843,32.982,full,NA,20.06,-0.71,Inf,-Inf,44.52,1,-1.17,Inf,9.4,10.36,0.6954,-0.0932,0.1294,0.0501,-1.115,3.875,-1,5.362,0.033
1094,Umbarger,97.6,0.001,NA,extrapolated,1088,0.26,-2.49,Inf,23.62,24.74,-0.18,-0.45,Inf,-Inf,8.51,-0.2131,-0.154,-0.1073,-0.27,0,0.866,-0.986,0,0
1095,Altus,163.8,5.793,20.618,full,NA,7.39,2.79,100,-Inf,99.66,2.4,-6.16,17.12,11.27,10.53,-0.5909,0.5667,-0.8493,0.2507,0,-0.997,-1,0,0
1096,Lake Maumelle Dam,272.6,4.46,NA,extrapolated,1093,20.06,-0.71,Inf,-Inf,44.52,1,-1.17,Inf,9.4,10.36,0.6954,-0.0932,0.1294,0.0501,-1.115,3.875,-1,5.362,0.033
1097,Lake Hinkle Dam,50.6,0.727,NA,extrapolated,1075,0.07,-0.03,Inf,-Inf,99.87,-0.39,-0.52,Inf,-Inf,89.78,0.5103,-0.301,-0.1654,-0.007,-0.056,-0.326,-0.997,0.096,0.83
1098,Lake Winona Dam,78,1.531,NA,extrapolated,1121,2.4,0.11,Inf,-Inf,48.11,2.36,-3.6,Inf,36.18,39.23,0.2887,0.1889,-0.1254,0.0614,-0.449,2.361,-1,0.813,0.318
1099,Ellsworth,261.4,1.408,NA,storage_only,1135,0.93,0.03,Inf,-Inf,31.22,0.25,-0.65,Inf,-Inf,8.93,0.1729,0.0152,-0.2972,0.1437,-1.004,2.353,-0.973,1.797,0.166
1100,Pauls Valley,15.7,0.286,NA,extrapolated,1104,0.77,-1.32,Inf,-Inf,62.29,2.42,-1.3,Inf,-Inf,49.99,0.1729,0.0152,-0.2972,0.1437,-1.004,2.353,-0.973,1.797,0.166
1101,Arkabutla Dam,1706.9,67.402,43.259,full,NA,9.88,-5.26,Inf,16.78,24.02,-1.98,-1.92,Inf,2.69,3.66,0.2117,0.1514,0.2768,0.0905,-0.49,1.954,-1,1.346,0
1102,Mountain Park East Dike,243.6,0.624,NA,extrapolated,1095,7.39,2.79,100,-Inf,99.66,2.4,-6.16,17.12,11.27,10.53,-0.5909,0.5667,-0.8493,0.2507,0,-0.997,-1,0,0
1103,Cherokee Sandy Site 17,32.4,0.416,NA,extrapolated,1145,1.48,-0.32,Inf,-Inf,43.77,-0.46,-0.76,Inf,14.38,14.92,0.0813,-0.0905,-0.2122,0.0979,-0.704,1.422,-1,0.281,0.457
1104,Lawtonka Lake,109.4,0.524,NA,storage_only,1135,0.77,-1.32,Inf,-Inf,62.29,2.42,-1.3,Inf,-Inf,49.99,0.1729,0.0152,-0.2972,0.1437,-1.004,2.353,-0.973,1.797,0.166
1105,Bear Creek,11.3,0.461,NA,extrapolated,1019,26.65,-21.41,Inf,14.25,0,-2.44,-2.48,6.21,-Inf,6.39,0.7392,0.0031,0.2184,-0.0213,-0.82,1.7,-0.957,2.027,0.153
1106,Lake Coronado Dam,19.9,0.353,NA,extrapolated,1125,0,0,Inf,-Inf,99.99,4.85,-7.41,Inf,82.86,89.84,0.3234,-0.0936,-0.6415,0.1083,0,0.198,-1,0,0
1107,Peckerwood Lake Dam,34.5,6.262,NA,extrapolated,1019,26.65,-21.41,Inf,14.25,0,-2.44,-2.48,6.21,-Inf,6.39,0.7392,0.0031,0.2184,-0.0213,-0.82,1.7,-0.957,2.027,0.153
1108,Balboa,41.9,0.637,NA,extrapolated,1125,0,0,Inf,-Inf,99.99,4.85,-7.41,Inf,82.86,89.84,0.3234,-0.0936,-0.6415,0.1083,0,0.198,-1,0,0
1109,Sumner,75.6,5.209,5.724,full,NA,5.06,1.01,Inf,62.66,65.27,10.27,16.65,Inf,4.23,0,0.0837,0.058,-0.6583,-0.0019,-0.245,3.709,-0.967,0.263,0.616
1110,Wildhorse Creek Site 39,37.2,0.422,NA,extrapolated,1063,0,0,Inf,-Inf,100,-2.68,-6.73,Inf,52.28,52.69,0.1729,0.0152,-0.2972,0.1437,-1.004,2.353,-0.973,1.797,0.166
1111,Wildhorse Creek Site 22,32,0.312,NA,extrapolated,1063,0,0,Inf,-Inf,100,-2.68,-6.73,Inf,52.28,52.69,0.1729,0.0152,-0.2972,0.1437,-1.004,2.353,-0.973,1.797,0.166
1112,Blakely Mountain Dam,4638.8,43.813,59.871,full,NA,2.38,-0.08,Inf,-Inf,58.93,2.27,-4.05,Inf,47.1,49.44,0.2033,0.2815,-0.2608,0.079,-0.998,1.898,-1,1.638,0.057
1113,Mackenzie Dam,85.4,0.16,NA,storage_only,1073,-0.23,-0.64,Inf,-Inf,12.85,-0.21,-0.16,Inf,4.22,4.37,-0.2131,-0.154,-0.1073,-0.27,0,0.866,-0.986,0,0
1114,Deep Red Run,15.3,0.312,NA,storage_only,1135,2.44,-2.41,Inf,90.7,90.93,-1.32,-7.7,Inf,26.58,27.23,0.1729,0.0152,-0.2972,0.1437,-1.004,2.353,-0.973,1.797,0.166
1115,Baylor Lake Dam,19.7,0.067,NA,extrapolated,1113,-0.23,-0.64,Inf,-Inf,12.85,-0.21,-0.16,Inf,4.22,4.37,-0.2131,-0.154,-0.1073,-0.27,0,0.866,-0.986,0,0
1116,Carpenter,225.9,58.525,NA,extrapolated,1121,2.4,0.11,Inf,-Inf,48.11,2.36,-3.6,Inf,36.18,39.23,0.2887,0.1889,-0.1254,0.0614,-0.449,2.361,-1,0.813,0.318
1117,Arbuckle Dike 1,279.3,1.856,NA,storage_only,1140,1.02,-2.58,Inf,34.3,34.34,-0.35,-2.3,Inf,25.66,25.8,-0.3553,0.2559,-0.3608,0.0076,0,0.009,-0.999,0,0
1118,Remmel,41.1,62.094,NA,extrapolated,1125,0,0,Inf,-Inf,99.99,4.85,-7.41,Inf,82.86,89.84,0.3234,-0.0936,-0.6415,0.1083,0,0.198,-1,0,0
1119,McGee Creek,140.4,4.329,NA,storage_only,1192,0,0,Inf,-Inf,100,-2.51,-8.58,Inf,-Inf,85.31,0.6496,0.0188,0.1146,-0.03,-0.67,2.008,-0.844,1.657,0.418
1120,Waurika Lake,1153.9,4.609,4.554,full,NA,0.73,-1.47,Inf,-Inf,22.26,-0.55,-1.56,Inf,8.48,8.65,0.2328,-0.1043,-0.5985,0.0312,0,2.196,-1,0,0
1121,Degray Dam,1698.6,19.169,26.268,full,NA,2.4,0.11,Inf,-Inf,48.11,2.36,-3.6,Inf,36.18,39.23,0.2887,0.1889,-0.1254,0.0614,-0.449,2.361,-1,0.813,0.318
1122,Gillham,273.6,10.419,13.963,full,NA,10.27,3.1,Inf,-Inf,28.22,2.86,-0.43,14.99,-Inf,14.02,0.6283,-0.0613,0.2188,-0.0279,-0.732,3.8,-0.961,3.002,0.191
1123,Broken Bow Lake,1976,26.8,55.907,full,NA,5,-1.05,Inf,-Inf,64.85,1.75,-4,Inf,-Inf,50.34,0.1216,0.1219,-0.0993,0.0397,-1.078,1.689,-0.917,1.825,0.094
1124,Dierks,196.7,4.505,4.389,full,NA,7.18,0.38,Inf,-Inf,28.32,1.88,-2.48,18.58,13.3,15.78,0.6671,0.0396,0.2476,0.0755,-0.733,3.787,-0.961,2.709,0.2
1125,Narrows Dam,740.8,10.988,26.268,full,NA,0,0,Inf,-Inf,99.99,4.85,-7.41,Inf,82.86,89.84,0.3234,-0.0936,-0.6415,0.1083,0,0.198,-1,0,0
